soil_series,texture,slope,erosion,drainage,soil_region,corn_base,soybeans_base,wheat_base,oats_base,hay_base,prod_index
"HOYTVILLE,V,THIN SOLUM",C,0-2,S,VP,2,120,39,46,80,4.5,78
HUNTINGTON,SIL,0-2,S,W,2,130,34,46,72,4.8,80
"HUNTINGTON,OF-PH",SIL,0-2,S,W,2,130,34,46,72,4.8,80
"HUNTINGTON,RF-PH",SIL,0-2,S,W,2,130,34,46,72,4.8,80
HYATTS,SIL,0-2,S,SWP,2,100,35,40,70,4,67
HYATTS,SIL,2-4,S,SWP,2,96,33,38,66,3.8,64
ILION,SIL,0-2,S,VP,2,100,36,44,70,3.8,67
IONIA,SIL,0-2,S,MW,2,110,36,52,74,3.8,71
IONIA,SIL,2-6,S,MW,2,106,35,50,72,3.7,69
"IVA,T-SUBST",SIL,0-2,S,SWP,2,104,34,34,70,3.8,65
JENERA,FSL,0-2,S,MW,2,112,38,54,82,4.8,80
JENERA,FSL,2-6,S,MW,2,110,36,52,80,4.6,77
"JENERA-SHINROCK,T-SUB",,1-4,S,MW,2,111,37,53,81,4.7,78
JENEVA,SIL,2-6,S,MW,2,117,40,50,79,4,75
JESSUP,SIL,1-8,S,W,2,100,30,40,70,4.5,70
JESSUP,SIL,8-15,M,W,2,90,25,36,65,4.2,64
JESSUP,SIL,12-18,S,W,3,80,22,34,62,3.6,56
JESSUP,SIL,15-25,M,W,3,75,0,32,60,3.2,53
JIMTOWN,SL,0-2,S,SWP,2,95,33,37,70,3.1,60
JIMTOWN,L,0-2,S,SWP,2,98,34,38,72,4,67
JIMTOWN,L,0-3,S,SWP,2,98,33,36,69,4,66
JIMTOWN,L,2-5,S,SWP,2,92,33,36,63,4,64
JIMTOWN,L,2-6,S,SWP,2,92,33,36,63,4,64
JIMTOWN,SIL,0-2,S,SWP,2,98,34,38,72,4,67
JIMTOWN,SIL,0-3,S,SWP,2,98,34,38,72,4,67
JIMTOWN,SIL,2-5,S,SWP,2,94,33,36,69,4,65
JIMTOWN,SIL,2-6,S,SWP,2,94,33,36,69,4,65
"JIMTOWN,T-SUBST",L,2-6,S,SWP,2,92,33,36,63,4,64
JOHNSBURG,SIL,2-8,S,SWP,2,98,36,46,68,3.6,66
JOLIET,L,0-1,S,P,3,70,20,30,50,2.6,45
JOLIET,SIL,0-1,S,P,3,70,20,30,50,2.6,45
JOLIET,SIL,0-2,S,P,3,70,20,30,50,2.6,45
JOLIET,SICL,0-1,S,P,3,72,21,31,52,2.7,47
JOLIET,SICL,0-2,S,P,3,72,21,31,52,2.7,47
JONESBORO-ROSSMOYNE,SIL,0-2,S,MW,2,116,38,52,76,4.6,78
JONESBORO-ROSSMOYNE,SIL,2-6,S,MW,2,112,36,50,74,4.4,75
JONESBORO-ROSSMOYNE,SIL,6-12,M,MW,2,100,30,44,68,3.8,66
"JULES,OF-PH",SIL,0-2,S,W,2,115,40,40,0,4.5,75
"JULES,FF-PH",SIL,0-2,S,W,11,100,30,0,0,4.2,68
KANE,SIL,0-2,S,SWP,2,116,40,44,70,4.4,75
KANAWHA,L,2-6,S,W,2,130,35,45,80,4,75
KANAWHA,SIL,1-6,S,W,2,130,35,45,80,4,75
KANAWHA,SIL,1-8,S,W,2,130,35,45,80,4,75
KANAWHA,SIL,2-6,S,W,2,130,35,45,80,4,75
KANAWHA,SIL,6-12,S,W,2,100,29,35,0,3.6,62
KEENE,SIL,1-7,S,MW,2,102,32,46,69,3.9,68
KEENE,SIL,1-8,S,MW,2,101,32,45,68,3.8,66
KEENE,SIL,2-6,S,MW,2,102,32,46,69,3.9,68
KEENE,SIL,2-8,S,MW,2,100,32,45,67,3.8,66
KEENE,SIL,3-8,S,MW,2,100,32,45,67,3.8,66
KEENE,SIL,6-12,S,MW,2,93,28,44,65,3.7,63
KEENE,SIL,6-12,M,MW,2,88,26,42,63,3.5,60
KEENE,SIL,6-15,S,MW,2,91,28,42,63,3.6,61
KEENE,SIL,6-15,M,MW,2,87,26,41,62,3.5,59
KEENE,SIL,8-15,S,MW,2,85,27,40,60,3.5,59
KEENE,SIL,12-18,S,MW,3,87,28,40,60,3.4,59
KEENE,SIL,12-18,M,MW,3,85,26,38,57,3.3,56
KEENE,SIL,18-25,S,MW,3,85,26,38,57,3.3,56
"KEENE,SH-PH",SICL,12-18,SE,MW,3,0,0,0,0,3.2,53
KEENE-LATHAM,SIL,12-18,M,MW,3,85,26,38,57,3.3,56
KENDALLVILLE,L,2-6,S,W,2,110,35,45,66,4.5,73
KENDALLVILLE,L,6-12,M,W,2,100,27,38,62,3.8,63
KENDALLVILLE,L,12-18,M,W,3,90,25,30,55,3,53
KENDALLVILLE,SIL,0-2,S,W,2,110,37,45,69,4.5,74
KENDALLVILLE,SIL,2-6,S,W,2,110,35,45,66,4.5,73
KENDALLVILLE,SIL,2-6,M,W,2,107,34,43,64,4.4,71
KENDALLVILLE,SIL,6-12,M,W,2,100,27,38,62,3.8,63
KENDALLVILLE,SIL,12-18,M,W,3,90,25,30,55,3,53
KENDALLVILLE,CL,6-12,SE,W,3,74,25,35,53,3.2,53
KENDALLVILLE,CL,12-18,SE,W,3,0,0,0,0,2.2,37
KENDALLVILLE-ELDEAN,SIL,12-18,M,W,3,89,26,37,55,3,55
"KENDALLVILLE-ELDEAN,C",,6-12,M,W,2,98,29,42,62,3.8,64
"KENDALLVILLE-ELDEAN,C",,12-20,M,W,3,88,26,37,55,3,55
KENSINGTON,SIL,2-6,S,MW,2,102,33,50,76,4.1,71
KENSINGTON,SIL,6-15,S,MW,2,96,31,47,71,3.8,66
KENSINGTON,SIL,15-25,S,MW,3,87,28,37,60,3.4,58
KERSTON,MUCK,0-2,S,VP,10,120,40,0,0,0,82
KIBBIE,LFS,0-2,S,SWP,2,113,38,47,70,4.7,76
KIBBIE,VFSL,0-2,S,SWP,2,130,45,55,75,5,85
KIBBIE,VFSL,2-6,S,SWP,2,125,43,55,75,4.8,82
KIBBIE,FSL,0-2,S,SWP,2,130,45,55,75,5,85
KIBBIE,FSL,2-6,S,SWP,2,125,43,55,75,4.8,82
KIBBIE,L,0-2,S,SWP,2,130,45,55,75,5,85
KIBBIE,L,0-3,S,SWP,2,130,45,55,75,5,85
KIBBIE,L,2-6,S,SWP,2,125,43,55,75,4.8,82
KIBBIE,SIL,0-2,S,SWP,2,130,45,55,75,5,85
KIBBIE,SIL,2-6,S,SWP,2,125,43,55,75,4.8,82
"KIBBIE,T-SUBST",FSL,0-2,S,SWP,2,120,42,50,75,5,82
"KIBBIE,T-SUBST",FSL,2-6,S,SWP,2,115,42,48,75,5,80
"KIBBIE-BENNINGTON,C",,2-6,S,SWP,2,105,35,44,78,4.5,73
"KIBBIE-BLOUNT,C",,0-2,S,SWP,2,123,43,53,75,4.8,82
"KIBBIE-BLOUNT,C",,2-6,S,SWP,2,118,41,52,74,4.6,79
KIBBIE-DEL REY,SIL,1-6,S,SWP,2,105,42,44,78,4.4,74
"KIBBIE,V,ACID",SIL,0-2,S,SWP,2,110,41,50,90,3.5,71
"KIBBIE,V,MOD.SHALLOW",FSL,0-2,S,SWP,2,110,38,42,85,4,72
KILLBUCK,SIL,0-2,S,SWP,2,100,40,34,70,3.8,66
"KILLBUCK,FF-PH",SIL,0-2,S,SWP,11,100,32,0,0,3.5,63
"KILLBUCK,OF-PH",SIL,0-2,S,SWP,2,110,40,34,65,4,69
KILLBUCK,SL,0-2,S,SWP,2,100,32,34,70,3.5,62
"KINGS,V",SICL,0-2,S,VP,2,110,40,44,68,5,78
KINGSVILLE,FS,0-2,S,P,3,84,29,33,62,2.7,52
KINGSVILLE,FSL,0-2,S,P,2,88,34,36,68,3,57
KINGSVILLE,LFS,0-2,S,P,3,84,29,33,62,2.7,52
KINGSVILLE,SIC,0-2,S,P,3,84,29,33,62,2.7,52
"KINN,OF-PH",SIL,0-2,S,MW,2,125,40,45,80,3.8,74
"KNOXDALE,OF-PH",SIL,0-2,S,W,2,120,42,45,74,4.6,78
KOKOMO,SICL,0-1,S,VP,2,136,47,54,78,5,87
KOKOMO,SICL,0-2,S,VP,2,136,47,54,78,5,87
KOKOMO,SIL,0-1,S,VP,2,136,47,54,78,5.2,88
"KOKOMO,OV-PH",SIL,0-2,S,VP,2,132,46,52,76,5,85
"KYGER,FF-PH",LS,0-2,S,P,3,0,0,0,0,0,0
KYGER,LS,0-2,S,VP,3,0,0,0,0,0,0
LAIDIG,ST-L,5-10,S,W,3,0,0,0,0,3.5,58
LAIDIG,ST-L,10-15,S,W,3,0,0,0,0,3.2,53
LAIDIG,ST-L,15-20,S,W,3,0,0,0,0,2.8,47
LAKIN,LFS,1-6,S,W,2,94,34,40,74,3.6,64
LAKIN,LFS,2-6,S,W,2,94,34,40,74,3.6,64
LAKIN,LFS,2-8,S,W,2,94,34,40,74,3.6,64
LAKIN,LFS,3-12,S,W,2,91,33,39,72,3.5,62
LAKIN,LFS,6-12,S,W,2,90,33,39,71,3.5,62
LAKIN,LFS,8-15,S,W,2,84,30,36,66,3.2,57
LAKIN,LFS,8-25,S,W,3,69,30,36,65,3,53
LAKIN,LFS,12-18,S,W,3,70,30,36,66,3,53
LAKIN,LS,1-8,S,W,2,84,34,40,74,3.4,61
LAKIN,LS,2-6,S,W,2,84,34,40,74,3.4,61
LAKIN,LS,6-12,S,W,2,80,33,39,71,3,57
"LAKIN-ALFORD,C",,15-25,S,W,3,70,30,32,0,3,50
LAMBERJACK,L,0-2,S,SWP,2,114,42,44,82,4.6,77
LAMSON,VFSL,0-2,S,VP,2,100,40,45,84,4,71
LAMSON,FSL,0-2,S,VP,2,100,40,45,84,4,71
LANDES,FSL,0-2,S,W,2,97,35,41,72,4.1,68
"LANDES,OF-PH",FSL,0-2,S,W,2,97,35,41,72,4.1,68
LANDES,GR-SL,0-2,S,W,2,80,30,32,62,3.8,59
"LANDES,FF-PH",LFS,0-6,S,W,11,87,32,37,65,3.7,61
LANDES,SL,0-2,S,W,2,97,35,41,72,4.1,68
"LANDES,V,GRAV-SUBSL",SL,0-2,S,W,2,80,30,32,55,3.4,56
"LANDES,OF-PH",L,0-2,S,W,2,100,36,42,74,4.2,70
"LANDES,RF-PH",SL,0-2,S,W,2,97,35,41,72,4.1,68
LANIER,FSL,0-2,S,W,2,90,35,40,70,3.4,62
LANIER,SL,0-2,S,W,2,90,35,40,70,3.4,62
"LANIER,OF-PH",SL,0-2,S,W,2,90,35,40,70,3.4,62
LATHAM,SIL,2-6,S,MW,2,86,34,50,74,3.5,64
LATHAM,SIL,6-12,S,MW,2,82,32,48,72,3,59
LATHAM,SIL,6-12,M,MW,3,80,30,46,70,2.5,54
LATHAM,SIL,8-15,S,MW,2,79,30,46,68,3,57
LATHAM,SIL,12-18,S,MW,3,76,26,42,66,2.5,51
LATHAM,SIL,12-18,M,MW,3,67,21,40,64,2.3,47
LATHAM,SIL,12-20,M,MW,3,66,21,40,63,2.3,46
LATHAM,SIL,15-25,S,MW,3,0,0,0,0,2.5,42
LATHAM,SIL,15-25,M,MW,3,0,0,0,0,2.5,42
"LATHAM-GILPIN,AS",,8-20,S,MW,3,80,0,30,0,2.8,50
"LATHAM-STEINSBURG,AS",,10-25,S,MW,3,0,0,0,0,2.5,42
"LATHAM-STEINSBURG,C",,15-25,S,MW,3,0,0,0,0,2.4,40
LATHAM-WHARTON,SIL,15-25,S,MW,3,0,0,0,0,2.5,42
"LATTY,T-SUBST",SICL,0-1,S,VP,2,105,44,46,82,5.2,81
LATTY,SICL,0-2,S,VP,2,105,44,46,82,5.2,81
LATTY,SIC,0-2,S,VP,2,102,43,45,80,5,78
LATTY,C,0-2,S,VP,2,102,43,45,80,5,78
"LATTY,OF-PH",SIC,0-2,S,VP,2,102,43,45,80,5,78
LAWSHE,SICL,2-6,S,MW,3,75,25,32,72,3,53
LAWSHE,SICL,6-12,M,MW,3,65,20,28,66,2.8,47
LAWSHE,SICL,12-18,M,MW,3,0,0,0,0,2.4,40
LAWSHE,SIC,12-18,SE,MW,3,0,0,0,0,2,33
LENAWEE,L,0-2,S,VP,2,130,48,52,86,5.2,88
LENAWEE,SIL,0-2,S,VP,2,130,48,52,86,5.2,88
LENAWEE,SICL,0-2,S,VP,2,126,47,50,83,5,85
"LENAWEE,OV-PH",SIL,0-2,S,VP,2,130,48,52,86,5.2,88
"LENAWEE,V",SICL,0-2,S,VP,2,90,30,40,60,3.5,60
LEONI,GR-L,12-25,S,W,3,0,0,0,0,2,33
LEWISBURG,SIL,0-2,S,MW,2,85,35,40,65,3.5,61
LEWISBURG,SIL,2-6,S,MW,2,80,30,38,62,3.5,58
LEWISBURG,SIL,2-6,M,MW,3,75,27,37,60,3.2,54
LEWISBURG-CELINA,SIL,2-6,S,MW,2,105,33,45,65,4.5,72
LEWISBURG-CELINA,CL,2-6,M,MW,2,99,31,43,61,4.3,68
LEWISBURG-CELINA,CL,6-12,SE,MW,3,63,23,31,50,2.7,46
"LEWISBURG-CROSBY,C",,2-6,S,MW,2,93,34,43,65,3.8,65
"LEWISBURG,V",SIL,0-2,S,MW,2,90,27,45,75,3.6,63
"LEWISBURG,V",SIL,2-6,S,MW,2,85,25,42,72,3.6,61
"LEWISBURG,V",SIL,6-12,S,MW,3,75,23,38,65,3.2,54
LEWISBURG,SOILS,6-12,SE,MW,3,63,23,31,50,2.7,46
"LIBRARY,V",SIL,3-8,S,SWP,2,100,32,40,60,4.3,68
LIBRE,SIL,0-2,S,W,2,109,39,51,72,4.6,76
LIBRE,SIL,2-6,S,W,2,106,38,50,70,4.5,74
LIBRE,SIL,6-12,M,W,2,97,35,46,63,3.9,67
LICKING,SICL,6-12,M,MW,2,98,32,34,60,3.6,62
LICKING,SIL,0-2,S,MW,2,115,38,40,70,4.2,72
LICKING,SIL,0-6,S,MW,2,112,37,39,68,4.1,70
LICKING,SIL,1-6,S,MW,2,110,36,38,67,4,69
LICKING,SIL,2-6,S,MW,2,110,36,38,67,4,69
LICKING,SIL,3-8,S,MW,2,108,36,38,66,3.9,68
LICKING,SIL,6-12,S,MW,2,106,35,37,64,3.9,67
LICKING,SIL,6-12,M,MW,2,101,33,35,62,3.7,63
LICKING,SIL,6-15,M,MW,2,101,33,35,62,3.7,63
LICKING,SIL,8-15,S,MW,2,101,33,35,62,3.7,63
LICKING,SIL,12-18,S,MW,3,0,0,0,0,3,50
LICKING,SIL,12-25,M,MW,3,0,0,0,0,2.8,47
LICKING,SIL,12-18,M,MW,3,0,0,0,0,2.8,47
LICKING,SIL,15-25,M,MW,3,0,0,0,0,2.5,42
LILY,L,8-15,S,W,3,85,30,38,0,3,55
LILY,L,15-25,S,W,3,70,30,35,0,2.5,47
LILY,SIL,8-15,S,W,3,85,30,38,0,3,55
LILY,SIL,15-25,S,W,3,0,0,0,0,2.5,42
"LILY-RARDEN,C",,15-25,S,W,3,0,0,0,0,2.5,42
"LILY-UPSHUR,C",,15-25,S,W,3,0,0,0,0,2.6,43
LINDSIDE,SIL,0-2,S,MW,2,125,42,46,72,4.8,80
"LINDSIDE,FF-PH",SIL,0-2,S,MW,11,115,38,42,64,4.4,73
"LINDSIDE,OF-PH",SIL,0-2,S,MW,2,125,42,46,72,4.8,80
LINWOOD,MUCK,0-2,S,VP,10,126,38,0,0,0,83
"LINWOOD,PO-PH",MK-SIL,0-2,S,VP,10,0,0,0,0,0,0
"LINWOOD,DRAINED",MK-SIL,0-2,S,VP,10,105,35,50,70,0,73
"LINWOOD,UNDRAINED",MUCK,0-2,S,VP,10,0,0,0,0,0,0
LIPPINCOTT,MK-SIL,0-2,S,VP,2,120,42,44,74,5,80
LIPPINCOTT,SICL,0-2,S,VP,2,120,42,44,74,5,80
LOBDELL,FSL,0-2,S,MW,2,120,38,46,74,4.6,77
LOBDELL,L,0-2,S,MW,2,120,38,46,74,4.6,77
"LOBDELL,OF-PH",L,0-2,S,MW,2,120,38,46,74,4.6,77
LOBDELL,SIL,0-2,S,MW,2,120,38,46,74,4.6,77
"LOBDELL,ALK-PH",SIL,0-2,S,MW,2,120,38,40,74,4.5,75
"LOBDELL,FF-PH",SIL,0-2,S,MW,11,100,34,34,70,4,66
"LOBDELL,OF-PH",SIL,0-2,S,MW,2,120,38,46,74,4.6,77
"LOBDELL,RF-PH",SIL,0-2,S,MW,2,120,38,46,74,4.6,77
"LOBDELL,CN-SUBST,OF-PH",SIL,0-2,S,MW,2,104,34,46,74,4.4,72
"LOBDELL,CN-SUBST,OF-PH",L,0-2,S,MW,2,104,34,46,74,4.4,72
"LOBDELL-SLOAN,C,OF-PH",,0-2,S,MW,2,111,38,47,74,4.5,75
LOCKPORT,SICL,1-4,S,SWP,2,88,30,32,64,3.6,59
LORAIN,C,0-2,S,VP,2,106,37,40,58,4.4,70
LORAIN,SIC,0-2,S,VP,2,106,37,40,58,4.4,70
LORAIN,SICL,0-2,S,VP,2,110,38,42,60,4.6,73
LORAIN,SIL,0-2,S,VP,2,113,39,43,62,4.7,75
"LORAIN,L-SUBST",SICL,0-2,S,VP,2,110,38,42,60,4.6,73
"LORAIN,S-SUBST",SICL,0-2,S,VP,2,110,38,42,60,4.6,73
"LORAIN,SI-SUBST",SICL,0-2,S,VP,2,110,38,42,60,4.6,73
LORDSTOWN,L,2-6,S,W,2,92,32,46,68,3.6,64
LORDSTOWN,L,6-12,S,W,2,88,30,44,65,3.5,61
LORDSTOWN,CN-SIL,2-6,S,W,2,89,31,45,66,3.5,62
LORDSTOWN,CN-SIL,6-12,S,W,2,85,29,43,63,3.4,59
LORDSTOWN,SIL,2-6,S,W,2,92,32,46,68,3.6,64
LORDSTOWN,SIL,6-12,S,W,2,88,30,44,65,3.5,61
LORDSTOWN,SIL,12-18,S,W,3,80,26,42,64,3.6,59
LORDSTOWN,SIL,18-25,S,W,3,0,0,0,0,3,50
LORDSTOWN-LOUDONVILLE,SIL,18-25,S,W,3,0,0,24,45,3,47
"LORDSTOWN-ROCK OUTCROP,C",,12-18,S,W,3,0,0,0,0,0,0
"LORENZO-RODMAN,C",,4-12,M,W,3,65,20,25,60,3,47
"LORENZO-RODMAN,C",,12-18,M,W,3,0,0,0,0,2.5,42
LOUDON,SIL,0-2,S,MW,2,106,42,44,70,5,77
LOUDON,SIL,2-6,S,MW,2,102,40,42,67,4.8,74
LOUDON,SIL,2-6,M,MW,2,98,39,40,65,4.6,71
LOUDON,SIL,3-8,M,MW,2,95,38,40,63,4.5,70
LOUDON,SIL,6-12,M,MW,2,93,37,38,62,4.2,67
LOUDON,SIL,6-15,S,MW,2,96,38,40,64,4.6,71
LOUDON,SIL,6-15,M,MW,2,89,35,37,59,4,64
LOUDON,SIL,12-18,M,MW,3,85,34,35,56,3.6,59
LOUDON-EDENTON,SIL,18-25,M,MW,3,0,0,0,0,3.3,55
LOUDONVILLE,L,0-2,S,W,2,106,40,52,77,4.2,74
LOUDONVILLE,L,2-6,S,W,2,102,38,50,74,4,71
LOUDONVILLE,L,6-12,S,W,2,94,35,46,68,3.7,65
LOUDONVILLE,L,6-12,M,W,2,90,33,44,65,3.5,62
LOUDONVILLE,L,12-18,M,W,3,82,30,40,59,3.2,57
LOUDONVILLE,L,18-25,M,W,3,0,0,0,0,2.8,47
LOUDONVILLE,SIL,2-5,S,W,2,102,38,50,74,4,71
LOUDONVILLE,SIL,2-5,M,W,2,94,35,46,68,3.7,65
LOUDONVILLE,SIL,2-6,S,W,2,102,38,50,74,4,71
LOUDONVILLE,SIL,2-6,M,W,2,94,35,46,68,3.7,65
LOUDONVILLE,SIL,5-10,S,W,2,94,35,46,68,3.7,65
LOUDONVILLE,SIL,5-10,M,W,2,90,33,44,65,3.5,62
LOUDONVILLE,SIL,6-12,S,W,2,94,35,46,68,3.7,65
LOUDONVILLE,SIL,6-12,M,W,2,90,33,44,65,3.5,62
LOUDONVILLE,SIL,6-12,SE,W,2,83,31,39,60,3.3,58
LOUDONVILLE,SIL,6-15,S,W,2,93,34,45,66,3.6,64
LOUDONVILLE,SIL,6-18,S,W,3,90,33,44,65,3.5,62
LOUDONVILLE,SIL,10-15,M,W,3,73,30,28,58,3.2,52
LOUDONVILLE,SIL,12-18,S,W,3,75,32,30,60,3.4,55
LOUDONVILLE,SIL,12-18,M,W,3,73,30,28,58,3.2,52
LOUDONVILLE,SIL,12-18,SE,W,3,70,28,26,55,3,49
LOUDONVILLE,SIL,12-25,M,W,3,0,0,30,50,3.2,52
LOUDONVILLE,SIL,15-20,S,W,3,73,31,30,55,3.3,53
LOUDONVILLE,SIL,15-20,M,W,3,0,0,27,48,3,48
LOUDONVILLE,SIL,15-25,S,W,3,0,0,27,50,3,49
LOUDONVILLE,SIL,18-25,S,W,3,0,0,0,0,2.8,47
LOUDONVILLE,SIL,18-25,M,W,3,0,0,0,0,2.5,42
LOUDONVILLE,SIL,18-25,SE,W,3,0,0,0,0,2,33
LOUDONVILLE-MUSKINGUM,SOILS,2-5,S,W,2,90,38,40,68,3.5,63
LOUDONVILLE-MUSKINGUM,SOILS,2-5,M,W,2,86,36,37,60,3.5,60
LOUDONVILLE-MUSKINGUM,SOILS,5-10,M,W,3,79,0,32,40,3,50
LOUDONVILLE-MUSKINGUM,SOILS,5-15,SE,W,3,50,0,25,24,2,34
LOUDONVILLE-MUSKINGUM,SOILS,10-15,M,W,3,59,0,33,36,2.8,45
LOUDONVILLE-MUSKINGUM,SOILS,15-20,S,W,3,0,0,27,27,2.2,36
LOUDONVILLE-MUSKINGUM,SOILS,15-20,SE,W,3,0,0,0,0,1.5,25
"LOUDONVILLE-STEINSBURG,C",,6-12,M,W,2,85,32,44,65,3.5,61
"LOUDONVILLE-STEINSBURG,C",,12-20,M,W,3,71,29,28,58,3.2,52
LOWELL,SIL,1-7,S,W,2,110,35,40,65,4,69
LOWELL,SIL,2-8,S,W,2,110,35,40,65,4,69
LOWELL,SIL,3-8,S,W,2,110,35,40,65,4,69
LOWELL,SIL,3-8,M,W,2,100,30,35,60,3.5,61
LOWELL,SIL,6-15,S,W,2,103,31,40,0,4,67
LOWELL,SIL,7-15,S,W,2,103,33,38,61,3.8,65
LOWELL,SIL,8-15,S,W,2,103,33,38,61,3.8,65
LOWELL,SIL,8-15,M,W,2,90,28,32,55,3.5,58
LOWELL,SIL,12-20,M,W,3,86,27,30,50,3.2,54
LOWELL,SIL,15-25,S,W,3,85,0,30,50,3.2,54
LOWELL,SIL,15-25,M,W,3,82,0,28,48,3.1,52
LOWELL,SICL,15-25,M,W,3,80,0,25,45,3,50
LOWELL-UPSHUR,SICL,15-25,S,W,3,79,0,25,44,3,49
"LOWELL-UPSHUR,C",,6-12,S,W,2,95,32,36,60,4,64
"LOWELL-UPSHUR,C",,12-18,S,W,3,90,0,33,44,3.5,57
"LOWELL-UPSHUR,C",,18-25,S,W,3,0,0,0,0,2.8,47
LOWELL-WESTMORELAND,SIL,3-8,S,W,2,110,35,38,70,3.8,68
LOWELL-WESTMORELAND,SIL,8-15,S,W,2,100,31,35,63,3.4,61
LOWELL-WESTMORELAND,SIL,15-25,S,W,3,90,0,30,58,3.3,57
"LOWELL-WESTMORELAND,C",,8-15,S,W,2,100,31,35,63,3.4,61
"LOWELL-WESTMORELAND,C",,15-25,S,W,3,90,0,30,58,3.3,57
LUCAS,SICL,2-6,S,MW,2,84,30,40,70,3.4,59
LUCAS,SICL,2-6,M,MW,2,80,28,38,67,3.3,57
LUCAS,SICL,6-12,M,MW,3,77,27,37,64,3.1,54
LUCAS,SICL,12-18,M,MW,3,0,0,0,0,2.6,43
LUCAS,SICL,12-25,M,MW,3,0,0,0,0,0,0
LUCAS,SIC,2-6,S,MW,2,81,29,39,68,3.3,58
LUCAS,SIC,6-12,SE,MW,3,0,0,0,0,2.5,42
"LUCAS,L-SUBST",SIL,0-2,S,MW,2,90,32,42,75,3.7,64
"LUCAS,L-SUBST",SICL,2-6,M,MW,2,80,28,38,67,3.3,57
"LUCAS,L-SUBST",SICL,6-12,M,MW,3,77,27,37,64,3.1,54
LUMBERTON,SIL,0-2,S,W,2,96,36,40,76,4.4,70
LUMBERTON,SIL,2-6,S,W,2,92,35,38,73,4.2,67
LUMBERTON,SIL,6-12,M,W,2,84,32,35,67,3.9,62
LUMBERTON,SIL,12-18,M,W,3,77,29,32,61,3.5,56
LURAY,SIL,0-2,S,VP,2,125,39,49,76,4.7,80
LURAY,SICL,0-2,S,VP,2,120,38,48,74,4.6,78
LURAY-MARENGO,SIL,0-2,S,VP,2,125,39,49,76,4.7,80
LURAY-MARENGO,SICL,0-2,S,VP,2,120,38,48,74,4.6,78
"LURAY,V,GRAV-SUBSL",SIL,0-2,S,VP,2,120,39,50,88,5,82
LYBRAND,SIL,12-18,M,W,3,78,30,40,67,3.8,61
LYBRAND,SIL,18-25,M,W,3,0,0,0,0,3,50
LYBRAND,SICL,12-18,SE,W,3,0,0,0,0,2.8,47
LYBRAND,SICL,12-20,M,W,3,74,29,38,64,3.5,57
LYKENS,SIL,0-2,S,MW,2,110,40,46,82,4.6,77
LYKENS,SIL,2-6,S,MW,2,100,36,46,80,4.6,74
LYKENS-MILTON,SIL,2-6,S,MW,2,100,36,46,80,4.6,74
MAHALASVILLE,SICL,0-2,S,VP,2,124,47,49,72,4.9,82
MAHALASVILLE,SIL,0-2,S,VP,2,124,47,49,72,4.9,82
MAHONING,L,0-2,S,SWP,2,90,33,40,64,3.8,63
MAHONING,SIL,0-2,S,SWP,2,90,33,40,64,3.8,63
MAHONING,SIL,2-6,S,SWP,2,90,32,40,64,3.6,62
MAHONING,SIL,2-6,M,SWP,2,90,30,39,62,3.5,60
MAHONING,SIL,6-12,S,SWP,2,90,30,39,62,3.5,60
MAHONING,ST-SIL,0-2,S,SWP,3,86,25,30,55,3,53
"MAHONING,SH-SUBST",SIL,0-2,S,SWP,2,90,33,40,64,3.8,63
"MAHONING,SH-SUBST",SIL,1-6,S,SWP,2,90,32,40,64,3.7,62
"MAHONING,SH-SUBST",SIL,2-6,S,SWP,2,90,32,40,64,3.6,62
"MAHONING,SH-SUBST",SIL,2-6,M,SWP,2,90,30,39,62,3.5,60
"MAHONING,SH-SUBST",SIL,6-12,S,SWP,2,90,30,39,62,3.5,60
"MAHONING,SS-SUBST",L,0-2,S,SWP,2,90,33,40,64,3.8,63
"MAHONING,SS-SUBST",SIL,0-2,S,SWP,2,90,33,40,64,3.8,63
"MAHONING,SS-SUBST",SIL,2-6,S,SWP,2,90,32,40,64,3.6,62
MAHONING-TIRO,SIL,0-2,S,SWP,2,90,34,42,70,3.8,64
MAHONING-TIRO,SIL,2-6,S,SWP,2,90,34,42,70,3.8,64
MARBLEHEAD,L,0-6,S,W,3,0,0,0,0,0,0
MARENGO,CL,0-2,S,VP,2,114,46,45,74,4.8,79
MARENGO,SIL,0-2,S,VP,2,118,46,46,74,4.8,80
"MARENGO,OV-PH",SIL,0-2,S,VP,2,118,46,46,74,4.8,80
MARENGO,SICL,0-2,S,VP,2,114,46,45,74,4.8,79
MARKLAND,SIL,2-6,S,MW,2,106,33,40,62,4,67
MARKLAND,SIL,6-12,S,MW,2,101,28,39,60,3.9,64
MARKLAND,SIL,6-12,M,MW,2,97,26,37,57,3.7,61
MARKLAND,SIL,6-15,S,MW,2,100,28,39,60,3.9,64
MARKLAND,SIL,12-18,M,MW,3,0,0,0,0,3.2,53
MARKLAND,SICL,2-6,S,MW,2,103,32,39,61,3.9,66
MARKLAND,SICL,3-8,M,MW,2,98,30,37,59,3.7,62
MARKLAND,SICL,6-12,M,MW,2,95,29,36,58,3.6,61
MARKLAND,SICL,6-15,M,MW,2,94,28,35,57,3.5,59
MARKLAND,SICL,8-15,M,MW,2,92,27,34,56,3.4,58
MARKLAND,SICL,12-18,M,MW,3,0,0,0,0,3.2,53
MARKLAND,SICL,12-20,M,MW,3,0,0,0,0,3.2,53
