county,real_property_value,public_utility_property_value,tangible_property_value,total_property_value,real_property_tax,public_utility_property_tax,tangible_property_tax,total_property_tax,special_assessments,year
wyandot,380652000,12359000,830000,393841000,12825000,638000,44000,13507000,125000,2008
adams,386469000,184809000,483000,571761000,16499000,8210000,25000,24734000,27000,2009
allen,1778773000,82212000,3610000,1864595000,83881000,4709000,209000,88799000,3119000,2009
ashland,934192000,55000000,1251000,990442000,42916000,3837000,92000,46845000,557000,2009
ashtabula,1792686000,82896000,6568000,1882150000,88968000,6313000,491000,95771000,2437000,2009
athens,845284000,82491000,1424000,929199000,44673000,6038000,114000,50825000,1122000,2009
auglaize,862814000,17373000,1528000,881714000,39157000,1072000,96000,40325000,1274000,2009
belmont,954565000,72220000,1389000,1028174000,41214000,4387000,87000,45689000,279000,2009
brown,684166000,31866000,754000,716786000,27480000,1682000,40000,29203000,506000,2009
butler,7563655000,229634000,8135000,7801424000,406638000,16881000,621000,424140000,41037000,2009
carroll,502690000,42955000,523000,546168000,20755000,2262000,28000,23045000,369000,2009
champaign,701362000,23296000,999000,725656000,32679000,1564000,70000,34313000,125000,2009
clark,2285777000,68445000,2872000,2357093000,119289000,5081000,215000,124585000,558000,2009
clermont,4141791000,296603000,4370000,4442763000,226136000,20520000,374000,247030000,12307000,2009
clinton,813236000,30120000,1107000,844462000,34766000,1566000,58000,36389000,505000,2009
columbiana,1534279000,79002000,1965000,1615246000,65963000,4490000,112000,70564000,973000,2009
coshocton,580841000,106373000,735000,687949000,24449000,5411000,44000,29903000,404000,2009
crawford,643225000,21959000,743000,665927000,32128000,1642000,57000,33827000,194000,2009
cuyahoga,29028960000,654490000,45559000,29729010000,2210017000,69749000,4952000,2284719000,90418000,2009
darke,927501000,46337000,833000,974671000,37579000,2390000,45000,40013000,870000,2009
defiance,666252000,47451000,1255000,714958000,30919000,2989000,75000,33983000,893000,2009
delaware,6196234000,137574000,7499000,6341307000,368334000,11397000,616000,380347000,20038000,2009
erie,1923228000,51169000,2063000,1976461000,93001000,4336000,175000,97513000,3829000,2009
fairfield,3139626000,104534000,1890000,3246050000,153733000,7682000,151000,161566000,3797000,2009
fayette,551855000,29997000,771000,582622000,25724000,1688000,44000,27456000,0,2009
franklin,27463405000,594286000,38768000,28096459000,1947517000,62670000,4190000,2014377000,103434000,2009
fulton,869042000,35523000,1062000,905628000,45069000,2607000,78000,47755000,1111000,2009
gallia,462012000,182400000,614000,645026000,18269000,7391000,29000,25688000,53000,2009
geauga,3004749000,64209000,3811000,3072770000,170013000,6273000,372000,176658000,1962000,2009
greene,3779602000,84452000,3640000,3867694000,226957000,6810000,288000,234056000,3347000,2009
guernsey,538250000,46669000,898000,585817000,25995000,2837000,54000,28886000,621000,2009
hamilton,19446341000,650513000,34198000,20131052000,1204724000,62555000,3265000,1270545000,95352000,2009
hancock,1505197000,56962000,1529000,1563688000,69991000,3468000,95000,73554000,1260000,2009
hardin,440603000,21588000,620000,462811000,18633000,1223000,35000,19892000,1301000,2009
harrison,229307000,23095000,337000,252740000,9661000,1436000,21000,11118000,112000,2009
henry,526111000,16809000,1227000,544147000,27524000,1205000,90000,28819000,802000,2009
highland,660782000,28113000,728000,689622000,26425000,1335000,35000,27795000,1115000,2009
hocking,505294000,50178000,502000,555974000,23224000,3062000,30000,26317000,49000,2009
holmes,730357000,27841000,586000,758785000,32974000,1602000,34000,34610000,375000,2009
huron,1014873000,31778000,1249000,1047901000,40679000,1945000,75000,42699000,462000,2009
jackson,426906000,45117000,637000,472660000,17686000,1940000,29000,19655000,20000,2009
jefferson,897968000,256977000,1189000,1156133000,37273000,13629000,70000,50972000,318000,2009
knox,1121710000,37862000,1165000,1160737000,54166000,2459000,74000,56699000,2322000,2009
lake,5973404000,361650000,5752000,6340806000,339777000,30380000,533000,370690000,10313000,2009
lawrence,729184000,64633000,832000,794649000,25311000,2343000,32000,27687000,676000,2009
licking,3569779000,123625000,3593000,3696997000,184914000,7962000,237000,193113000,4510000,2009
logan,1002278000,30634000,1120000,1034031000,44567000,1919000,70000,46556000,538000,2009
lorain,6365217000,213032000,6444000,6584693000,345776000,17898000,521000,364196000,2175000,2009
lucas,7845799000,215568000,10886000,8072254000,525374000,20461000,1053000,546888000,36990000,2009
madison,820450000,28804000,1279000,850532000,41611000,1939000,86000,43636000,1862000,2009
mahoning,3978018000,148028000,5890000,4131935000,224779000,11836000,480000,237096000,2754000,2009
marion,962786000,62421000,1192000,1026398000,43385000,4097000,79000,47561000,1832000,2009
medina,4695558000,89069000,3452000,4788079000,235912000,8006000,314000,244233000,3166000,2009
meigs,254855000,38822000,483000,294160000,10423000,1922000,23000,12368000,34000,2009
mercer,795392000,19939000,964000,816295000,38348000,1156000,55000,39559000,1430000,2009
miami,2104198000,53868000,1762000,2159828000,93326000,3728000,122000,97176000,2146000,2009
monroe,194957000,47090000,362000,242409000,8372000,2709000,21000,11102000,22000,2009
montgomery,9895979000,287561000,14136000,10197676000,745855000,28858000,1491000,776204000,33150000,2009
morgan,206972000,63665000,256000,270893000,7857000,3608000,14000,11478000,112000,2009
morrow,645409000,21614000,1166000,668189000,28307000,1216000,67000,29590000,603000,2009
muskingum,1449308000,80156000,1555000,1531019000,69713000,5418000,109000,75240000,2392000,2009
noble,197980000,36906000,270000,235156000,7391000,1829000,13000,9234000,134000,2009
ottawa,1647657000,120109000,1210000,1768976000,64607000,6967000,85000,71659000,2878000,2009
paulding,280571000,26101000,439000,307111000,14451000,1531000,27000,16008000,404000,2009
perry,477716000,46257000,543000,524515000,21558000,2916000,34000,24509000,58000,2009
pickaway,1001599000,58197000,1255000,1061051000,45841000,3355000,75000,49271000,594000,2009
pike,305761000,33794000,635000,340190000,13743000,1897000,37000,15678000,22000,2009
portage,3244911000,76956000,3590000,3325457000,171900000,6859000,334000,179093000,3640000,2009
preble,763755000,32067000,876000,796698000,31845000,1779000,46000,33669000,2194000,2009
putnam,620672000,23938000,844000,645454000,25567000,1221000,44000,26832000,555000,2009
richland,1988037000,83805000,2557000,2074399000,105781000,6694000,204000,112678000,1436000,2009
ross,1077850000,54042000,3667000,1135559000,46952000,3273000,225000,50449000,435000,2009
sandusky,1120703000,43606000,1108000,1165416000,47397000,2548000,66000,50011000,772000,2009
scioto,829534000,73571000,1440000,904545000,39993000,4385000,88000,44466000,1080000,2009
seneca,890398000,47435000,1400000,939233000,38788000,3057000,89000,41933000,723000,2009
shelby,934183000,30557000,847000,965588000,44758000,1901000,56000,46714000,881000,2009
stark,6870709000,246693000,7333000,7124735000,373192000,19412000,596000,393200000,4259000,2009
summit,12257939000,225551000,17297000,12500788000,749729000,20288000,1600000,771617000,29665000,2009
trumbull,3309648000,110624000,4913000,3425184000,187431000,8588000,380000,196399000,2265000,2009
tuscarawas,1584750000,65975000,1656000,1652381000,73173000,4215000,111000,77499000,1269000,2009
union,1231546000,51952000,1066000,1284565000,72434000,3978000,82000,76494000,258000,2009
van wert,455118000,19322000,592000,475032000,21763000,1291000,40000,23094000,798000,2009
vinton,159358000,30167000,470000,189994000,6937000,1382000,22000,8341000,0,2009
warren,5476387000,153262000,6418000,5636067000,298144000,12417000,549000,311110000,5372000,2009
washington,932276000,126048000,1151000,1059475000,37969000,7068000,63000,45101000,439000,2009
wayne,2122094000,59533000,2730000,2184357000,106362000,4474000,205000,111041000,1712000,2009
williams,685091000,18589000,990000,704670000,30908000,1275000,70000,32253000,1079000,2009
wood,2794357000,69271000,3356000,2866985000,154990000,5512000,274000,160776000,3793000,2009
wyandot,381749000,12851000,349000,394950000,13502000,682000,19000,14204000,124000,2009
adams,389404000,218533000,NA,607937000,16749000,9752000,NA,26501000,27000,2010
allen,1774533000,84728000,NA,1859261000,84566000,4853000,NA,89419000,5864000,2010
ashland,939144000,58972000,NA,998116000,43233000,4109000,NA,47342000,644000,2010
ashtabula,1790523000,87490000,NA,1878012000,89458000,6646000,NA,96103000,2385000,2010
athens,845159000,85592000,NA,930751000,45397000,6282000,NA,51679000,1051000,2010
auglaize,870956000,18202000,NA,889158000,39734000,1127000,NA,40861000,1070000,2010
belmont,962327000,122370000,NA,1084696000,41993000,7697000,NA,49691000,341000,2010
brown,686868000,33789000,NA,720656000,27616000,1783000,NA,29399000,633000,2010
butler,7434699000,299468000,NA,7734168000,414234000,21690000,NA,435924000,48792000,2010
carroll,516193000,44833000,NA,561026000,20519000,2295000,NA,22814000,371000,2010
champaign,700889000,24425000,NA,725313000,33313000,1658000,NA,34971000,95000,2010
clark,2234091000,70964000,NA,2305055000,125004000,5471000,NA,130475000,934000,2010
clermont,4181639000,300398000,NA,4482036000,236237000,20862000,NA,257099000,11239000,2010
clinton,769302000,60080000,NA,829381000,34715000,3078000,NA,37794000,433000,2010
columbiana,1549031000,83320000,NA,1632352000,67424000,4742000,NA,72166000,869000,2010
coshocton,582308000,137352000,NA,719659000,25174000,6980000,NA,32154000,398000,2010
crawford,647625000,23102000,NA,670728000,34360000,1798000,NA,36158000,178000,2010
cuyahoga,29144982000,673171000,NA,29818153000,2280984000,72581000,NA,2353565000,85968000,2010
darke,935089000,42721000,NA,977810000,37946000,2193000,NA,40139000,934000,2010
defiance,662471000,52423000,NA,714894000,30772000,3305000,NA,34077000,837000,2010
delaware,6224808000,144567000,NA,6369375000,379106000,12124000,NA,391229000,21388000,2010
erie,2013727000,52907000,NA,2066633000,99006000,4507000,NA,103513000,3906000,2010
fairfield,3075108000,170466000,NA,3245575000,152610000,12454000,NA,165065000,4113000,2010
fayette,552330000,80492000,NA,632823000,25808000,4447000,NA,30255000,1310000,2010
franklin,27338074000,646261000,NA,27984335000,2004567000,68817000,NA,2073384000,113888000,2010
fulton,851143000,37841000,NA,888984000,44013000,2726000,NA,46740000,1283000,2010
gallia,466648000,228622000,NA,695270000,18958000,9482000,NA,28440000,72000,2010
geauga,3027981000,65637000,NA,3093618000,177154000,6479000,NA,183633000,1915000,2010
greene,3828151000,94269000,NA,3922420000,230045000,7420000,NA,237465000,3387000,2010
guernsey,541887000,106962000,NA,648850000,26210000,5841000,NA,32051000,658000,2010
hamilton,19278313000,614618000,NA,19892931000,1225035000,59695000,NA,1284730000,100210000,2010
hancock,1521546000,58866000,NA,1580412000,73068000,3618000,NA,76686000,1182000,2010
hardin,443696000,22807000,NA,466503000,19404000,1327000,NA,20731000,1262000,2010
harrison,227592000,26017000,NA,253609000,9622000,1602000,NA,11224000,106000,2010
henry,527463000,17313000,NA,544776000,27730000,1245000,NA,28975000,643000,2010
highland,662323000,29714000,NA,692037000,26598000,1408000,NA,28006000,1106000,2010
hocking,506889000,53903000,NA,560791000,23170000,3263000,NA,26433000,52000,2010
holmes,762954000,28822000,NA,791776000,34396000,1666000,NA,36061000,371000,2010
huron,1020623000,28957000,NA,1049580000,40844000,1744000,NA,42589000,434000,2010
jackson,428791000,47444000,NA,476235000,17967000,2036000,NA,20003000,4000,2010
jefferson,902705000,249840000,NA,1152545000,38942000,13497000,NA,52439000,394000,2010
knox,1125147000,39934000,NA,1165081000,54528000,2596000,NA,57124000,2339000,2010
lake,6034134000,380706000,NA,6414839000,360411000,31888000,NA,392299000,11567000,2010
lawrence,793574000,72654000,NA,866228000,26274000,2564000,NA,28839000,672000,2010
licking,3581691000,129146000,NA,3710836000,195938000,8617000,NA,204555000,4211000,2010
logan,1038843000,33172000,NA,1072015000,45885000,2078000,NA,47963000,521000,2010
lorain,6409515000,225069000,NA,6634584000,364793000,19055000,NA,383847000,2968000,2010
lucas,7784913000,221493000,NA,8006406000,525867000,20903000,NA,546771000,34957000,2010
madison,819708000,30301000,NA,850009000,42449000,2037000,NA,44486000,1694000,2010
mahoning,3977962000,153706000,NA,4131668000,234304000,12576000,NA,246880000,3748000,2010
marion,957783000,66836000,NA,1024619000,43751000,4413000,NA,48164000,1898000,2010
medina,4409033000,91176000,NA,4500210000,234197000,8230000,NA,242428000,3310000,2010
meigs,277229000,41262000,NA,318492000,11176000,2038000,NA,13214000,63000,2010
mercer,804658000,21045000,NA,825704000,39199000,1231000,NA,40430000,1743000,2010
miami,2100719000,56115000,NA,2156834000,93943000,3875000,NA,97819000,2226000,2010
monroe,207346000,85713000,NA,293059000,8930000,4901000,NA,13831000,15000,2010
montgomery,9841534000,302618000,NA,10144152000,772183000,31039000,NA,803222000,40347000,2010
morgan,209821000,62235000,NA,272056000,8354000,3646000,NA,12000000,115000,2010
morrow,652050000,22266000,NA,674316000,28854000,1252000,NA,30106000,708000,2010
muskingum,1455113000,142961000,NA,1598074000,70066000,9369000,NA,79435000,2664000,2010
noble,199390000,64661000,NA,264051000,7424000,3166000,NA,10590000,131000,2010
ottawa,1652748000,113060000,NA,1765809000,64828000,6359000,NA,71186000,2720000,2010
paulding,321709000,27667000,NA,349376000,15818000,1616000,NA,17434000,416000,2010
perry,483798000,83781000,NA,567579000,21876000,5207000,NA,27084000,56000,2010
pickaway,1014488000,119984000,NA,1134472000,48401000,6859000,NA,55260000,232000,2010
pike,310010000,36623000,NA,346632000,13994000,2062000,NA,16056000,74000,2010
portage,3239175000,78910000,NA,3318085000,173690000,7067000,NA,180756000,4341000,2010
preble,767658000,33939000,NA,801597000,33619000,1936000,NA,35555000,2159000,2010
putnam,629033000,26488000,NA,655521000,25866000,1338000,NA,27204000,545000,2010
richland,1971434000,90063000,NA,2061497000,106693000,7196000,NA,113889000,1761000,2010
ross,1098438000,57891000,NA,1156329000,50442000,3617000,NA,54060000,483000,2010
sandusky,1129496000,43791000,NA,1173287000,48120000,2560000,NA,50680000,808000,2010
scioto,876215000,76224000,NA,952439000,41105000,4490000,NA,45595000,1095000,2010
seneca,887128000,50414000,NA,937542000,39915000,3309000,NA,43224000,796000,2010
shelby,937979000,31876000,NA,969854000,42836000,1922000,NA,44758000,716000,2010
stark,6814368000,259195000,NA,7073563000,376582000,20534000,NA,397116000,6908000,2010
summit,12308912000,232758000,NA,12541670000,764016000,21100000,NA,785117000,33700000,2010
trumbull,3302406000,113701000,NA,3416107000,189622000,8868000,NA,198490000,2029000,2010
tuscarawas,1536759000,73078000,NA,1609837000,72458000,4690000,NA,77148000,1431000,2010
union,1277933000,52499000,NA,1330432000,74511000,4016000,NA,78527000,275000,2010
van wert,457195000,20462000,NA,477657000,21999000,1372000,NA,23371000,840000,2010
vinton,157172000,32079000,NA,189252000,6742000,1431000,NA,8173000,54000,2010
warren,5512786000,248652000,NA,5761438000,312220000,19838000,NA,332057000,5037000,2010
washington,973563000,132919000,NA,1106482000,39815000,7549000,NA,47364000,388000,2010
wayne,2132196000,60847000,NA,2193043000,114934000,4722000,NA,119656000,1748000,2010
williams,690909000,20061000,NA,710970000,33043000,1410000,NA,34454000,1109000,2010
wood,2791174000,72328000,NA,2863502000,154856000,5693000,NA,160549000,10315000,2010
wyandot,407379000,13348000,NA,420727000,14397000,712000,NA,15109000,91000,2010
adams,382418000,218060000,NA,600478000,16287000,9745000,NA,26032000,16000,2011
allen,1765356000,90071000,NA,1855427000,85287000,5193000,NA,90480000,5815000,2011
ashland,892642000,61889000,NA,954531000,42843000,4311000,NA,47154000,657000,2011
ashtabula,1687980000,88675000,NA,1776655000,88312000,6709000,NA,95021000,2592000,2011
athens,843769000,87755000,NA,931524000,44729000,6329000,NA,51058000,1078000,2011
auglaize,894080000,18864000,NA,912943000,40649000,1171000,NA,41820000,1164000,2011
belmont,981335000,114043000,NA,1095378000,43250000,7187000,NA,50437000,308000,2011
brown,688638000,35369000,NA,724007000,27754000,1862000,NA,29616000,630000,2011
butler,7064447000,357986000,NA,7422433000,413711000,26431000,NA,440143000,47463000,2011
carroll,519303000,45898000,NA,565201000,20966000,2373000,NA,23339000,363000,2011
champaign,704482000,24863000,NA,729344000,33593000,1704000,NA,35297000,86000,2011
clark,2215060000,73303000,NA,2288363000,130040000,5640000,NA,135680000,888000,2011
clermont,3769786000,306653000,NA,4076439000,229440000,21478000,NA,250917000,11690000,2011
clinton,776570000,65242000,NA,841812000,35591000,3354000,NA,38944000,457000,2011
columbiana,1539470000,86316000,NA,1625786000,67203000,4915000,NA,72118000,835000,2011
coshocton,579852000,141218000,NA,721070000,25145000,7183000,NA,32328000,423000,2011
crawford,645233000,24545000,NA,669778000,33741000,1886000,NA,35627000,197000,2011
cuyahoga,29069411000,698069000,NA,29767480000,2302783000,75548000,NA,2378331000,105715000,2011
darke,956027000,41268000,NA,997295000,39743000,2155000,NA,41899000,934000,2011
defiance,679871000,54811000,NA,734682000,31777000,3434000,NA,35211000,862000,2011
delaware,5951028000,152301000,NA,6103328000,401221000,13687000,NA,414908000,24559000,2011
erie,2009680000,55211000,NA,2064890000,99779000,4712000,NA,104491000,3590000,2011
fairfield,3144432000,173329000,NA,3317761000,164261000,12780000,NA,177041000,4494000,2011
fayette,549928000,88005000,NA,637933000,25249000,4710000,NA,29960000,1576000,2011
franklin,25648103000,654908000,NA,26303011000,1981689000,70924000,NA,2052613000,124917000,2011
fulton,828442000,37959000,NA,866401000,45731000,2870000,NA,48601000,1171000,2011
gallia,490938000,229695000,NA,720633000,19800000,9535000,NA,29335000,31000,2011
geauga,2914747000,68054000,NA,2982801000,175998000,6739000,NA,182737000,1872000,2011
greene,3679958000,100504000,NA,3780462000,235152000,7937000,NA,243089000,3329000,2011
guernsey,543820000,106706000,NA,650526000,26667000,5864000,NA,32531000,693000,2011
hamilton,17498175000,653505000,NA,18151680000,1200401000,64356000,NA,1264757000,102813000,2011
hancock,1531301000,60824000,NA,1592125000,73572000,3743000,NA,77316000,1104000,2011
hardin,505946000,23949000,NA,529894000,22133000,1422000,NA,23555000,1465000,2011
harrison,236897000,27060000,NA,263958000,9918000,1661000,NA,11579000,105000,2011
henry,584831000,17069000,NA,601899000,29350000,1231000,NA,30581000,746000,2011
highland,663765000,31140000,NA,694905000,26587000,1464000,NA,28052000,1133000,2011
hocking,510731000,56017000,NA,566748000,23044000,3372000,NA,26416000,105000,2011
holmes,768666000,29954000,NA,798620000,34672000,1732000,NA,36404000,408000,2011
huron,1029139000,30380000,NA,1059519000,42758000,1858000,NA,44616000,430000,2011
jackson,428098000,46308000,NA,474406000,17953000,1992000,NA,19944000,4000,2011
jefferson,906515000,245843000,NA,1152358000,39031000,13283000,NA,52314000,300000,2011
knox,1119914000,42858000,NA,1162771000,54853000,2797000,NA,57649000,2396000,2011
lake,5979927000,339982000,NA,6319910000,362658000,28880000,NA,391538000,12999000,2011
lawrence,792150000,83745000,NA,875895000,26483000,2931000,NA,29414000,725000,2011
licking,3575227000,139239000,NA,3714466000,197751000,9305000,NA,207055000,4339000,2011
logan,1042198000,33631000,NA,1075829000,46259000,2111000,NA,48370000,528000,2011
lorain,6418177000,227164000,NA,6645341000,372043000,19359000,NA,391403000,3310000,2011
lucas,7707790000,225867000,NA,7933657000,539272000,21592000,NA,560865000,35483000,2011
madison,878759000,31815000,NA,910574000,44459000,2157000,NA,46616000,1663000,2011
mahoning,3750229000,161530000,NA,3911759000,232287000,13392000,NA,245679000,3699000,2011
marion,951528000,67305000,NA,1018833000,43845000,4443000,NA,48287000,1573000,2011
medina,4449294000,93954000,NA,4543248000,245069000,8607000,NA,253677000,3315000,2011
meigs,282640000,42789000,NA,325429000,11412000,2107000,NA,13520000,66000,2011
mercer,862116000,21675000,NA,883791000,41829000,1281000,NA,43111000,1630000,2011
miami,2110202000,57423000,NA,2167625000,99124000,4001000,NA,103125000,2250000,2011
monroe,208251000,92052000,NA,300303000,8649000,5034000,NA,13683000,10000,2011
montgomery,9112225000,308639000,NA,9420864000,744728000,31935000,NA,776664000,36507000,2011
morgan,210580000,64815000,NA,275395000,8401000,3800000,NA,12200000,112000,2011
morrow,664280000,22748000,NA,687028000,29631000,1285000,NA,30916000,575000,2011
muskingum,1487705000,179244000,NA,1666949000,72097000,11627000,NA,83724000,2364000,2011
noble,201524000,73051000,NA,274574000,7505000,3567000,NA,11072000,140000,2011
ottawa,1661065000,141330000,NA,1802395000,65559000,7780000,NA,73338000,1969000,2011
paulding,323057000,27572000,NA,350629000,15656000,1592000,NA,17248000,386000,2011
perry,521152000,89902000,NA,611054000,23077000,5582000,NA,28659000,90000,2011
pickaway,1067991000,127618000,NA,1195609000,50395000,7298000,NA,57694000,217000,2011
pike,339226000,42695000,NA,381921000,14906000,2379000,NA,17285000,31000,2011
portage,3241540000,82364000,NA,3323904000,176776000,7466000,NA,184242000,4409000,2011
preble,764170000,34033000,NA,798203000,33807000,1936000,NA,35743000,2816000,2011
putnam,699518000,27524000,NA,727042000,28214000,1383000,NA,29597000,513000,2011
richland,1878491000,94684000,NA,1973175000,109271000,7729000,NA,117000000,1615000,2011
ross,1095045000,61574000,NA,1156619000,50881000,3857000,NA,54738000,417000,2011
sandusky,1138582000,48823000,NA,1187405000,50186000,2898000,NA,53084000,797000,2011
scioto,874918000,78252000,NA,953170000,41176000,4593000,NA,45769000,1189000,2011
seneca,919924000,51455000,NA,971379000,41487000,3390000,NA,44878000,906000,2011
shelby,962440000,32432000,NA,994872000,44382000,1985000,NA,46368000,752000,2011
stark,6787727000,272760000,NA,7060487000,382579000,21949000,NA,404528000,6651000,2011
summit,11161148000,249247000,NA,11410395000,760738000,23166000,NA,783904000,33367000,2011
trumbull,3133470000,118228000,NA,3251699000,189885000,9346000,NA,199230000,2192000,2011
tuscarawas,1540023000,76705000,NA,1616728000,73359000,4942000,NA,78300000,1374000,2011
union,1287949000,54514000,NA,1342463000,76784000,4221000,NA,81005000,5012000,2011
van wert,516397000,20695000,NA,537092000,23243000,1371000,NA,24614000,829000,2011
vinton,154872000,33041000,NA,187913000,6684000,1477000,NA,8161000,4000,2011
warren,5539928000,262235000,NA,5802162000,338222000,21892000,NA,360114000,4530000,2011
washington,973763000,128303000,NA,1102065000,42774000,7451000,NA,50225000,463000,2011
wayne,2092467000,74877000,NA,2167343000,116571000,5803000,NA,122374000,1853000,2011
williams,686782000,20156000,NA,706938000,32854000,1421000,NA,34274000,1082000,2011
wood,2630214000,75887000,NA,2706101000,155739000,6117000,NA,161856000,11175000,2011
wyandot,409623000,14023000,NA,423646000,14481000,750000,NA,15231000,122000,2011
adams,384096420000,224783530000,NA,608879950000,16606051000,10149150000,NA,26755201000,22521000,2012
allen,1730875070000,94713100000,NA,1825588170000,87435820000,5726797000,NA,93162618000,6806890000,2012
ashland,898585990000,65465840000,NA,964051830000,44780792000,4634305000,NA,49415096000,627711000,2012
ashtabula,1672871250000,91285630000,NA,1764156880000,86995486000,6844898000,NA,93840384000,2686143000,2012
athens,850986570000,88325970000,NA,939312540000,46314144000,6459737000,NA,52773882000,1136907000,2012
auglaize,898632650000,23492870000,NA,922125520000,40802188000,1453322000,NA,42255510000,1334475000,2012
belmont,1060234230000,119356210000,NA,1179590440000,47349095000,7665036000,NA,55014131000,244122000,2012
brown,674670160000,36543190000,NA,711213350000,27471280000,1921339000,NA,29392619000,627519000,2012
butler,7034394590000,424258960000,NA,7458653550000,417699524000,31525620000,NA,449225144000,46785830000,2012
carroll,528611400000,52907020000,NA,581518420000,21769020000,2770593000,NA,24539613000,349297000,2012
champaign,706343340000,29838770000,NA,736182110000,33877359000,2060066000,NA,35937425000,100198000,2012
clark,2178535260000,74798490000,NA,2253333750000,127880981000,5725793000,NA,133606774000,1070652000,2012
clermont,3775198780000,317555260000,NA,4092754040000,231461682000,22306207000,NA,253767890000,12443000000,2012
clinton,764729150000,70487470000,NA,835216620000,34364903000,3578917000,NA,37943820000,431020000,2012
columbiana,1544355420000,94248800000,NA,1638604220000,69357444000,5468863000,NA,74826307000,707646000,2012
coshocton,594963200000,140795270000,NA,735758470000,26313888000,7330012000,NA,33643901000,426028000,2012
crawford,606401100000,26162440000,NA,632563540000,32971292000,2028104000,NA,34999395000,194736000,2012
cuyahoga,26802316300000,758430360000,NA,27560746660000,2301210073000,87317318000,NA,2388527391000,106469741000,2012
darke,958920160000,48849960000,NA,1007770120000,39868213000,2547881000,NA,42416094000,958156000,2012
defiance,684807060000,73730900000,NA,758537960000,32220719000,4615192000,NA,36835910000,972981000,2012
delaware,5993807610000,152782610000,NA,6146590220000,403305623000,13521310000,NA,416826934000,26536013000,2012
erie,1901134840000,59901330000,NA,1961036170000,100536034000,5210778000,NA,105746811000,3618095000,2012
fairfield,3102875890000,186569770000,NA,3289445660000,164234925000,13996048000,NA,178230974000,3998598000,2012
fayette,593186180000,91210730000,NA,684396910000,27152040000,4774064000,NA,31926104000,1586466000,2012
franklin,25436731030000,687306770000,NA,26124037800000,2037825329000,75782344000,NA,2113607673000,140170204000,2012
fulton,834688530000,39744640000,NA,874433170000,46574405000,3003545000,NA,49577950000,1146383000,2012
gallia,491356440000,218816950000,NA,710173390000,19894104000,9096613000,NA,28990717000,14845000,2012
geauga,2914720620000,74188270000,NA,2988908890000,177704931000,7367805000,NA,185072736000,1858808000,2012
greene,3731989620000,116786770000,NA,3848776390000,241844852000,9458704000,NA,251303556000,3264298000,2012
guernsey,563584741000,121482960000,NA,685067701000,28312263000,6758207000,NA,35070469000,711047000,2012
hamilton,17370606600000,773601790000,NA,18144208390000,1233169723000,77651655000,NA,1310821379000,107828395000,2012
hancock,1531006010000,66595890000,NA,1597601900000,73811105000,4061197000,NA,77872302000,1185263000,2012
hardin,506884550000,25401570000,NA,532286120000,22641901000,1531101000,NA,24173002000,1327990000,2012
harrison,245741584000,29992300000,NA,275733884000,10617692000,1837016000,NA,12454708000,102135000,2012
henry,585365100000,17951590000,NA,603316690000,31593086000,1329485000,NA,32922571000,596502000,2012
highland,649410280000,31773260000,NA,681183540000,27621581000,1546936000,NA,29168517000,1057504000,2012
hocking,514568910000,57664160000,NA,572233070000,23660399000,3394728000,NA,27055127000,51806000,2012
holmes,777036140000,34922930000,NA,811959070000,34937263000,2013992000,NA,36951255000,407508000,2012
huron,1003112160000,32804640000,NA,1035916800000,42816392000,2005102000,NA,44821494000,389621000,2012
jackson,430881700000,46844360000,NA,477726060000,18147566000,2014962000,NA,20162528000,5512000,2012
jefferson,914302211000,266734740000,NA,1181036951000,39830227000,14391621000,NA,54221848000,231735000,2012
knox,1128139660000,46211970000,NA,1174351630000,55167877000,3001683000,NA,58169561000,2353280000,2012
lake,5392175440000,335746500000,NA,5727921940000,360197884000,29327013000,NA,389524898000,12560123000,2012
lawrence,797719560000,86877530000,NA,884597090000,26700864000,3045024000,NA,29745889000,617440000,2012
licking,3591453460000,143945400000,NA,3735398860000,197208712000,9510184000,NA,206718896000,4693148000,2012
logan,1051421470000,39379800000,NA,1090801270000,46988839000,2490914000,NA,49479754000,532142000,2012
lorain,5917564790000,240232040000,NA,6157796830000,374804564000,20972342000,NA,395776905000,3587354000,2012
lucas,6786086590000,239174250000,NA,7025260840000,525229853000,23755746000,NA,548985599000,36475609000,2012
madison,885190140000,34180830000,NA,919370970000,45568002000,2336020000,NA,47904022000,2598047000,2012
mahoning,3768075360000,174204740000,NA,3942280100000,240522854000,14651219000,NA,255174072000,3299804000,2012
marion,950236920000,70961040000,NA,1021197960000,44022177000,4684716000,NA,48706893000,2263867000,2012
medina,4459546800000,100035240000,NA,4559582040000,254593169000,9348136000,NA,263941305000,3141863000,2012
meigs,284376900000,43928170000,NA,328305070000,12116422000,2259118000,NA,14375540000,17655000,2012
mercer,865593810000,24151320000,NA,889745130000,41457899000,1414391000,NA,42872290000,1547610000,2012
miami,2112238680000,61064620000,NA,2173303300000,99733024000,4258682000,NA,103991706000,2816356000,2012
monroe,209119410000,94390660000,NA,303510070000,8685745000,5157306000,NA,13843050000,9119000,2012
montgomery,8998554220000,344736430000,NA,9343290650000,751364425000,36380823000,NA,787745248000,40188790000,2012
morgan,234379050000,65241230000,NA,299620280000,9384096000,3841520000,NA,13225616000,129831000,2012
morrow,663781290000,24459160000,NA,688240450000,29768916000,1384415000,NA,31153331000,586107000,2012
