county,real_property_value,public_utility_property_value,tangible_property_value,total_property_value,real_property_tax,public_utility_property_tax,tangible_property_tax,total_property_tax,special_assessments,year
guernsey,441288680,44777240,81915490,567981410,21135400,2639440,4670880,28445720,148320,2004
hamilton,16220760940,745869180,1698977840,18665607960,993178950,67204970,147563030,1207946950,43970890,2004
hancock,1315607420,57754620,240100580,1613462620,53637630,3283200,14084670,71005490,938620,2004
hardin,354077150,25673180,51263190,431013520,16324830,1541710,2958390,20824930,985930,2004
harrison,174431730,20646770,18786640,213865140,7136390,1242590,1142920,9521910,26760,2004
henry,426344420,28026720,83113460,537484600,23061820,1943240,6102320,31107380,556630,2004
highland,525480880,28332050,56365400,610178330,19796750,1301580,2636870,23735210,547890,2004
hocking,420539100,49550180,31243970,501333250,19010550,3018720,1893630,23922890,40890,2004
holmes,616062910,27236700,94055580,737355190,26844290,1538560,4939790,33322640,0,2004
huron,865105920,39057980,131373190,1035537090,33982900,2288920,7927220,44199030,278150,2004
jackson,318504570,44439170,57595390,420539130,13369720,1906510,2685470,17961690,3180,2004
jefferson,785271380,218676990,135899620,1139847990,32494910,11750850,8057800,52303560,367100,2004
knox,852863490,39394160,93670670,985928320,39965770,2485940,5673120,48124840,848700,2004
lake,5464239340,403485420,498547460,6366272220,287678020,33257089.999999996,44625260,365560370,8493570,2004
lawrence,621275850,59582600,46633260,727491710,20055820,2155800,1675860,23887480,63330,2004
licking,2908417730,130243180,238898980,3277559890,135153250,7967650,14905000,158025900,1789050,2004
logan,806899800,39006960,152026910,997933670,34465790,2412370,9439380,46317550,670480,2004
lorain,5378504680,291918610,480308150,6150731440,268533740,23408350,37636310,329578400,2642650,2004
lucas,7594741500,289786700,843180800,8727709000,462004820,27087470,79081930,568174220,28768220,2004
madison,621651580,34788900,71570190,728010670,30206620,2208810,4624040,37039470,794300,2004
mahoning,3310235980,193670950,324640320,3828547250,187756670,15097050,25804310,228658030,2290970,2004
marion,838596280,59647050,138144460,1036387790,38143400,3959920,9185100,51288420,952040,2004
medina,3866541600,111527980,271362230,4249431809.9999995,189075940,9942300,24347620,223365860,2232640,2004
meigs,225159050,38799870,9310500,273269420,9086130,1906790,444230,11437140,2060,2004
mercer,631003710,24231220,65038050,720272980,31088520,1384270,3715420,36188210,584490,2004
miami,1773400230,63431660,269489020,2106320910.0000002,78389280,4420500,18644870,101454650,1132350,2004
monroe,182537020,46571620,25771260,254879900,6109250,2300120,1265300,9674670,109520,2004
montgomery,8756010240,363292410,925659700,10044962350,574352530,33886460,84936640,693175630,24425910,2004
morgan,168094580,53181560,9391060,230667200,6105010,2824840,479020,9408870,0,2004
morrow,474691320,32734490,24920670,532346480,20467630,1815850,1586960,23870440,161890,2004
muskingum,1164021180,78101210,139222110,1381344500,50073650,5078300,9293340,64445280,1331450,2004
noble,141205410,36150390,14839560,192195360,5057430,1734770,709810,7502010,1520,2004
ottawa,1290701530,120915300,75941540,1487558370,49363170,7157920,5390660,61911750,2582790,2004
paulding,246216740,25355240,22576760,294148740,11974940,1422250,1309820,14707010,412120,2004
perry,338199180,40129070,21870290,400198540,16043850,2544810,1370520,19959180,53420,2004
pickaway,776137020,59631810,78578590,914347420,32333060,3200330,4308490,39841890,179670,2004
pike,233082640,33922800,53616350,320621790,10716250,1969990,3334420,16020660,20320,2004
portage,2788321250,103816490,248949560,3141087300,138659030,9285240,22076010,170020280,1478650,2004
preble,622233470,39286760,77813190,739333420,25590030,2101100,4374560,32065690,2044930,2004
putnam,481417630,27913110,59565210,568895950,20163760,1424430,3100390,24688580,404150,2004
richland,1728545700,102081530,294734840,2125362069.9999998,89701230,7843800,22705110,120250150,1506870,2004
ross,889090770,68094690,123118490,1080303950,36423170,3849850,7281840,47554860,265810,2004
sandusky,929150500,48746030,148555380,1126451910,36967720,2754910,7998650,47721280,321220,2004
scioto,721508230,75356470,76385650,873250350,31541710,4362610,4394870,40299190,321070,2004
seneca,743368850,58267900,94764750,896401500,32458990,3635560,6464770,42559320,425820,2004
shelby,769167240,41874230,283681890,1094723360,34591310,2421530,16545590,53558430,770350,2004
stark,6175985640,274006710,716077680,7166070030,305053760,21048890,54325760,380428410,1978200,2004
summit,10744120150,328390690,1056979860.0000001,12129490700,598801600,28397730,89017230,716216560,19155610,2004
trumbull,2892550290,150141120,416552610,3459244020,147961750,10910240,29557120,188429110,1289220,2004
tuscarawas,1396211240,71154330,198369330,1665734900,58930970,4389160,12976900,76297030,298450,2004
union,958120670,54180240,236180010,1248480920,51499600,3856540,17552730,72908870,251770,2004
van wert,375520900,21650110,49520870,446691880,18668870,1428670,3384360,23481900,793150,2004
vinton,120573230,27507650,12033940,160114820,5235530,1231680,548980,7016180,1060,2004
warren,4418501400,156725190,452092300,5027318890,219467360,12057780,36810650,268335789.99999997,4851140,2004
washington,844350690,131309049.99999999,207804130,1183463870,33491010.000000004,6880180,10912650,51283830,259540.00000000003,2004
wayne,1729771810,72254480,243409200,2045435490,87538800,5276670,19524440,112339910,660680,2004
williams,558922270,28809640,108593080,696324990,24750690,1945530,7662980,34359200,1118370,2004
wood,2225116370,95634220,296527310,2617277900,117324790,7427240,24107930,148859960,5302690,2004
wyandot,328133000,15185910,65580740.00000001,408899650,10822240,774280,3280800,14877310,54830,2004
adams,329606000,156193000,30617000,516417000,12880000,6855000,1443000,21178000,22000,2005
allen,1516886000,86570000,287351000,1890807000,69886000,4870000,16209000,90965000,2931000,2005
ashland,820049000,59306000,69636000,948992000,37619000,4110000,5217000,46945000,36000,2005
ashtabula,1581014000,104466000,145497000,1830977000,80534000,8059000,11285000,99877000,2334000,2005
athens,701534000,84401000,28498000,814433000,39699000,6547000,2549000,48796000,928000,2005
auglaize,750439000,27494000,110027000,887960000,32282000,1608000,6901000,40791000,832000,2005
belmont,801945000,71292000,79062000,952299000,34334000,4262000,4815000,43411000,17000,2005
brown,551779000,27647000,15788000,595214000,21697000,1415000,780000,23893000,461000,2005
butler,6939408000,245782000,602264000,7787454000,359428000,17729000,43762000,420919000,20148000,2005
carroll,434433000,42232000,23331000,499997000,17712000,2233000,1372000,21317000,16000,2005
champaign,600749000,29688000,53914000,684350000,25622000,1879000,3631000,31133000,41000,2005
clark,2090594000,80719000,156578000,2327891000,105713000,5699000,10778000,122190000,484000,2005
clermont,3770595000,282270000,157880000,4210746000,194849000,19290000,13685000,227825000,4348000,2005
clinton,724085000,32928000,96918000,853931000,30075000,1682000,5041000,36798000,378000,2005
columbiana,1378981000,82536000,89813000,1551330000,57630000,4739000,5299000,67668000,864000,2005
coshocton,488292000,98508000,55091000,641891000,20478000,5018000,3073000,28569000,32000,2005
crawford,574291000,27357000,74145000,675794000,27383000,1990000,5464000,34836000,180000,2005
cuyahoga,31036968000,857097000,1855247000,33749312000,2247764000,90375000,184308000,2522447000,57997000,2005
darke,828954000,54016000,59295000,942265000,30311000,2639000,3066000,36016000,370000,2005
defiance,594836000,54103000,70048000,718986000,26842000,3364000,4386000,34593000,758000,2005
delaware,5462089000,143657000,194609000,5800356000,268323000,10904000,14884000,294112000,10851000,2005
erie,1721652000,67651000,146213000,1935515000,81554000,5568000,12376000,99499000,1600000,2005
fairfield,2710651000,105681000,99524000,2915857000,128421000,7712000,7832000,143965000,1007000,2005
fayette,435537000,33385000,52201000,521123000,20300000,1870000,3112000,25282000,1091000,2005
franklin,25820610000,785224000,1665061000,28270894000,1528694000,77345000,160205000,1766244000,42746000,2005
fulton,771837000,41933000,106200000,919970000,38648000,3048000,7606000,49302000,1312000,2005
gallia,411360000,154317000,32797000,598474000,16328000,6300000,1568000,24196000,37000,2005
geauga,2845904000,71893000,122983000,3040779000,151895000,6927000,11783000,170606000,1687000,2005
greene,3188492000,101064000,123370000,3412926000,182565000,7917000,9658000,200140000,2056000,2005
guernsey,448885000,48015000,65838000,562737000,21883000,2885000,3818000,28585000,140000,2005
hamilton,18838078000,733752000,1299884000,20871713000,1055252000,66115000,113204000,1234571000,57671000,2005
hancock,1345398000,58898000,188512000,1592809000,57825000,3453000,11585000,72863000,1244000,2005
hardin,377839000,23991000,42738000,444568000,17165000,1440000,2468000,21073000,953000,2005
harrison,205595000,20431000,19076000,245102000,8108000,1220000,1146000,10473000,32000,2005
henry,456218000,23614000,64573000,544406000,24137000,1658000,4790000,30585000,621000,2005
highland,544212000,28371000,45960000,618543000,20529000,1307000,2158000,23994000,560000,2005
hocking,428363000,49717000,22127000,500207000,19318000,3027000,1345000,23690000,26000,2005
holmes,636530000,27148000,74109000,737787000,27764000,1536000,3895000,33195000,0,2005
huron,882522000,36668000,88153000,1007343000,35720000,2199000,5476000,43395000,259000,2005
jackson,403163000,41580000,45020000,489763000,16776000,1856000,2168000,20800000,21000,2005
jefferson,793145000,221851000,102148000,1117144000,32945000,12095000,6101000,51141000,327000,2005
knox,954113000,39517000,74395000,1068025000,42935000,2454000,4495000,49883000,1271000,2005
lake,5573944000,379428000,361691000,6315064000,301328000,31309000,32704000,365341000,8396000,2005
lawrence,624524000,60891000,34658000,720072000,20320000,2211000,1253000,23784000,351000,2005
licking,3281841000,128113000,189573000,3599527000,153868000,7894000,11723000,173484000,2008000,2005
logan,819869000,37703000,110114000,967686000,37145000,2377000,6950000,46472000,653000,2005
lorain,5601870000,293045000,371534000,6266448000,294461000,23860000,29740000,348061000,2759000,2005
lucas,7726011000,273048000,678744000,8677803000,466747000,25169000,63774000,555690000,30474000,2005
madison,699142000,32081000,55211000,786434000,34624000,2076000,3610000,40310000,1451000,2005
mahoning,3740640000,182003000,258141000,4180784000,201883000,14240000,20693000,236815000,2239000,2005
marion,852128000,61773000,110699000,1024600000,37730000,3996000,7149000,48875000,1180000,2005
medina,4017110000,103958000,212206000,4333274000,205318000,9439000,19437000,234193000,2421000,2005
meigs,226027000,38768000,7061000,271856000,9044000,1891000,335000,11271000,21000,2005
mercer,705678000,22990000,52904000,781572000,34599000,1340000,3090000,39028000,666000,2005
miami,1830420000,61843000,200084000,2092347000,80812000,4322000,13797000,98932000,1268000,2005
monroe,185266000,45549000,12249000,243064000,6398000,2249000,603000,9251000,10000,2005
montgomery,9674873000,346478000,696207000,10717557000,615314000,32637000,64776000,712726000,25158000,2005
morgan,171879000,56379000,7919000,236177000,6161000,2815000,400000,9376000,0,2005
morrow,570872000,26694000,16871000,614437000,23497000,1478000,1043000,26018000,174000,2005
muskingum,1196728000,80144000,104118000,1380991000,51206000,5082000,6756000,63044000,264000,2005
noble,159474000,35215000,9600000,204290000,5438000,1662000,438000,7538000,2000,2005
ottawa,1322871000,152584000,58884000,1534339000,50480000,8776000,4166000,63422000,2755000,2005
paulding,249940000,25132000,17258000,292330000,12370000,1426000,1030000,14826000,366000,2005
perry,417702000,42220000,23600000,483522000,18513000,2629000,1455000,22597000,79000,2005
pickaway,893520000,69164000,58943000,1021627000,39383000,3948000,3473000,46804000,177000,2005
pike,277420000,34689000,33766000,345875000,12067000,2006000,2185000,16258000,11000,2005
portage,2869183000,97004000,202777000,3168965000,146186000,8700000,18181000,173068000,1632000,2005
preble,689480000,37847000,60033000,787360000,27997000,2045000,3394000,33436000,2041000,2005
putnam,522046000,29004000,45318000,596367000,21731000,1483000,2364000,25577000,377000,2005
richland,1944793000,96915000,233780000,2275488000,98036000,7278000,17588000,122901000,1572000,2005
ross,900954000,65223000,88099000,1054276000,38903000,3795000,5557000,48255000,276000,2005
sandusky,947668000,45525000,117223000,1110416000,38570000,2593000,6407000,47570000,400000,2005
scioto,723741000,78153000,57364000,859257000,36603000,4598000,3415000,44616000,677000,2005
seneca,803298000,56945000,73900000,934144000,34918000,3614000,4957000,43488000,473000,2005
shelby,829893000,41062000,213876000,1084831000,36180000,2352000,12361000,50893000,827000,2005
stark,6323704000,266710000,570150000,7160564000,309695000,20004000,42234000,371933000,2451000,2005
summit,11751866000,299028000,824842000,12875736000,639280000,25931000,71705000,736916000,22212000,2005
trumbull,3261941000,141281000,337960000,3741182000,168150000,10404000,24273000,202827000,1707000,2005
tuscarawas,1421863000,70699000,149615000,1642177000,60804000,4440000,9856000,75100000,298000,2005
union,1023563000,51515000,154469000,1229547000,56118000,3711000,11595000,71423000,234000,2005
van wert,391383000,21211000,38591000,451186000,19876000,1432000,2666000,23974000,907000,2005
vinton,123126000,26975000,9132000,159233000,5349000,1211000,423000,6983000,0,2005
warren,4717789000,152940000,356815000,5227544000,255029000,12516000,31403000,298947000,4964000,2005
washington,849307000,129814000,162807000,1141927000,33321000,6742000,8459000,48522000,93000,2005
wayne,1896448000,66978000,191621000,2155048000,94163000,4991000,15447000,114601000,543000,2005
williams,569484000,25030000,79003000,673517000,25422000,1691000,5588000,32701000,1372000,2005
wood,2575903000,87482000,233693000,2897078000,130924000,6854000,19649000,157427000,5966000,2005
wyandot,333549000,14903000,47121000,395574000,11003000,760000,2347000,14110000,72000,2005
adams,335034000,159412000,27832000,522277000,14067000,7001000,1392000,22460000,15000,2006
allen,1650759000,89476000,203330000,1943565000,74658000,5017000,11557000,91232000,2960000,2006
ashland,844671000,61198000,48527000,954396000,39101000,4236000,3674000,47011000,33000,2006
ashtabula,1600144000,104833000,113344000,1818320000,81172000,7915000,8623000,97711000,2059000,2006
athens,709459000,81716000,22366000,813541000,40505000,6274000,1986000,48766000,919000,2006
auglaize,764114000,26776000,74095000,864986000,32852000,1568000,4600000,39020000,806000,2006
