county,res_ag_gross_millage,res_ag_net_millage,public_gross_millage,public_net_millage,tangible_millage,year
morgan,51.02,35.47,52.37,40.66,52.8,2005
morrow,54.81,42.65,59.43,48.07,59.02,2005
muskingum,65.73,42.39,66.97,45.25,66.13,2005
noble,47.96,35.15,47.88,40.45,47.94,2005
ottawa,68.92,37.55,66.35,41.43,63.74,2005
paulding,59.78,48.27,65.18,50.91,57,2005
perry,63.67,46.72,64.61,53.09,63.15,2005
pickaway,54.61,41.18,55.95,44.4,54.33,2005
pike,62.1,44.91,68.18,51.25,60.59,2005
portage,90.09,48.2,90.82,56.29,88.9,2005
preble,53.2,40.79,55.34,43.51,55.3,2005
putnam,50.34,41.63,48.65,44.39,51.73,2005
richland,75.92,49.43,77.08,61.35,76.99,2005
ross,56.44,40.35,58.95,43.58,58.22,2005
sandusky,56.79,39.49,53.47,41.08,54.5,2005
scioto,59.1,43.16,61.9,45.92,57.71,2005
seneca,62.9,41.17,67.09,56.19,66,2005
shelby,59.33,43.88,60.96,48.82,58.26,2005
stark,78.51,47.89,77.5,55.23,76.13,2005
summit,85.58,54.41,84.3,60.29,84.75,2005
trumbull,71.67,49.95,70.26,56.14,71.41,2005
tuscarawas,64.18,41.09,65.36,46.5,64.43,2005
union,72.06,52.1,73.67,59.73,73.73,2005
van wert,66.7,47.86,69.07,61.95,67.63,2005
vinton,46.22,43.09,48.43,46.12,45.03,2005
warren,79.31,48.85,81,53.47,80.27,2005
washington,54.48,39.17,54.76,41.3,52.47,2005
wayne,73.89,48.23,80.62,60.14,78.57,2005
williams,69.55,43.38,70.51,48.25,69.93,2005
wood,81.08,51.47,81.54,56.72,80.41,2005
wyandot,52.14,32.74,50.08,34.36,50.21,2005
adams,47.98,37.92,46.93,42.05,44.42,2006
allen,56.43,45.79,56.2,46.92,56.37,2006
ashland,73.32,44.87,75.96,51.75,72.33,2006
ashtabula,77.53,49.83,78.24,55.74,77.39,2006
athens,84.03,54.99,91.02,62.37,80.57,2006
auglaize,59.52,41.91,59.2,48.34,61.87,2006
belmont,61.99,42.08,61.26,44.98,60.37,2006
brown,50.25,39.01,50.8,42.24,50.55,2006
butler,75.25,50.68,75.23,55.81,72.51,2006
carroll,55.82,40.54,56.34,42.64,54.98,2006
champaign,61.69,41.85,68.61,48.4,65.91,2006
clark,70.06,49.51,70.26,54.58,69.43,2006
clermont,86.3,50.94,84.56,54.44,74.92,2006
clinton,52.3,41.28,50.57,42.34,51.78,2006
columbiana,57.41,41.29,58.61,44.44,58.24,2006
coshocton,60.03,41.09,60.96,45.05,52.68,2006
crawford,73.87,45.88,74.26,57.22,73.43,2006
cuyahoga,112.5,69.21,103.89,78.44,101.27,2006
darke,49.42,36.16,51.61,39.09,50.34,2006
defiance,61.72,44.86,62.61,46.3,62.43,2006
delaware,77.25,48.6,79.56,53.01,76.24,2006
erie,83.06,45.04,84.55,56.21,83.91,2006
fairfield,81.87,47.46,83.98,46.91,75.75,2006
fayette,58.74,46.19,61.26,48.24,58.21,2006
franklin,100.51,55.67,95.74,67.91,96.95,2006
fulton,74.01,49.66,71.61,51.84,71.92,2006
gallia,46.94,39.67,45.89,39.75,42.05,2006
geauga,99.53,52.93,99.51,57.01,96.01,2006
greene,80.5,57.11,80.07,57.93,78.31,2006
guernsey,59.71,47.84,61.23,52.13,58.87,2006
hamilton,92.36,53.02,89.73,64.5,88.18,2006
hancock,61.18,40.75,62.48,51.73,60.78,2006
hardin,60.79,45.38,59.76,45.71,58.56,2006
harrison,59.17,38.56,60.53,44.4,59.87,2006
henry,71.79,51.56,73.03,61.95,73.11,2006
highland,46,37.52,45.63,39,46.62,2006
hocking,60.88,44.84,60.87,47.24,60.85,2006
holmes,53.84,43.11,53.92,45.79,53.64,2006
huron,60.17,39.75,62.77,44.06,61.49,2006
jackson,46.82,41.06,48.6,43.53,46.46,2006
jefferson,58.57,39.35,58.46,49.32,56.16,2006
knox,62.88,44.46,58.92,48.61,61,2006
lake,91.31,52.21,89.03,60.7,86.37,2006
lawrence,36.62,32.41,37.29,33.27,36.25,2006
licking,65.96,46.96,62.67,46.52,61.75,2006
logan,63.76,44.82,64.13,47.62,63.1,2006
lorain,79.34,51.22,79.98,58.64,80.65,2006
lucas,97.82,56.59,95.39,72.37,93.45,2006
madison,64.63,49.08,65.24,52.1,65.14,2006
mahoning,79.7,52.52,81.73,59.17,79.37,2006
marion,64.25,43.06,65.32,49.17,64.62,2006
medina,93.34,50.58,94.46,53.82,91.33,2006
meigs,46.98,38.82,49.05,45.26,48.58,2006
mercer,58.66,48.7,58.26,51.33,58.36,2006
miami,69.15,43.27,69.15,47.98,69.18,2006
monroe,50.16,32.78,49.68,42.14,49.35,2006
montgomery,97.52,61.4,94.88,70.65,93.42,2006
morgan,50.68,35.19,50.57,39.25,50,2006
morrow,54.72,40.74,59.34,46.03,57.87,2006
muskingum,64.16,42.28,65.24,44.57,64.24,2006
noble,46.9,33.53,45.89,38.42,46.86,2006
ottawa,68.63,37.51,66.06,41.18,61.2,2006
paulding,60.26,48.94,66.14,53.01,57.95,2006
perry,62.79,43.75,63.75,49.11,62.05,2006
pickaway,58.42,43.51,62.29,47.02,57.93,2006
pike,61.85,42.48,68.93,49.31,61.22,2006
portage,90.24,49.44,91.02,57.3,89.67,2006
preble,53.63,40.38,55.79,42.27,55.56,2006
putnam,50.38,41.46,48.78,43.22,51.75,2006
richland,74.37,48.58,74.91,58.01,75.19,2006
ross,58.19,42.2,62.92,47.4,61,2006
sandusky,57.64,40.36,54.42,42.13,55.3,2006
scioto,60.1,50.12,63.96,52.41,59.13,2006
seneca,63.68,41.49,66.54,53.09,65.5,2006
shelby,58.94,42.59,60.26,47.28,57.71,2006
stark,76.73,47.57,75.63,54.42,74.37,2006
summit,86.22,52.91,84.91,59.64,86.87,2006
trumbull,72.37,50.73,70.75,54.86,72.36,2006
tuscarawas,64.73,41.69,65.77,46.98,64.89,2006
union,73.39,53.24,74,60.65,74.31,2006
van wert,68.32,49.24,69.5,60.78,68.53,2006
vinton,46.18,43.11,48.46,46.27,45.26,2006
warren,83.7,53.09,86.56,58.42,86.16,2006
washington,53.62,38.75,54.13,40.78,51.95,2006
wayne,74.85,47.38,82.29,59.18,79.03,2006
williams,69.68,43.79,70.47,48.26,69.97,2006
wood,81.97,49.88,82.16,53.75,82.52,2006
wyandot,52.21,32.76,50.05,34.27,50.1,2006
adams,50.94,41.51,47.7,43.24,44.82,2007
allen,56.12,44.92,55.99,46.2,56.61,2007
ashland,73.37,45.25,75.89,52.21,72.08,2007
ashtabula,76.25,49.66,76.9,55.37,75.8,2007
athens,83.32,55.37,90.45,63.57,79.36,2007
auglaize,59.42,41.85,59.11,48.41,61.15,2007
belmont,62.49,40.81,61.83,44.29,61.24,2007
brown,49.95,37.83,50.05,39.89,50.78,2007
butler,78.01,53.45,77.99,59.18,75.25,2007
carroll,56.07,40.74,56.93,43.91,54.6,2007
champaign,62.02,42.17,69.1,47.29,65.44,2007
clark,72.47,52.11,74.07,59.04,72.81,2007
clermont,86.58,52.09,84.88,55.91,73.8,2007
clinton,51.65,40.95,49.88,42.16,50.76,2007
columbiana,57.83,42.24,59.65,45.8,58.83,2007
coshocton,60.85,39.82,61.57,44.67,53.69,2007
crawford,73.32,44.35,73.95,52.81,73.02,2007
cuyahoga,113.23,66.81,104.47,75.38,102.01,2007
darke,50.6,37.36,52.82,40.46,50.77,2007
defiance,61.75,45.02,62.65,47.14,62.45,2007
delaware,77.84,50.63,79.28,53.28,75.94,2007
erie,83.58,43.54,84.73,53.43,83.91,2007
fairfield,83.59,48.18,85.81,48.22,76.13,2007
fayette,58.62,45.07,60.69,46.38,57.39,2007
franklin,102.37,58.45,97.26,70.07,98.91,2007
fulton,75.85,51.43,75.12,55.47,75.54,2007
gallia,46.95,39.66,45.95,39.8,41.51,2007
geauga,100.75,53.99,100.61,58.69,96.78,2007
greene,80.13,57.52,79.35,58.22,78.07,2007
guernsey,58.32,45.13,58.78,48.95,57.39,2007
hamilton,92.09,53.54,89.14,64.2,88.4,2007
hancock,62.56,42.17,63.48,53.02,61.49,2007
hardin,56.18,41.25,55.05,41.21,54.05,2007
harrison,59.2,38.75,60.46,44.81,60.08,2007
henry,70.18,49.77,71.52,60.39,70.99,2007
highland,46.11,37.07,45.61,37.45,46.51,2007
hocking,61.03,44.97,60.91,47.42,61.04,2007
holmes,53.93,43.28,53.81,45.89,53.89,2007
huron,60.54,38.86,62.89,43.33,61.38,2007
jackson,45.96,41.34,47.82,43.47,45.11,2007
jefferson,58.53,38.1,58.65,47.39,55.91,2007
knox,62.67,45.26,58.21,48.24,58.98,2007
lake,90.69,49.58,88.58,57.24,85.51,2007
lawrence,38.03,35.06,40.12,37.4,37.43,2007
licking,65.55,47.25,62.54,47.34,61.63,2007
logan,65.16,45.9,64.4,48.71,63.99,2007
lorain,79.64,49.21,80.14,56.2,81.98,2007
lucas,98.91,54.48,96.85,67.89,93.82,2007
madison,65.67,50.33,66.23,53.3,65.94,2007
mahoning,79.84,53.07,81.5,59.49,79.52,2007
marion,64.73,43.91,65.82,49.12,65.14,2007
medina,93.99,51.75,94.66,54.31,91.81,2007
meigs,47.26,39.3,49.43,45.85,48.94,2007
mercer,58.14,48.41,57.51,50.89,57.59,2007
miami,69.96,44.68,69.77,50.01,69.97,2007
monroe,50.08,33.23,50.07,49.89,49.41,2007
montgomery,97.88,61.88,95.42,71.41,94.45,2007
morgan,53.96,37.15,55.56,43.96,56.16,2007
morrow,53.62,41.11,58.67,46.07,56,2007
muskingum,65.81,42.35,67.01,45.31,65.92,2007
noble,46.79,33.95,45.92,38.78,46.94,2007
ottawa,68.47,36.47,66.21,40.44,61.79,2007
paulding,60.25,49.35,64.44,53.84,57.71,2007
perry,62.69,43.86,63.65,49.39,62.22,2007
pickaway,59.95,45.53,63.2,49.33,59.23,2007
pike,59.22,42.25,65.4,48.72,57.98,2007
portage,90.46,48.44,92.07,54.94,90.44,2007
preble,53.18,40.12,55.33,43.04,54.41,2007
putnam,49.91,41.06,48.6,42.99,51.02,2007
richland,75.43,46.86,76.41,60,76.43,2007
ross,59.18,43.24,63.88,48.6,61.34,2007
sandusky,57.82,39.65,54.66,41.79,56.41,2007
scioto,60,46.59,64.1,49.96,59.2,2007
seneca,63.41,41.51,65.99,52.82,64.95,2007
shelby,59.9,43.62,60.3,47.45,58.04,2007
stark,78.37,47.64,76.56,51.3,75.68,2007
summit,89.04,56.75,87.98,63.71,88.56,2007
trumbull,73.54,52.23,71.86,56.85,73.91,2007
tuscarawas,64.52,41.94,65.23,47.04,64.28,2007
union,75.31,54.55,74.63,61.07,74.77,2007
van wert,68.28,49.06,69.5,61.25,68.47,2007
vinton,46.93,42.72,49.34,47.3,45.78,2007
warren,83.52,50.97,86.83,53.54,85.61,2007
washington,54.17,39.47,54.4,41.35,52.15,2007
wayne,75.62,48.15,82.62,59.88,78.76,2007
williams,71.05,44.13,71.32,46.24,70.75,2007
wood,82.98,51.68,84.19,56,82.6,2007
wyandot,52.01,32.98,49.95,34.06,49.94,2007
adams,50.8,41.03,47.66,43.27,44.65,2008
allen,56.54,45.4,56.46,46.95,58.43,2008
ashland,73.2,45.91,76.37,53.67,71.03,2008
ashtabula,76.27,50.4,76.75,55.77,76.22,2008
athens,80.39,55.04,86.26,59.88,75.53,2008
auglaize,62.61,45.19,62.17,51.62,63.63,2008
belmont,62.26,41.1,61.6,44.29,61.09,2008
brown,50.01,37.92,50.29,40.06,50.83,2008
butler,77.49,52.84,77.72,58.34,75.06,2008
carroll,56.06,40.29,56.97,42.53,53.97,2008
champaign,62.47,41.28,68.9,49.46,65.26,2008
clark,71.65,49.52,72.7,52.79,71.85,2008
clermont,86.87,52.45,85.79,56.73,71.59,2008
clinton,54.15,43.9,52.69,45.04,53.28,2008
columbiana,57.47,42.31,59.71,46.27,57.84,2008
coshocton,60.38,39.43,61.1,44.21,51.97,2008
crawford,73.39,44.38,73.86,52.93,72.48,2008
cuyahoga,114.64,68.07,105.63,75.44,102.91,2008
darke,51.64,38.41,53.12,40.8,51.09,2008
defiance,62.51,46.72,63.49,49.27,63.35,2008
delaware,77.55,50.54,78.7,53.07,75.54,2008
erie,84.85,45.39,86.56,55.64,85.38,2008
fairfield,82.27,46.3,84.04,42.23,73.42,2008
fayette,57.54,44.57,59.74,45.87,56.01,2008
franklin,102.71,59.13,97.25,70.28,99.03,2008
fulton,74.97,50.68,74.41,55.29,74.16,2008
gallia,46.97,39.77,46.01,39.78,40.98,2008
geauga,101.57,55.34,101.43,59.63,97.03,2008
greene,81.09,58.39,81.02,59.76,79.31,2008
guernsey,59.13,45.92,60.29,50.42,58.57,2008
hamilton,93.44,55.13,90.05,65,89.8,2008
hancock,62.41,41.55,63.51,51.44,60.11,2008
hardin,57.09,41.98,55.35,41.51,55.07,2008
harrison,59.69,39.63,60.94,45.12,60.46,2008
henry,72.98,52.94,73.93,63.05,73.17,2008
highland,45.58,36.59,45.58,37.81,45.91,2008
hocking,60.99,44.13,60.92,46.79,60.96,2008
holmes,53.66,42.53,53.12,45.68,54.42,2008
huron,60.51,39.61,62.93,43.65,61.51,2008
jackson,45.93,41.29,47.96,43.57,44.41,2008
jefferson,58.6,38.15,58.78,47.31,55.27,2008
knox,62.61,45.42,58.41,48.16,59.41,2008
lake,91.04,50.12,88.9,57.48,84.28,2008
lawrence,37.69,34.25,40.03,37.37,37.22,2008
licking,65.88,48.53,63.93,49.3,61.94,2008
logan,65.05,44.54,65.57,48.39,64.12,2008
lorain,79.99,50.12,81.08,57.74,83.03,2008
lucas,98.65,55.64,96.9,69.04,92.72,2008
madison,66.31,51.38,66.54,54.61,66.43,2008
mahoning,80.05,53.33,81.8,59.94,78.96,2008
marion,64.95,43.13,66.09,47.77,65.46,2008
medina,92.98,50.06,94.24,52.84,90.16,2008
meigs,47.86,39.07,49.91,46.39,49.39,2008
mercer,58.12,48.41,57.55,51.16,57.71,2008
miami,67.19,42.03,66.3,46.32,66.93,2008
monroe,50.13,32.94,50.15,49.26,49.3,2008
montgomery,101.04,67.35,98.31,75.09,96.9,2008
morgan,53.95,37.04,55.6,44.19,56.35,2008
morrow,53.26,41.03,58.42,45.76,55.87,2008
muskingum,66.04,44.9,67.34,47.42,65.81,2008
noble,46.19,33.78,45.01,38.04,46.45,2008
ottawa,67.94,36.4,65.57,40.11,59.23,2008
paulding,59.03,46.94,63.19,52.89,56.33,2008
perry,62.25,43.52,63.36,49.42,61.78,2008
pickaway,59.13,45.52,62.43,49.33,58.3,2008
pike,59.17,42.31,65.51,48.74,57.06,2008
portage,89.87,49.17,92.27,56.09,89.5,2008
preble,53.41,40.57,55.46,43.27,54.73,2008
putnam,49.84,41.06,49.02,43.17,50.78,2008
richland,77.63,49.2,79.21,62.99,78.91,2008
ross,58.78,41.27,63.57,46.08,59.84,2008
sandusky,59.12,41.01,55.56,42.85,58,2008
scioto,59.96,45.34,64.08,49.16,58.87,2008
seneca,63.74,41.87,66.2,53.17,64.84,2008
shelby,59.69,43.27,60.02,47.11,57.8,2008
stark,78.89,48.29,77.05,52.88,75.91,2008
summit,89.31,57.81,88.2,64.27,89.12,2008
trumbull,74.06,52.87,72.17,57.46,74.56,2008
tuscarawas,66.28,43.28,67.35,48.26,64.96,2008
union,76.29,52.74,75.19,58.48,74.61,2008
van wert,67.57,48.41,68.77,61.69,67.31,2008
vinton,47.17,43.1,50.12,48.27,45.93,2008
warren,83.98,51.35,87.71,54.26,85.01,2008
washington,55.02,39.45,55.7,43.59,55.22,2008
wayne,76.81,49.5,83.76,61.61,79.16,2008
williams,71.14,44.28,71.3,46.94,70.69,2008
wood,82.93,52.13,84.06,56.2,81.97,2008
wyandot,51.9,32.31,50.09,33.93,50.08,2008
adams,50.5,40.81,48.69,43.99,43.61,2009
allen,58.13,47.29,58.36,48.94,57.64,2009
ashland,73.18,44.52,76.37,52.11,69.46,2009
ashtabula,76.08,48.75,76.81,53.44,76.41,2009
athens,78.87,51.85,84.68,52.94,72.97,2009
auglaize,62.68,44.22,62.38,51.85,61.44,2009
belmont,63.06,42.19,62.5,45.27,61.87,2009
brown,50.54,38.55,50.72,40.66,51.4,2009
butler,76.7,51.13,77.19,53.79,72.58,2009
carroll,56.01,40.27,56.89,42.44,53.04,2009
champaign,65.64,44.9,74.43,55.51,67.01,2009
clark,72.37,57.16,73.58,54.22,73.85,2009
clermont,88.17,52.66,86.97,58.1,69.07,2009
clinton,53.5,42.55,52.72,44.65,52.63,2009
columbiana,57.42,42.42,59.74,46.4,57.07,2009
coshocton,61.76,41.84,63.27,47.51,51.33,2009
crawford,74.03,45.49,74.38,53.76,73.32,2009
cuyahoga,115.85,70.69,106.75,77.53,105.64,2009
darke,52.02,38.32,53.14,40.89,50.12,2009
defiance,62.21,45.44,63.14,50.09,62.99,2009
delaware,82.41,55.98,84.21,58.07,81.13,2009
erie,84.83,45.78,86.7,56.65,84.53,2009
fairfield,82.31,46.35,83.82,43.38,71.85,2009
fayette,59.14,46.68,60.84,47.83,56.34,2009
franklin,105.68,64.18,101.65,73.93,103.16,2009
fulton,74.63,50.74,73.45,53.48,73.58,2009
gallia,46.88,39.48,45.86,39.69,40.53,2009
geauga,101.76,55.32,101.39,59.85,97.67,2009
greene,81.71,57.32,82.24,59.18,79.95,2009
guernsey,59.15,46.04,60.55,50.89,59.68,2009
hamilton,96.66,58.02,93.8,66.98,95.08,2009
hancock,62.4,41.67,63.62,51.66,58.42,2009
hardin,57.41,40.99,55.7,42.08,56.49,2009
harrison,60.46,39.19,61.79,45.5,61,2009
henry,73.65,50.69,74.62,61.02,72.25,2009
highland,46.14,37.17,45.95,38.51,45.8,2009
hocking,60.93,44.32,60.82,46.87,60.8,2009
holmes,55.26,44.53,54.52,47.13,58.1,2009
huron,60.48,39.61,63.14,43.75,60.91,2009
jackson,45.75,40.97,47.79,43.85,43.43,2009
jefferson,61.02,40.58,61.21,49.82,55.69,2009
knox,65.54,47,62.01,50.45,64.4,2009
lake,91.26,50.93,89.2,57.46,82.18,2009
lawrence,37.74,34.28,39.98,37.3,36.73,2009
licking,65.69,48.28,63.7,49.02,61.08,2009
logan,63.76,43.62,64.42,47.64,62.74,2009
lorain,79.96,50.6,80.95,57.69,83.31,2009
lucas,100.36,59.77,98.42,71.99,94.24,2009
madison,66.33,49.35,66.58,52.63,66.75,2009
mahoning,81.77,55.13,84.53,62.71,81.31,2009
marion,63.95,43.08,64.25,48.69,64.44,2009
medina,93.25,50.38,94.32,53.22,89.77,2009
meigs,48.11,39.79,50.07,46.48,49.57,2009
mercer,58.29,47.83,57.66,51.56,58.23,2009
miami,67.48,42.3,66.37,46.72,68.28,2009
monroe,50.31,33.13,50.35,44.84,49.38,2009
montgomery,103.68,71.47,101.61,77.38,99.36,2009
morgan,54.01,37.1,55.63,44.06,56.54,2009
morrow,55.46,42.91,59.41,47.11,56.28,2009
muskingum,66.22,45.36,67.71,47.96,65.28,2009
noble,51.14,36.61,54.57,43.24,50.49,2009
ottawa,67.36,36.23,64.66,39.58,56.48,2009
paulding,59.05,47.32,63.76,53.7,55.66,2009
perry,62.04,42.79,62.97,49.31,61.66,2009
pickaway,59.11,44.89,61.23,49.77,57.75,2009
pike,59.82,42.41,66.14,49.5,55.73,2009
portage,90.83,50.2,93.35,57.02,89.13,2009
preble,54.51,49.08,56.62,44.41,55.32,2009
putnam,49.76,39.88,49,42.97,50.21,2009
richland,78.49,50.02,80.05,64.6,80.16,2009
ross,59.82,42.31,64.45,48.02,59.8,2009
sandusky,59.96,42.09,56.62,47.06,58.49,2009
scioto,61.03,46.64,66.51,51.8,59.81,2009
seneca,64.2,41.8,66.89,54.38,64.84,2009
shelby,59.81,42.5,59.69,46.75,58.76,2009
stark,78.61,48.26,76.68,53.8,75.91,2009
summit,89.14,59.92,87.82,63.66,90.06,2009
trumbull,75.88,55.29,74.34,60.1,77.64,2009
tuscarawas,67.59,45.1,69.04,50.34,64.05,2009
union,78.09,55.76,78.31,62.52,76.57,2009
van wert,66.78,45,68.54,62,65.81,2009
vinton,47.14,43.64,50.13,48.37,45.78,2009
warren,82.06,49.93,83.67,51.79,79.32,2009
washington,55.23,39.79,55.81,43.82,56.13,2009
wayne,76.3,48.39,83.01,58.61,75.81,2009
williams,71.13,44.25,71.27,47.22,69.28,2009
wood,83.97,53.69,85.25,58.17,79.57,2009
wyandot,52.99,33.38,50.88,35.51,51.63,2009
adams,51.29,41.8,49.33,45.04,44.42,2010
allen,57.94,46.9,58.15,47.87,57.28,2010
ashland,73.35,44.79,77.05,52.25,69.77,2010
ashtabula,75.85,48.7,76.74,53.62,76.15,2010
athens,79.11,52.43,84.65,54.29,73.19,2010
auglaize,62.61,44.15,62.22,51.53,61.68,2010
belmont,63.02,42.13,62.35,46.64,60.75,2010
brown,51.49,39.93,51.35,42.41,52.8,2010
butler,77.02,53.07,77.89,55.9,73.51,2010
carroll,55.8,41.04,56.74,43.14,52.66,2010
champaign,65.61,45.12,74.12,55.88,67.15,2010
clark,72.53,51.44,73.35,54.8,74.24,2010
clermont,88.67,53.36,87.85,59.7,69.18,2010
clinton,52.77,42.1,52.5,44.98,51.98,2010
columbiana,57.19,42.42,59.62,46.24,56.83,2010
coshocton,59.41,41.65,61.27,43.64,50.86,2010
crawford,75.75,48.6,76.47,56.66,74.76,2010
cuyahoga,116.93,75.07,107.43,78.62,106.57,2010
darke,53.48,39.82,55.86,45.08,51.57,2010
defiance,61.96,45.78,63.08,49.33,63,2010
delaware,84.52,59.33,85.87,60.32,82.84,2010
erie,84.58,46.04,86.35,56.9,84.74,2010
fairfield,84.79,49.38,86.18,46.74,73.49,2010
fayette,58.65,46.24,61.04,48.19,56.26,2010
franklin,107.82,68.24,103.59,77.18,105.45,2010
fulton,74.48,51.24,73.24,54.36,73.4,2010
gallia,46.84,39.49,45.82,39.68,40.52,2010
geauga,101.72,56,101.27,61.41,97.7,2010
greene,82.3,59.56,82.37,62.07,80.64,2010
guernsey,60.07,47.36,61.55,51.92,60.79,2010
hamilton,97.79,59.45,94.92,68.82,96.16,2010
hancock,64.7,44.52,65.98,54.31,60.89,2010
hardin,57.66,42.18,56.37,43,56.67,2010
harrison,61.6,41.19,63.03,48.26,62.19,2010
henry,73.27,50.79,74.28,63.07,71.68,2010
highland,47.97,39.75,47.99,41.76,47.48,2010
hocking,60.94,45.76,60.88,47.84,61.02,2010
holmes,55.21,44.6,54.48,47.67,57.54,2010
huron,60.14,39.33,63.3,44.11,61.22,2010
jackson,45.45,40.77,47.56,43.92,43.01,2010
jefferson,59.29,39.72,59.43,47.9,53.03,2010
knox,65.94,47.94,61.73,50.97,64.95,2010
lake,92.97,56.07,91.01,59.55,84,2010
lawrence,37.21,34.39,39.38,36.97,36.26,2010
licking,68.79,51.62,66.92,52.68,64.41,2010
logan,63.74,43.72,64.51,47.85,62.65,2010
lorain,80.5,53.31,81.66,58.86,84.02,2010
lucas,100.85,64.37,99.17,74.02,94.92,2010
madison,66.95,50.04,67.42,54.49,67.3,2010
mahoning,81.24,54.83,83.48,61.94,79.96,2010
marion,64.75,44.12,64.71,48.79,65.64,2010
medina,92.47,49.78,93.66,52.7,89.89,2010
meigs,48.06,39.78,50.06,46.51,49.51,2010
mercer,58.07,47.81,57.44,51.4,57.97,2010
miami,68.5,43.54,67.4,47.98,69.2,2010
monroe,58.35,41.17,58.46,53.35,57.53,2010
montgomery,105.22,73.88,103.18,79.97,100.36,2010
morgan,54.04,37.04,55.61,44.01,56.67,2010
morrow,55.77,43.56,59.73,47.58,56.28,2010
muskingum,68.48,47.48,69.92,50.33,67.59,2010
noble,49.71,36.88,50.08,41.01,49.56,2010
ottawa,69.81,38.73,67.07,41.79,58.01,2010
paulding,62.21,50.72,66.65,57.73,58.66,2010
perry,63.72,44.46,64.14,51.31,63.05,2010
pickaway,59.14,44.98,61.08,50.36,57.65,2010
pike,60.8,43.45,66.68,53.55,56.15,2010
portage,90.92,51.88,93.82,57.34,89.13,2010
preble,54.67,41.34,56.54,44.27,55.48,2010
putnam,50.67,40.94,49.45,43.36,51.02,2010
richland,78.04,50.44,79.77,64.97,79.87,2010
ross,59.96,42.5,64.47,48.16,60.56,2010
sandusky,60.32,41.88,56.46,44.24,58.43,2010
scioto,61.16,47.08,66.86,52.89,59.6,2010
seneca,63.92,41.56,66,54.57,64.44,2010
shelby,63.67,46.73,65.31,52.33,62.21,2010
stark,81.75,53.35,79.92,57.75,78.69,2010
summit,89.27,60.2,87.91,64.4,89.95,2010
trumbull,76.02,55.52,74.57,61.29,77.64,2010
tuscarawas,67.47,45.11,68.8,50.41,63.89,2010
union,79.1,57.53,78.68,63.71,76.57,2010
van wert,67.67,45.84,69.46,62.94,66.8,2010
vinton,47.16,43.17,50.16,47.28,45.8,2010
warren,83.43,54.82,85.14,52.66,81.02,2010
washington,55.2,39.8,55.76,43.93,56.08,2010
wayne,75.74,48.14,82.68,58.78,75.16,2010
williams,70.53,44.54,71.05,47.44,68.61,2010
wood,83.8,54.3,85.23,58.89,79.57,2010
wyandot,54.41,35.02,52.64,37.38,53.1,2010
adams,51.12,42.16,49.18,45.3,44.62,2011
allen,57.97,47.31,58.21,48.64,57.28,2011
ashland,73.33,44.84,76.94,52.53,69.68,2011
ashtabula,75.42,48.97,76.49,54.29,75.96,2011
athens,79.16,53.32,84.62,55.1,73.39,2011
auglaize,62.76,44.33,62.53,52.05,61.89,2011
belmont,63.1,42.56,62.49,47.24,62.9,2011
brown,51.39,39.97,51.35,42.47,52.78,2011
butler,78.38,54.89,78.68,58.45,72.43,2011
carroll,54.26,39.46,55.34,41.99,51.19,2011
champaign,65.62,45.92,75.44,58.22,67.88,2011
clark,75.33,55.39,76.07,57.84,77.1,2011
clermont,88.61,55.31,88.16,61.51,69.45,2011
clinton,53.51,44.62,53.42,46.8,51.24,2011
columbiana,57.53,43.03,60.36,46.08,56.91,2011
coshocton,60.27,42.65,62.71,45.26,50.82,2011
crawford,78.74,51.63,79.37,59.91,77.81,2011
cuyahoga,118.85,77.43,108.83,80.2,107.82,2011
darke,53.47,39.86,55.93,45.2,51.33,2011
defiance,61.85,45.75,63.05,49.96,63.04,2011
delaware,85.74,60.89,86.8,61.03,83.86,2011
erie,84.94,46.78,86.75,57.78,85.19,2011
fairfield,84.58,50.04,86.59,47.4,73.06,2011
fayette,58.62,46.36,61.04,48.29,55.25,2011
franklin,108.99,70.7,104.51,79.54,106.49,2011
fulton,73.17,50.34,71.72,57.92,72.05,2011
gallia,47.83,40.57,46.84,40.77,41.48,2011
geauga,102.63,57.84,103.62,63.67,98.72,2011
greene,82.06,59.58,82.33,62.18,78.71,2011
guernsey,59.27,47.48,60.53,51.78,54.61,2011
hamilton,98.67,60.67,95.96,71.6,97.13,2011
hancock,64.48,45.62,66.47,57.01,61.47,2011
hardin,59.15,43.53,58.09,45.02,58.17,2011
harrison,61.54,41.38,62.8,48.45,61.59,2011
henry,73.32,50.91,74.46,64.47,71.92,2011
highland,47.94,39.86,47.93,42.32,47.4,2011
hocking,60.45,45.52,60.28,47.48,60.53,2011
holmes,55.43,44.52,54.63,47.74,57.79,2011
huron,59.45,39.23,62.69,44.18,60.23,2011
jackson,45.26,41.37,47.2,43.93,42.92,2011
jefferson,60.91,41.38,60.88,49.31,54.02,2011
knox,66.02,48.09,62.16,51.37,65,2011
lake,93,59.08,90.64,61.8,83.76,2011
lawrence,36.08,32.76,38.7,35.53,35.29,2011
licking,71.49,54.55,69.42,55.46,66.72,2011
logan,63.53,43.35,64.48,48.11,62.63,2011
lorain,82.49,55.85,84.29,61.62,84.66,2011
lucas,100.9,65,99,74.64,94.38,2011
madison,66.88,50.97,67.39,56.45,67.23,2011
mahoning,83.43,57.17,85.78,64.56,81.82,2011
