id,soil_series,texture,slope,erosion,drainage,indx,CAUV 2018,Projected Expected 2019,Projected Low 2019,Projected High 2019
"LILY-UPSHUR,C15-25SW","LILY-UPSHUR,C",,15-25,S,W,indx_49,350,350,350,350
"LINDSIDE,FF-PHSIL0-2SMW","LINDSIDE,FF-PH",SIL,0-2,S,MW,indx_79,1830,1530,1290,2120
"LINDSIDE,OF-PHSIL0-2SMW","LINDSIDE,OF-PH",SIL,0-2,S,MW,indx_89,2370,2105,1870,2770
LINDSIDESIL0-2SMW,LINDSIDE,SIL,0-2,S,MW,indx_89,2370,2105,1870,2770
"LINWOOD,DRAINEDMK-SIL0-2SVP","LINWOOD,DRAINED",MK-SIL,0-2,S,VP,indx_79,1310,1055,830,1620
LINWOODMUCK0-2SVP,LINWOOD,MUCK,0-2,S,VP,indx_89,2120,1780,1535,2390
"LINWOOD,PO-PHMK-SIL0-2SVP","LINWOOD,PO-PH",MK-SIL,0-2,S,VP,indx_49,350,350,350,350
"LINWOOD,UNDRAINEDMUCK0-2SVP","LINWOOD,UNDRAINED",MUCK,0-2,S,VP,indx_49,350,350,350,350
LIPPINCOTTMK-SIL0-2SVP,LIPPINCOTT,MK-SIL,0-2,S,VP,indx_89,2270,2015,1785,2660
LIPPINCOTTSICL0-2SVP,LIPPINCOTT,SICL,0-2,S,VP,indx_89,2270,2015,1785,2660
"LOBDELL,ALK-PHSIL0-2SMW","LOBDELL,ALK-PH",SIL,0-2,S,MW,indx_79,1900,1635,1410,2220
"LOBDELL,CN-SUBST,OF-PHL0-2SMW","LOBDELL,CN-SUBST,OF-PH",L,0-2,S,MW,indx_79,1250,1045,830,1600
"LOBDELL,CN-SUBST,OF-PHSIL0-2SMW","LOBDELL,CN-SUBST,OF-PH",SIL,0-2,S,MW,indx_79,1250,1045,830,1600
"LOBDELL,FF-PHSIL0-2SMW","LOBDELL,FF-PH",SIL,0-2,S,MW,indx_69,1120,880,735,1430
LOBDELLFSL0-2SMW,LOBDELL,FSL,0-2,S,MW,indx_79,1930,1660,1435,2250
LOBDELLL0-2SMW,LOBDELL,L,0-2,S,MW,indx_79,1930,1660,1435,2250
"LOBDELL,OF-PHL0-2SMW","LOBDELL,OF-PH",L,0-2,S,MW,indx_79,1930,1660,1435,2250
"LOBDELL,OF-PHSIL0-2SMW","LOBDELL,OF-PH",SIL,0-2,S,MW,indx_79,1930,1660,1435,2250
"LOBDELL,RF-PHSIL0-2SMW","LOBDELL,RF-PH",SIL,0-2,S,MW,indx_79,1930,1660,1435,2250
LOBDELLSIL0-2SMW,LOBDELL,SIL,0-2,S,MW,indx_79,1930,1660,1435,2250
"LOBDELL-SLOAN,C,OF-PH0-2SMW","LOBDELL-SLOAN,C,OF-PH",,0-2,S,MW,indx_79,1740,1495,1275,2080
LOCKPORTSICL1-4SSWP,LOCKPORT,SICL,1-4,S,SWP,indx_59,480,415,415,810
LORAINC0-2SVP,LORAIN,C,0-2,S,VP,indx_79,1530,1310,1095,1890
"LORAIN,L-SUBSTSICL0-2SVP","LORAIN,L-SUBST",SICL,0-2,S,VP,indx_79,1710,1465,1245,2040
LORAINSIC0-2SVP,LORAIN,SIC,0-2,S,VP,indx_79,1530,1310,1095,1890
LORAINSICL0-2SVP,LORAIN,SICL,0-2,S,VP,indx_79,1710,1465,1245,2040
LORAINSIL0-2SVP,LORAIN,SIL,0-2,S,VP,indx_79,1870,1630,1410,2240
"LORAIN,SI-SUBSTSICL0-2SVP","LORAIN,SI-SUBST",SICL,0-2,S,VP,indx_79,1710,1465,1245,2040
"LORAIN,S-SUBSTSICL0-2SVP","LORAIN,S-SUBST",SICL,0-2,S,VP,indx_79,1710,1465,1245,2040
LORDSTOWNCN-SIL2-6SW,LORDSTOWN,CN-SIL,2-6,S,W,indx_69,660,505,505,1030
LORDSTOWNCN-SIL6-12SW,LORDSTOWN,CN-SIL,6-12,S,W,indx_59,440,395,395,720
LORDSTOWNL2-6SW,LORDSTOWN,L,2-6,S,W,indx_69,790,625,570,1160
LORDSTOWNL6-12SW,LORDSTOWN,L,6-12,S,W,indx_69,540,445,445,870
LORDSTOWN-LOUDONVILLESIL18-25SW,LORDSTOWN-LOUDONVILLE,SIL,18-25,S,W,indx_49,350,350,350,350
"LORDSTOWN-ROCK OUTCROP,C12-18SW","LORDSTOWN-ROCK OUTCROP,C",,12-18,S,W,indx_49,350,350,350,350
LORDSTOWNSIL12-18SW,LORDSTOWN,SIL,12-18,S,W,indx_59,350,350,350,360
LORDSTOWNSIL18-25SW,LORDSTOWN,SIL,18-25,S,W,indx_59,350,350,350,350
LORDSTOWNSIL2-6SW,LORDSTOWN,SIL,2-6,S,W,indx_69,790,625,570,1160
LORDSTOWNSIL6-12SW,LORDSTOWN,SIL,6-12,S,W,indx_69,540,445,445,870
"LORENZO-RODMAN,C12-18MW","LORENZO-RODMAN,C",,12-18,M,W,indx_49,350,350,350,350
"LORENZO-RODMAN,C4-12MW","LORENZO-RODMAN,C",,4-12,M,W,indx_49,350,350,350,350
LOUDON-EDENTONSIL18-25MMW,LOUDON-EDENTON,SIL,18-25,M,MW,indx_59,350,350,350,350
LOUDONSIL0-2SMW,LOUDON,SIL,0-2,S,MW,indx_79,1970,1760,1535,2400
LOUDONSIL12-18MMW,LOUDON,SIL,12-18,M,MW,indx_59,800,645,575,1170
LOUDONSIL2-6MMW,LOUDON,SIL,2-6,M,MW,indx_79,1550,1350,1135,1940
LOUDONSIL2-6SMW,LOUDON,SIL,2-6,S,MW,indx_79,1720,1500,1285,2100
LOUDONSIL3-8MMW,LOUDON,SIL,3-8,M,MW,indx_79,1380,1180,970,1740
LOUDONSIL6-12MMW,LOUDON,SIL,6-12,M,MW,indx_69,1260,1070,865,1630
LOUDONSIL6-15MMW,LOUDON,SIL,6-15,M,MW,indx_69,970,800,660,1340
LOUDONSIL6-15SMW,LOUDON,SIL,6-15,S,MW,indx_79,1400,1200,990,1770
LOUDONVILLEL0-2SW,LOUDONVILLE,L,0-2,S,W,indx_79,1860,1625,1405,2230
LOUDONVILLEL12-18MW,LOUDONVILLE,L,12-18,M,W,indx_59,440,395,395,720
LOUDONVILLEL18-25MW,LOUDONVILLE,L,18-25,M,W,indx_49,350,350,350,350
LOUDONVILLEL2-6SW,LOUDONVILLE,L,2-6,S,W,indx_79,1570,1350,1135,1930
LOUDONVILLEL6-12MW,LOUDONVILLE,L,6-12,M,W,indx_69,860,700,605,1250
LOUDONVILLEL6-12SW,LOUDONVILLE,L,6-12,S,W,indx_69,1110,925,730,1480
LOUDONVILLE-MUSKINGUMSOILS10-15MW,LOUDONVILLE-MUSKINGUM,SOILS,10-15,M,W,indx_49,350,350,350,350
LOUDONVILLE-MUSKINGUMSOILS15-20SEW,LOUDONVILLE-MUSKINGUM,SOILS,15-20,SE,W,indx_49,350,350,350,350
LOUDONVILLE-MUSKINGUMSOILS15-20SW,LOUDONVILLE-MUSKINGUM,SOILS,15-20,S,W,indx_49,350,350,350,350
LOUDONVILLE-MUSKINGUMSOILS2-5MW,LOUDONVILLE-MUSKINGUM,SOILS,2-5,M,W,indx_69,1020,865,685,1420
LOUDONVILLE-MUSKINGUMSOILS2-5SW,LOUDONVILLE-MUSKINGUM,SOILS,2-5,S,W,indx_69,1280,1090,885,1640
LOUDONVILLE-MUSKINGUMSOILS5-10MW,LOUDONVILLE-MUSKINGUM,SOILS,5-10,M,W,indx_59,350,350,350,350
LOUDONVILLE-MUSKINGUMSOILS5-15SEW,LOUDONVILLE-MUSKINGUM,SOILS,5-15,SE,W,indx_49,350,350,350,350
LOUDONVILLESIL10-15MW,LOUDONVILLE,SIL,10-15,M,W,indx_59,350,350,350,500
LOUDONVILLESIL12-18MW,LOUDONVILLE,SIL,12-18,M,W,indx_59,350,350,350,500
LOUDONVILLESIL12-18SEW,LOUDONVILLE,SIL,12-18,SE,W,indx_49,350,350,350,350
LOUDONVILLESIL12-18SW,LOUDONVILLE,SIL,12-18,S,W,indx_59,350,350,350,760
LOUDONVILLESIL12-25MW,LOUDONVILLE,SIL,12-25,M,W,indx_59,350,350,350,350
LOUDONVILLESIL15-20MW,LOUDONVILLE,SIL,15-20,M,W,indx_49,350,350,350,350
LOUDONVILLESIL15-20SW,LOUDONVILLE,SIL,15-20,S,W,indx_59,350,350,350,650
LOUDONVILLESIL15-25SW,LOUDONVILLE,SIL,15-25,S,W,indx_49,350,350,350,350
LOUDONVILLESIL18-25MW,LOUDONVILLE,SIL,18-25,M,W,indx_49,350,350,350,350
LOUDONVILLESIL18-25SEW,LOUDONVILLE,SIL,18-25,SE,W,indx_49,350,350,350,350
LOUDONVILLESIL18-25SW,LOUDONVILLE,SIL,18-25,S,W,indx_49,350,350,350,350
LOUDONVILLESIL2-5MW,LOUDONVILLE,SIL,2-5,M,W,indx_69,1110,925,730,1480
LOUDONVILLESIL2-5SW,LOUDONVILLE,SIL,2-5,S,W,indx_79,1570,1350,1135,1930
LOUDONVILLESIL2-6MW,LOUDONVILLE,SIL,2-6,M,W,indx_69,1110,925,730,1480
LOUDONVILLESIL2-6SW,LOUDONVILLE,SIL,2-6,S,W,indx_79,1570,1350,1135,1930
LOUDONVILLESIL5-10MW,LOUDONVILLE,SIL,5-10,M,W,indx_69,860,700,605,1250
LOUDONVILLESIL5-10SW,LOUDONVILLE,SIL,5-10,S,W,indx_69,1110,925,730,1480
LOUDONVILLESIL6-12MW,LOUDONVILLE,SIL,6-12,M,W,indx_69,860,700,605,1250
LOUDONVILLESIL6-12SEW,LOUDONVILLE,SIL,6-12,SE,W,indx_59,500,425,425,890
LOUDONVILLESIL6-12SW,LOUDONVILLE,SIL,6-12,S,W,indx_69,1110,925,730,1480
LOUDONVILLESIL6-15SW,LOUDONVILLE,SIL,6-15,S,W,indx_69,1010,835,680,1390
LOUDONVILLESIL6-18SW,LOUDONVILLE,SIL,6-18,S,W,indx_69,860,700,605,1250
"LOUDONVILLE-STEINSBURG,C12-20MW","LOUDONVILLE-STEINSBURG,C",,12-20,M,W,indx_59,350,350,350,390
"LOUDONVILLE-STEINSBURG,C6-12MW","LOUDONVILLE-STEINSBURG,C",,6-12,M,W,indx_69,640,495,495,1010
LOWELLSICL15-25MW,LOWELL,SICL,15-25,M,W,indx_59,350,350,350,350
LOWELLSIL12-20MW,LOWELL,SIL,12-20,M,W,indx_59,350,350,350,480
LOWELLSIL15-25MW,LOWELL,SIL,15-25,M,W,indx_59,350,350,350,350
LOWELLSIL15-25SW,LOWELL,SIL,15-25,S,W,indx_59,350,350,350,350
LOWELLSIL1-7SW,LOWELL,SIL,1-7,S,W,indx_69,1410,1185,970,1750
LOWELLSIL2-8SW,LOWELL,SIL,2-8,S,W,indx_69,1410,1185,970,1750
LOWELLSIL3-8MW,LOWELL,SIL,3-8,M,W,indx_69,740,545,545,1040
LOWELLSIL3-8SW,LOWELL,SIL,3-8,S,W,indx_69,1410,1185,970,1750
LOWELLSIL6-15SW,LOWELL,SIL,6-15,S,W,indx_69,920,730,635,1260
LOWELLSIL7-15SW,LOWELL,SIL,7-15,S,W,indx_69,1100,910,725,1460
LOWELLSIL8-15MW,LOWELL,SIL,8-15,M,W,indx_59,410,380,380,700
LOWELLSIL8-15SW,LOWELL,SIL,8-15,S,W,indx_69,1100,910,725,1460
"LOWELL-UPSHUR,C12-18SW","LOWELL-UPSHUR,C",,12-18,S,W,indx_59,350,350,350,350
"LOWELL-UPSHUR,C18-25SW","LOWELL-UPSHUR,C",,18-25,S,W,indx_49,350,350,350,350
"LOWELL-UPSHUR,C6-12SW","LOWELL-UPSHUR,C",,6-12,S,W,indx_69,810,635,580,1160
LOWELL-UPSHURSICL15-25SW,LOWELL-UPSHUR,SICL,15-25,S,W,indx_49,350,350,350,350
"LOWELL-WESTMORELAND,C15-25SW","LOWELL-WESTMORELAND,C",,15-25,S,W,indx_59,350,350,350,350
"LOWELL-WESTMORELAND,C8-15SW","LOWELL-WESTMORELAND,C",,8-15,S,W,indx_69,830,650,590,1180
LOWELL-WESTMORELANDSIL15-25SW,LOWELL-WESTMORELAND,SIL,15-25,S,W,indx_59,350,350,350,350
LOWELL-WESTMORELANDSIL3-8SW,LOWELL-WESTMORELAND,SIL,3-8,S,W,indx_69,1410,1180,965,1740
LOWELL-WESTMORELANDSIL8-15SW,LOWELL-WESTMORELAND,SIL,8-15,S,W,indx_69,830,650,590,1180
"LUCAS,L-SUBSTSICL2-6MMW","LUCAS,L-SUBST",SICL,2-6,M,MW,indx_59,350,350,350,550
"LUCAS,L-SUBSTSICL6-12MMW","LUCAS,L-SUBST",SICL,6-12,M,MW,indx_59,350,350,350,350
"LUCAS,L-SUBSTSIL0-2SMW","LUCAS,L-SUBST",SIL,0-2,S,MW,indx_69,730,570,540,1100
LUCASSIC2-6SMW,LUCAS,SIC,2-6,S,MW,indx_59,390,370,370,640
LUCASSIC6-12SEMW,LUCAS,SIC,6-12,SE,MW,indx_49,350,350,350,350
LUCASSICL12-18MMW,LUCAS,SICL,12-18,M,MW,indx_49,350,350,350,350
LUCASSICL12-25MMW,LUCAS,SICL,12-25,M,MW,indx_49,350,350,350,350
LUCASSICL2-6MMW,LUCAS,SICL,2-6,M,MW,indx_59,350,350,350,550
LUCASSICL2-6SMW,LUCAS,SICL,2-6,S,MW,indx_59,450,400,400,770
LUCASSICL6-12MMW,LUCAS,SICL,6-12,M,MW,indx_59,350,350,350,350
LUMBERTONSIL0-2SW,LUMBERTON,SIL,0-2,S,W,indx_79,1240,1055,850,1630
LUMBERTONSIL12-18MW,LUMBERTON,SIL,12-18,M,W,indx_59,360,355,355,520
LUMBERTONSIL2-6SW,LUMBERTON,SIL,2-6,S,W,indx_69,1040,860,695,1400
LUMBERTONSIL6-12MW,LUMBERTON,SIL,6-12,M,W,indx_69,570,460,460,950
LURAY-MARENGOSICL0-2SVP,LURAY-MARENGO,SICL,0-2,S,VP,indx_79,1940,1670,1445,2260
LURAY-MARENGOSIL0-2SVP,LURAY-MARENGO,SIL,0-2,S,VP,indx_89,2140,1875,1640,2510
LURAYSICL0-2SVP,LURAY,SICL,0-2,S,VP,indx_79,1940,1670,1445,2260
LURAYSIL0-2SVP,LURAY,SIL,0-2,S,VP,indx_89,2140,1875,1640,2510
"LURAY,V,GRAV-SUBSLSIL0-2SVP","LURAY,V,GRAV-SUBSL",SIL,0-2,S,VP,indx_89,2050,1790,1565,2410
LYBRANDSICL12-18SEW,LYBRAND,SICL,12-18,SE,W,indx_49,350,350,350,350
LYBRANDSICL12-20MW,LYBRAND,SICL,12-20,M,W,indx_59,350,350,350,490
LYBRANDSIL12-18MW,LYBRAND,SIL,12-18,M,W,indx_69,400,375,375,650
LYBRANDSIL18-25MW,LYBRAND,SIL,18-25,M,W,indx_59,350,350,350,350
LYKENS-MILTONSIL2-6SMW,LYKENS-MILTON,SIL,2-6,S,MW,indx_79,1360,1160,945,1730
LYKENSSIL0-2SMW,LYKENS,SIL,0-2,S,MW,indx_79,1920,1670,1450,2270
LYKENSSIL2-6SMW,LYKENS,SIL,2-6,S,MW,indx_79,1360,1160,945,1730
MAHALASVILLESICL0-2SVP,MAHALASVILLE,SICL,0-2,S,VP,indx_89,2860,2565,2325,3250
MAHALASVILLESIL0-2SVP,MAHALASVILLE,SIL,0-2,S,VP,indx_89,2860,2565,2325,3250
MAHONINGL0-2SSWP,MAHONING,L,0-2,S,SWP,indx_69,840,685,595,1220
"MAHONING,SH-SUBSTSIL0-2SSWP","MAHONING,SH-SUBST",SIL,0-2,S,SWP,indx_69,840,685,595,1220
"MAHONING,SH-SUBSTSIL1-6SSWP","MAHONING,SH-SUBST",SIL,1-6,S,SWP,indx_69,720,560,535,1090
"MAHONING,SH-SUBSTSIL2-6MSWP","MAHONING,SH-SUBST",SIL,2-6,M,SWP,indx_69,550,450,450,870
"MAHONING,SH-SUBSTSIL2-6SSWP","MAHONING,SH-SUBST",SIL,2-6,S,SWP,indx_69,720,560,535,1090
"MAHONING,SH-SUBSTSIL6-12SSWP","MAHONING,SH-SUBST",SIL,6-12,S,SWP,indx_69,550,450,450,870
MAHONINGSIL0-2SSWP,MAHONING,SIL,0-2,S,SWP,indx_69,840,685,595,1220
MAHONINGSIL2-6MSWP,MAHONING,SIL,2-6,M,SWP,indx_69,550,450,450,870
MAHONINGSIL2-6SSWP,MAHONING,SIL,2-6,S,SWP,indx_69,720,560,535,1090
MAHONINGSIL6-12SSWP,MAHONING,SIL,6-12,S,SWP,indx_69,550,450,450,870
"MAHONING,SS-SUBSTL0-2SSWP","MAHONING,SS-SUBST",L,0-2,S,SWP,indx_69,840,685,595,1220
"MAHONING,SS-SUBSTSIL0-2SSWP","MAHONING,SS-SUBST",SIL,0-2,S,SWP,indx_69,840,685,595,1220
"MAHONING,SS-SUBSTSIL2-6SSWP","MAHONING,SS-SUBST",SIL,2-6,S,SWP,indx_69,720,560,535,1090
MAHONINGST-SIL0-2SSWP,MAHONING,ST-SIL,0-2,S,SWP,indx_59,350,350,350,350
MAHONING-TIROSIL0-2SSWP,MAHONING-TIRO,SIL,0-2,S,SWP,indx_69,940,770,645,1310
MAHONING-TIROSIL2-6SSWP,MAHONING-TIRO,SIL,2-6,S,SWP,indx_69,940,770,645,1310
MARBLEHEADL0-6SW,MARBLEHEAD,L,0-6,S,W,indx_49,350,350,350,350
MARENGOCL0-2SVP,MARENGO,CL,0-2,S,VP,indx_79,2530,2285,2055,2980
"MARENGO,OV-PHSIL0-2SVP","MARENGO,OV-PH",SIL,0-2,S,VP,indx_89,2620,2360,2130,3050
MARENGOSICL0-2SVP,MARENGO,SICL,0-2,S,VP,indx_79,2530,2285,2055,2980
MARENGOSIL0-2SVP,MARENGO,SIL,0-2,S,VP,indx_89,2620,2360,2130,3050
MARKLAND-GLENFORDSIL0-2SMW,MARKLAND-GLENFORD,SIL,0-2,S,MW,indx_69,990,765,670,1270
MARKLAND-GLENFORDSIL2-6MMW,MARKLAND-GLENFORD,SIL,2-6,M,MW,indx_69,500,425,425,800
MARKLANDSICL12-18MMW,MARKLAND,SICL,12-18,M,MW,indx_59,350,350,350,350
MARKLANDSICL12-20MMW,MARKLAND,SICL,12-20,M,MW,indx_59,350,350,350,350
MARKLANDSICL12-25MMW,MARKLAND,SICL,12-25,M,MW,indx_59,350,350,350,350
MARKLANDSICL15-25MMW,MARKLAND,SICL,15-25,M,MW,indx_59,350,350,350,350
MARKLANDSICL18-25MMW,MARKLAND,SICL,18-25,M,MW,indx_49,350,350,350,350
MARKLANDSICL2-6SMW,MARKLAND,SICL,2-6,S,MW,indx_69,980,790,665,1330
MARKLANDSICL3-8MMW,MARKLAND,SICL,3-8,M,MW,indx_69,720,535,535,1010
MARKLANDSICL6-12MMW,MARKLAND,SICL,6-12,M,MW,indx_69,550,450,450,880
MARKLANDSICL6-15MMW,MARKLAND,SICL,6-15,M,MW,indx_59,460,405,405,790
MARKLANDSICL8-15MMW,MARKLAND,SICL,8-15,M,MW,indx_59,400,375,375,610
MARKLANDSIL12-18MMW,MARKLAND,SIL,12-18,M,MW,indx_59,350,350,350,350
MARKLANDSIL2-6SMW,MARKLAND,SIL,2-6,S,MW,indx_69,1170,975,765,1540
MARKLANDSIL6-12MMW,MARKLAND,SIL,6-12,M,MW,indx_69,410,380,380,650
MARKLANDSIL6-12SMW,MARKLAND,SIL,6-12,S,MW,indx_69,590,470,470,950
MARKLANDSIL6-15SMW,MARKLAND,SIL,6-15,S,MW,indx_69,570,460,460,930
MARSH0-2SVP,MARSH,,0-2,S,VP,indx_49,350,350,350,350
MARTINSVILLEFSL2-6SW,MARTINSVILLE,FSL,2-6,S,W,indx_79,2130,1885,1655,2520
MARTINSVILLEL0-2SW,MARTINSVILLE,L,0-2,S,W,indx_89,2600,2325,2085,3e3
MARTINSVILLEL1-4SW,MARTINSVILLE,L,1-4,S,W,indx_79,2450,2160,1930,2800
MARTINSVILLEL2-6SW,MARTINSVILLE,L,2-6,S,W,indx_79,2290,2030,1800,2680
"MARTINSVILLE-OCKLEY,T-SUBSTL2-6SW","MARTINSVILLE-OCKLEY,T-SUBST",L,2-6,S,W,indx_79,2290,2030,1800,2680
"MARTINSVILLE,RF-PHL0-2SW","MARTINSVILLE,RF-PH",L,0-2,S,W,indx_89,2600,2325,2085,3e3
MARTINSVILLESIL0-2SW,MARTINSVILLE,SIL,0-2,S,W,indx_89,2600,2325,2085,3e3
MARTINSVILLESIL2-6SW,MARTINSVILLE,SIL,2-6,S,W,indx_79,2290,2030,1800,2680
"MARTINSVILLE,T-SUBSTL2-6SW","MARTINSVILLE,T-SUBST",L,2-6,S,W,indx_79,2290,2030,1800,2680
MARTISCOMK-SIL0-2SVP,MARTISCO,MK-SIL,0-2,S,VP,indx_69,1360,1120,905,1670
MARTISCOMUCK0-2SVP,MARTISCO,MUCK,0-2,S,VP,indx_69,1360,1120,905,1670
"MARTISCO,VSIL0-2SVP","MARTISCO,V",SIL,0-2,S,VP,indx_59,460,405,405,750
MC GARY-FITCHVILLEL0-2SSWP,MC GARY-FITCHVILLE,L,0-2,S,SWP,indx_69,1580,1355,1140,1930
MC GARY-FITCHVILLESIL0-2SSWP,MC GARY-FITCHVILLE,SIL,0-2,S,SWP,indx_69,1580,1355,1140,1930
MC GARY-FITCHVILLESIL2-6SSWP,MC GARY-FITCHVILLE,SIL,2-6,S,SWP,indx_69,1330,1130,920,1700
MC GARY-SEBRINGSIL0-2SSWP,MC GARY-SEBRING,SIL,0-2,S,SWP,indx_69,1070,880,710,1420
MC GARYSICL0-2SSWP,MC GARY,SICL,0-2,S,SWP,indx_69,1440,1230,1020,1800
MC GARYSICL2-6SSWP,MC GARY,SICL,2-6,S,SWP,indx_69,1130,945,740,1500
MC GARYSIL0-2SSWP,MC GARY,SIL,0-2,S,SWP,indx_69,1580,1355,1140,1930
MC GARYSIL0-3SSWP,MC GARY,SIL,0-3,S,SWP,indx_69,1580,1355,1140,1930
MC GARYSIL0-4SSWP,MC GARY,SIL,0-4,S,SWP,indx_69,1460,1245,1035,1810
MC GARYSIL1-6SSWP,MC GARY,SIL,1-6,S,SWP,indx_69,1330,1130,920,1700
MC GARYSIL2-6SSWP,MC GARY,SIL,2-6,S,SWP,indx_69,1330,1130,920,1700
"MC GARY,V,RF-PHSICL0-3SSWP","MC GARY,V,RF-PH",SICL,0-3,S,SWP,indx_69,1070,890,710,1440
MC GUFFEYMUCK0-2SVP,MC GUFFEY,MUCK,0-2,S,VP,indx_89,2150,1855,1615,2500
MECHANICSBURGSIL12-18MW,MECHANICSBURG,SIL,12-18,M,W,indx_59,390,370,370,690
MECHANICSBURGSIL12-18SW,MECHANICSBURG,SIL,12-18,S,W,indx_69,510,430,430,840
MECHANICSBURGSIL18-25SW,MECHANICSBURG,SIL,18-25,S,W,indx_49,350,350,350,350
MECHANICSBURGSIL2-6SW,MECHANICSBURG,SIL,2-6,S,W,indx_79,1270,1065,850,1630
MECHANICSBURGSIL6-12MW,MECHANICSBURG,SIL,6-12,M,W,indx_69,950,765,650,1310
MECHANICSBURGSIL6-12SW,MECHANICSBURG,SIL,6-12,S,W,indx_69,1110,920,730,1480
MECHANICSBURGSIL6-15SW,MECHANICSBURG,SIL,6-15,S,W,indx_69,900,725,625,1260
MEDWAYL0-2SMW,MEDWAY,L,0-2,S,MW,indx_89,2520,2240,2e3,2910
"MEDWAY,LM-SUBST,OF-PHSIL0-2SMW","MEDWAY,LM-SUBST,OF-PH",SIL,0-2,S,MW,indx_89,2520,2240,2e3,2910
"MEDWAY,OF-PHSIL0-1SMW","MEDWAY,OF-PH",SIL,0-1,S,MW,indx_89,2520,2240,2e3,2910
"MEDWAY,OF-PHSIL0-2SMW","MEDWAY,OF-PH",SIL,0-2,S,MW,indx_89,2520,2240,2e3,2910
"MEDWAY,OV-PHSIL0-2SMW","MEDWAY,OV-PH",SIL,0-2,S,MW,indx_89,2320,2050,1820,2700
"MEDWAY,RF-PHCL0-2SMW","MEDWAY,RF-PH",CL,0-2,S,MW,indx_99,3130,2810,2560,3530
"MEDWAY,RF-PHSIL0-2SMW","MEDWAY,RF-PH",SIL,0-2,S,MW,indx_99,3150,2830,2575,3550
MEDWAYSIL0-2SMW,MEDWAY,SIL,0-2,S,MW,indx_89,2520,2240,2e3,2910
"MEDWAY,V,MOD.SHALLOWSIL0-2SMW","MEDWAY,V,MOD.SHALLOW",SIL,0-2,S,MW,indx_79,2090,1820,1595,2430
"MELVIN,FF-PHSIL0-2SP","MELVIN,FF-PH",SIL,0-2,S,P,indx_59,390,370,370,500
"MELVIN,OF-PHSIL0-2SP","MELVIN,OF-PH",SIL,0-2,S,P,indx_59,490,420,420,820
"MELVIN,PO-PHSIL0-2SP","MELVIN,PO-PH",SIL,0-2,S,P,indx_49,350,350,350,350
MELVINSIL0-2SP,MELVIN,SIL,0-2,S,P,indx_59,390,370,370,500
"MENTOR,GRAV-SUBSTSIL0-2SW","MENTOR,GRAV-SUBST",SIL,0-2,S,W,indx_89,1840,1575,1350,2170
"MENTOR,GRAV-SUBSTSIL1-8SW","MENTOR,GRAV-SUBST",SIL,1-8,S,W,indx_79,1650,1395,1170,1970
"MENTOR,GRAV-SUBSTSIL2-6SW","MENTOR,GRAV-SUBST",SIL,2-6,S,W,indx_79,1650,1395,1170,1970
"MENTOR,GRAV-SUBSTSIL8-15SW","MENTOR,GRAV-SUBST",SIL,8-15,S,W,indx_79,1450,1220,1005,1790
"MENTOR,RF-PHSIL0-2SW","MENTOR,RF-PH",SIL,0-2,S,W,indx_79,1660,1405,1180,1980
MENTORSIL0-2SW,MENTOR,SIL,0-2,S,W,indx_89,1840,1575,1350,2170
MENTORSIL12-18MW,MENTOR,SIL,12-18,M,W,indx_69,350,350,350,440
MENTORSIL12-18SW,MENTOR,SIL,12-18,S,W,indx_69,760,565,555,1070
MENTORSIL12-20MW,MENTOR,SIL,12-20,M,W,indx_69,350,350,350,430
MENTORSIL12-25SW,MENTOR,SIL,12-25,S,W,indx_59,350,350,350,350
MENTORSIL1-4SW,MENTOR,SIL,1-4,S,W,indx_79,1650,1395,1170,1970
MENTORSIL15-25SW,MENTOR,SIL,15-25,S,W,indx_59,350,350,350,350
MENTORSIL2-6SW,MENTOR,SIL,2-6,S,W,indx_79,1650,1395,1170,1970
MENTORSIL2-8SW,MENTOR,SIL,2-8,S,W,indx_79,1660,1405,1180,1980
MENTORSIL6-12MW,MENTOR,SIL,6-12,M,W,indx_69,890,680,620,1190
MENTORSIL6-12SW,MENTOR,SIL,6-12,S,W,indx_79,1130,920,740,1470
MENTORSIL6-15SW,MENTOR,SIL,6-15,S,W,indx_79,1110,905,730,1460
MENTORSIL8-15SW,MENTOR,SIL,8-15,S,W,indx_69,1e3,800,675,1340
"MERMILL-AURAND,C0-1SVP","MERMILL-AURAND,C",,0-1,S,VP,indx_99,2960,2630,2380,3320
MERMILLCL0-1SVP,MERMILL,CL,0-1,S,VP,indx_89,2920,2600,2350,3290
MERMILLCL0-2SVP,MERMILL,CL,0-2,S,VP,indx_89,2920,2600,2350,3290
MERMILLFSL0-1SVP,MERMILL,FSL,0-1,S,VP,indx_89,2920,2600,2350,3290
MERMILLFSL0-2SVP,MERMILL,FSL,0-2,S,VP,indx_89,2920,2600,2350,3290
