soil_series,texture,slope,erosion,drainage,year,cropland,woodland,indx,id,soil_region,corn_base,soy_base,wheat_base,oats_base,hay_base,prod_index,prod_index_new,indx_new
BERKS,SH-SIL,8-15,S,W,2009,180,100,indx_59,BERKSSH-SIL8-15SW,3,76,16,32,44,3.2,50,48,indx_49
BERKS,SIL,12-18,S,W,2009,170,100,indx_49,BERKSSIL12-18SW,3,75,16,31,44,2.8,47,47,indx_49
BERKS,SIL,15-25,S,W,2009,170,100,indx_49,BERKSSIL15-25SW,3,70,0,30,0,2.5,45,38,indx_49
BERKS,SIL,18-25,S,W,2009,170,100,indx_49,BERKSSIL18-25SW,3,70,0,30,0,2.5,45,38,indx_49
BERKS,SIL,3-8,S,W,2009,190,100,indx_59,BERKSSIL3-8SW,3,84,18,35,49,3.5,55,53,indx_59
BERKS,STV-SIL,15-25,M,W,2009,170,100,indx_49,BERKSSTV-SIL15-25MW,3,0,0,0,0,0,0,0,indx_49
"BERKS-AARON,C",,6-15,S,W,2009,240,100,indx_59,"BERKS-AARON,C6-15SW",2,81,24,34,0,3.7,57,53,indx_59
"BERKS-GUERNSEY,C.",,15-25,S,W,2009,170,100,indx_49,"BERKS-GUERNSEY,C.15-25SW",3,72,0,25,0,3,48,37,indx_49
"BERKS-GUERNSEY,C.",,8-15,S,W,2009,180,100,indx_59,"BERKS-GUERNSEY,C.8-15SW",3,75,0,0,55,3,52,28,indx_49
BERKS-MUSKINGUM-NEOTOMA,CN-SIL,6-18,S,W,2009,170,100,indx_49,BERKS-MUSKINGUM-NEOTOMACN-SIL6-18SW,3,0,0,0,0,2.6,43,0,indx_49
"BERKS-TARHOLLOW,C",,6-15,S,W,2009,240,100,indx_59,"BERKS-TARHOLLOW,C6-15SW",3,80,31,36,53,3.5,57,57,indx_59
BERKS-WESTMORELAND,SIL,15-25,S,W,2009,170,100,indx_49,BERKS-WESTMORELANDSIL15-25SW,3,72,0,25,42,3,48,37,indx_49
BETHESDA,CL,0-8,S,W,2009,200,100,indx_49,BETHESDACL0-8SW,3,0,0,15,35,2,32,6,indx_49
BETHESDA,CL,8-25,S,W,2009,170,100,indx_49,BETHESDACL8-25SW,3,0,0,15,33,1.5,26,6,indx_49
BETHESDA,CN-CL,0-8,S,W,2009,200,100,indx_49,BETHESDACN-CL0-8SW,3,0,0,0,0,2,33,0,indx_49
BETHESDA,CN-CL,15-25,S,W,2009,170,100,indx_49,BETHESDACN-CL15-25SW,3,0,0,0,0,1.5,25,0,indx_49
BETHESDA,CN-CL,8-15,S,W,2009,180,100,indx_49,BETHESDACN-CL8-15SW,3,0,0,0,0,1.5,25,0,indx_49
BETHESDA,CN-CL,8-20,S,W,2009,170,100,indx_49,BETHESDACN-CL8-20SW,3,0,0,0,0,1.5,25,0,indx_49
BETHESDA,CN-CL,8-25,S,W,2009,170,100,indx_49,BETHESDACN-CL8-25SW,3,0,0,0,0,1.5,25,0,indx_49
BETHESDA,CN-L,0-8,S,W,2009,200,100,indx_49,BETHESDACN-L0-8SW,3,0,0,0,0,2,33,0,indx_49
BETHESDA,CN-L,8-20,S,W,2009,170,100,indx_49,BETHESDACN-L8-20SW,3,0,0,0,0,1.5,25,0,indx_49
BETHESDA,CN-L,8-25,S,W,2009,170,100,indx_49,BETHESDACN-L8-25SW,3,0,0,0,0,1.5,25,0,indx_49
BETHESDA,CN-SICL,0-8,S,W,2009,200,100,indx_49,BETHESDACN-SICL0-8SW,3,0,0,0,0,2,33,0,indx_49
BETHESDA,CN-SICL,8-25,S,W,2009,170,100,indx_49,BETHESDACN-SICL8-25SW,3,0,0,0,0,1.5,25,0,indx_49
BETHESDA,CNV-CL,0-8,S,W,2009,200,100,indx_49,BETHESDACNV-CL0-8SW,3,0,0,0,0,2,33,0,indx_49
BETHESDA,CNV-CL,3-15,S,W,2009,180,100,indx_49,BETHESDACNV-CL3-15SW,3,0,0,0,0,1.8,30,0,indx_49
BETHESDA,CNV-CL,8-20,S,W,2009,170,100,indx_49,BETHESDACNV-CL8-20SW,3,0,0,0,0,1.5,25,0,indx_49
BETHESDA,L,0-8,S,W,2009,200,100,indx_49,BETHESDAL0-8SW,3,0,0,20,40,2,34,8,indx_49
BETHESDA,L,8-25,S,W,2009,170,100,indx_49,BETHESDAL8-25SW,3,0,0,15,35,1.5,26,6,indx_49
BETHESDA,SH-CL,0-8,S,W,2009,200,100,indx_49,BETHESDASH-CL0-8SW,3,0,0,0,0,2,33,0,indx_49
BETHESDA,SH-CL,8-25,S,W,2009,170,100,indx_49,BETHESDASH-CL8-25SW,3,0,0,0,0,1.5,25,0,indx_49
BETHESDA,SH-SICL,0-8,S,W,2009,200,100,indx_49,BETHESDASH-SICL0-8SW,3,0,0,0,0,2,33,0,indx_49
BETHESDA,SH-SICL,8-25,S,W,2009,170,100,indx_49,BETHESDASH-SICL8-25SW,3,0,0,0,0,1.5,25,0,indx_49
BETHESDA,SH-SIL,1-15,S,W,2009,180,100,indx_49,BETHESDASH-SIL1-15SW,3,0,0,0,0,1.7,28,0,indx_49
BETHESDA,SH-SIL,15-25,S,W,2009,170,100,indx_49,BETHESDASH-SIL15-25SW,3,0,0,0,0,1.5,25,0,indx_49
BETHESDA,SHV-CL,3-15,S,W,2009,180,100,indx_49,BETHESDASHV-CL3-15SW,3,0,0,0,0,1.5,25,0,indx_49
BETHESDA,SHV-CL,8-25,S,W,2009,170,100,indx_49,BETHESDASHV-CL8-25SW,3,0,0,0,0,1.5,25,0,indx_49
BETHESDA,SHV-SIC,0-8,S,W,2009,200,100,indx_49,BETHESDASHV-SIC0-8SW,3,0,0,0,0,2,33,0,indx_49
BETHESDA,SICL,0-8,S,W,2009,200,100,indx_49,BETHESDASICL0-8SW,3,0,0,15,35,1.5,26,6,indx_49
BETHESDA,SICL,15-25,S,W,2009,170,100,indx_49,BETHESDASICL15-25SW,3,0,0,15,30,1.5,26,6,indx_49
BETHESDA,SICL,2-12,S,W,2009,180,100,indx_49,BETHESDASICL2-12SW,3,0,0,20,35,2,33,8,indx_49
BETHESDA,SICL,8-20,S,W,2009,170,100,indx_49,BETHESDASICL8-20SW,3,0,0,15,35,1.5,26,6,indx_49
BETHESDA,SIL,0-8,S,W,2009,200,100,indx_49,BETHESDASIL0-8SW,3,0,0,20,40,2,34,8,indx_49
BETHESDA,SIL,8-20,S,W,2009,170,100,indx_49,BETHESDASIL8-20SW,3,0,0,15,35,1.5,26,6,indx_49
BETHESDA,SIL,8-25,S,W,2009,170,100,indx_49,BETHESDASIL8-25SW,3,0,0,15,35,1.5,26,6,indx_49
"BIGLICK-MILTON,C",,0-2,S,W,2009,200,100,indx_59,"BIGLICK-MILTON,C0-2SW",3,69,26,35,70,3.3,54,50,indx_59
"BIGLICK-MILTON,C",,2-6,S,W,2009,190,100,indx_59,"BIGLICK-MILTON,C2-6SW",3,68,25,34,70,3.3,54,49,indx_49
BIRKBECK,SIL,0-2,S,MW,2009,970,470,indx_89,BIRKBECKSIL0-2SMW,2,122,42,52,74,5,82,83,indx_89
BIRKBECK,SIL,1-4,S,MW,2009,920,420,indx_89,BIRKBECKSIL1-4SMW,2,120,41,51,73,4.9,81,82,indx_89
BIRKBECK,SIL,2-6,M,MW,2009,890,390,indx_79,BIRKBECKSIL2-6MMW,2,112,38,48,67,4.6,76,76,indx_79
BIRKBECK,SIL,2-6,S,MW,2009,960,460,indx_79,BIRKBECKSIL2-6SMW,2,117,40,50,70,4.8,79,80,indx_89
BIXLER,LFS,0-2,S,SWP,2009,470,100,indx_69,BIXLERLFS0-2SSWP,2,100,36,38,78,4.2,69,67,indx_69
BIXLER,LFS,0-3,S,SWP,2009,470,100,indx_69,BIXLERLFS0-3SSWP,2,100,36,38,78,4.2,69,67,indx_69
BIXLER,LFS,2-6,S,SWP,2009,460,100,indx_69,BIXLERLFS2-6SSWP,2,96,34,36,74,4,66,64,indx_69
"BIXLER,C-SUBST",LS,0-2,S,SWP,2009,380,100,indx_69,"BIXLER,C-SUBSTLS0-2SSWP",2,98,34,36,76,4,67,65,indx_69
"BLAIRTON-RARDEN-GILPIN,AS",,5-20,S,MW,2009,230,100,indx_59,"BLAIRTON-RARDEN-GILPIN,AS5-20SMW",3,85,25,35,60,3.5,57,56,indx_59
BLAKESLEE,SIL,0-2,S,MW,2009,550,100,indx_79,BLAKESLEESIL0-2SMW,2,108,36,41,76,4.1,71,71,indx_79
BLAKESLEE,SIL,2-6,S,MW,2009,540,100,indx_69,BLAKESLEESIL2-6SMW,2,105,35,40,75,4,69,69,indx_69
BLAKESLEE,SIL,6-12,S,MW,2009,410,100,indx_69,BLAKESLEESIL6-12SMW,2,95,33,36,70,3.8,64,63,indx_69
BLANCHESTER,SICL,0-1,S,VP,2009,750,100,indx_79,BLANCHESTERSICL0-1SVP,2,112,39,44,70,4.9,77,75,indx_79
BLANCHESTER,SIL,0-1,S,VP,2009,750,100,indx_79,BLANCHESTERSIL0-1SVP,2,112,39,44,70,4.9,77,75,indx_79
BLANCHESTER,SIL,0-2,S,VP,2009,810,100,indx_79,BLANCHESTERSIL0-2SVP,2,115,40,45,72,5,79,77,indx_79
BLOUNT,L,0-2,S,SWP,2009,820,100,indx_79,BLOUNTL0-2SSWP,2,114,40,50,76,4.6,78,79,indx_79
BLOUNT,L,0-3,S,SWP,2009,820,100,indx_79,BLOUNTL0-3SSWP,2,114,40,50,76,4.6,78,79,indx_79
BLOUNT,L,2-6,M,SWP,2009,700,100,indx_79,BLOUNTL2-6MSWP,2,105,36,46,70,4.2,71,72,indx_79
BLOUNT,L,2-6,S,SWP,2009,810,100,indx_79,BLOUNTL2-6SSWP,2,109,38,48,73,4.4,74,75,indx_79
BLOUNT,SIL,0-2,S,SWP,2009,820,100,indx_79,BLOUNTSIL0-2SSWP,2,114,40,50,76,4.6,78,79,indx_79
BLOUNT,SIL,0-4,S,SWP,2009,770,100,indx_79,BLOUNTSIL0-4SSWP,2,112,39,49,75,4.5,76,77,indx_79
BLOUNT,SIL,2-4,S,SWP,2009,810,100,indx_79,BLOUNTSIL2-4SSWP,2,110,38,48,74,4.4,75,75,indx_79
BLOUNT,SIL,2-6,M,SWP,2009,700,100,indx_79,BLOUNTSIL2-6MSWP,2,105,36,46,70,4.2,71,72,indx_79
BLOUNT,SIL,2-6,S,SWP,2009,810,100,indx_79,BLOUNTSIL2-6SSWP,2,109,38,48,73,4.4,74,75,indx_79
BLOUNT-DEL REY,SIL,1-6,S,SWP,2009,630,100,indx_69,BLOUNT-DEL REYSIL1-6SSWP,2,105,36,38,70,4,68,69,indx_69
"BLOUNT-HOUCKTOWN,C",,0-3,S,SWP,2009,820,100,indx_79,"BLOUNT-HOUCKTOWN,C0-3SSWP",2,112,41,48,78,4.6,77,77,indx_79
"BLOUNT-JENERA,C",,0-3,S,SWP,2009,800,100,indx_79,"BLOUNT-JENERA,C0-3SSWP",2,113,39,52,79,4.7,79,79,indx_79
"BLOUNT-RIMER,C.",,2-6,S,SWP,2009,510,100,indx_69,"BLOUNT-RIMER,C.2-6SSWP",2,95,32,46,70,4.1,68,67,indx_69
"BLOUNT,L-SUBST",L,0-2,S,SWP,2009,820,100,indx_79,"BLOUNT,L-SUBSTL0-2SSWP",2,114,40,50,76,4.6,78,79,indx_79
"BLOUNT,L-SUBST",L,2-6,S,SWP,2009,810,100,indx_79,"BLOUNT,L-SUBSTL2-6SSWP",2,109,38,48,73,4.4,74,75,indx_79
"BLOUNT,LM-SUBST",SIL,0-3,S,SWP,2009,820,100,indx_79,"BLOUNT,LM-SUBSTSIL0-3SSWP",2,114,40,50,76,4.6,78,79,indx_79
BOGART,GR-L,0-2,S,MW,2009,520,100,indx_79,BOGARTGR-L0-2SMW,2,106,34,49,85,4,72,73,indx_79
BOGART,GR-L,2-6,S,MW,2009,510,100,indx_69,BOGARTGR-L2-6SMW,2,102,33,47,82,3.9,69,70,indx_79
BOGART,L,0-2,S,MW,2009,590,100,indx_79,BOGARTL0-2SMW,2,109,35,50,87,4.1,74,75,indx_79
BOGART,L,2-5,S,MW,2009,580,100,indx_69,BOGARTL2-5SMW,2,105,34,42,70,4,69,70,indx_79
BOGART,L,2-6,S,MW,2009,580,100,indx_69,BOGARTL2-6SMW,2,105,34,42,70,4,69,70,indx_79
BOGART,L,6-12,M,MW,2009,320,100,indx_69,BOGARTL6-12MMW,2,92,32,35,59,3.5,60,61,indx_69
BOGART,SIL,0-2,S,MW,2009,590,100,indx_79,BOGARTSIL0-2SMW,2,109,35,50,87,4.1,74,75,indx_79
BOGART,SIL,2-5,S,MW,2009,580,100,indx_79,BOGARTSIL2-5SMW,2,105,34,48,85,4,71,72,indx_79
BOGART,SIL,2-6,S,MW,2009,580,100,indx_79,BOGARTSIL2-6SMW,2,105,34,48,85,4,71,72,indx_79
BOGART,SIL,6-12,S,MW,2009,570,100,indx_69,BOGARTSIL6-12SMW,2,100,32,34,72,4,66,64,indx_69
BOGART,SL,0-2,S,MW,2009,520,100,indx_79,BOGARTSL0-2SMW,2,106,34,49,85,4,72,73,indx_79
BOGART,SOILS,5-10,M,MW,2009,570,100,indx_69,BOGARTSOILS5-10MMW,2,96,31,44,78,3.7,66,66,indx_69
BOGART,SOILS,5-10,S,MW,2009,650,150,indx_69,BOGARTSOILS5-10SMW,2,100,32,46,81,3.8,68,69,indx_69
BOGART-HASKINS,L,2-6,S,MW,2009,580,100,indx_69,BOGART-HASKINSL2-6SMW,2,100,34,45,75,4,69,69,indx_69
"BOGART-HASKINS,C",,2-6,S,MW,2009,580,100,indx_69,"BOGART-HASKINS,C2-6SMW",2,100,34,45,75,4,69,69,indx_69
"BOGART,T-SUBST",L,2-6,S,MW,2009,640,140,indx_79,"BOGART,T-SUBSTL2-6SMW",2,105,34,42,70,4.3,71,70,indx_79
"BOGART,T-SUBST",L,6-12,S,MW,2009,320,100,indx_69,"BOGART,T-SUBSTL6-12SMW",2,92,32,35,59,3.5,60,61,indx_69
"BOGART,V",L,0-3,S,MW,2009,620,120,indx_79,"BOGART,VL0-3SMW",2,105,38,40,76,4.5,73,70,indx_79
"BOGART,V",L,3-8,S,MW,2009,610,120,indx_79,"BOGART,VL3-8SMW",2,100,35,38,70,4.5,70,67,indx_69
BONNELL,SICL,15-25,SE,W,2009,170,100,indx_49,BONNELLSICL15-25SEW,3,0,0,0,0,2,33,0,indx_49
BONNELL,SIL,15-25,M,W,2009,170,100,indx_49,BONNELLSIL15-25MW,3,0,0,0,0,2.7,45,0,indx_49
BONNELL,SIL,15-25,S,W,2009,170,100,indx_59,BONNELLSIL15-25SW,3,0,0,0,0,3,50,0,indx_49
"BONNIE,FF-PH",SIL,0-2,S,VP,2009,200,100,indx_69,"BONNIE,FF-PHSIL0-2SVP",11,85,25,35,0,4,61,56,indx_59
"BONNIE,PO-PH",SIL,0-2,S,VP,2009,200,100,indx_49,"BONNIE,PO-PHSIL0-2SVP",3,0,0,0,0,0,0,0,indx_49
BONO,SIC,0-2,S,VP,2009,900,150,indx_79,BONOSIC0-2SVP,2,120,42,48,76,4.2,76,81,indx_89
BONO,SICL,0-2,S,VP,2009,970,220,indx_79,BONOSICL0-2SVP,2,124,43,49,78,4.3,78,83,indx_89
"BONO,LO-SUBST",SIC,0-2,S,VP,2009,730,100,indx_79,"BONO,LO-SUBSTSIC0-2SVP",2,115,38,45,80,4.3,75,76,indx_79
BONPAS,SICL,0-2,S,VP,2009,820,100,indx_79,BONPASSICL0-2SVP,2,116,41,44,78,4.5,77,77,indx_79
BONPAS,SIL,0-2,S,VP,2009,890,100,indx_79,BONPASSIL0-2SVP,2,120,42,45,80,4.6,79,80,indx_89
"BONPAS,OV-PH",SIL,0-2,S,VP,2009,820,100,indx_79,"BONPAS,OV-PHSIL0-2SVP",2,116,41,44,78,4.5,77,77,indx_79
"BOSTON-BRATTON,C",,12-18,M,W,2009,250,100,indx_59,"BOSTON-BRATTON,C12-18MW",3,85,0,35,60,3.6,59,46,indx_49
"BOSTON-BRATTON,C",,12-18,SE,W,2009,170,100,indx_49,"BOSTON-BRATTON,C12-18SEW",3,0,0,0,0,2.8,47,0,indx_49
"BOSTON-BRATTON,C",,18-25,M,W,2009,170,100,indx_49,"BOSTON-BRATTON,C18-25MW",3,0,0,0,0,2.8,47,0,indx_49
"BOSTON-BRATTON,C",,6-12,M,W,2009,570,100,indx_69,"BOSTON-BRATTON,C6-12MW",2,100,26,40,70,4,66,64,indx_69
"BOSTON-BRATTON,C",,6-12,SE,W,2009,180,100,indx_59,"BOSTON-BRATTON,C6-12SEW",3,85,20,30,55,3.5,55,52,indx_59
BOSTON-GRAYFORD,SIL,2-6,M,W,2009,190,100,indx_69,BOSTON-GRAYFORDSIL2-6MW,2,90,22,36,50,4,60,57,indx_59
BOSTON-GRAYFORD,SIL,2-6,S,W,2009,280,100,indx_69,BOSTON-GRAYFORDSIL2-6SW,2,95,24,40,55,4.2,64,61,indx_69
BOYER,GR-LS,12-18,S,W,2009,170,100,indx_49,BOYERGR-LS12-18SW,3,50,21,24,40,2,36,37,indx_49
BOYER,L,0-4,S,W,2009,270,100,indx_69,BOYERL0-4SW,2,81,35,39,74,3.7,62,60,indx_69
BOYER,LS,1-6,S,W,2009,390,100,indx_69,BOYERLS1-6SW,2,81,35,39,74,3.7,62,60,indx_69
BOYER,LS,6-12,S,W,2009,260,100,indx_59,BOYERLS6-12SW,2,77,33,37,70,3.5,59,57,indx_59
BRACEVILLE,L,0-2,S,MW,2009,420,100,indx_69,BRACEVILLEL0-2SMW,2,96,36,40,86,3.6,66,66,indx_69
BRACEVILLE,L,2-6,S,MW,2009,410,100,indx_69,BRACEVILLEL2-6SMW,2,92,35,38,83,3.5,64,64,indx_69
BRACEVILLE,L,6-12,M,MW,2009,250,100,indx_59,BRACEVILLEL6-12MMW,2,84,32,36,76,3.2,58,59,indx_59
BRADY,SL,0-3,S,SWP,2009,280,100,indx_59,BRADYSL0-3SSWP,2,90,34,35,60,3.4,59,61,indx_69
BRATTON,SICL,12-18,SE,W,2009,170,100,indx_59,BRATTONSICL12-18SEW,3,80,20,30,55,3,51,50,indx_59
BRATTON,SIL,12-18,M,W,2009,230,100,indx_59,BRATTONSIL12-18MW,3,84,24,39,58,3.4,57,57,indx_59
BRATTON,SIL,2-6,M,W,2009,360,100,indx_69,BRATTONSIL2-6MW,2,96,28,44,66,3.8,64,65,indx_69
BRATTON,SIL,2-6,S,W,2009,500,100,indx_69,BRATTONSIL2-6SW,2,100,30,46,70,4,68,68,indx_69
BRATTON,SIL,2-8,S,W,2009,420,100,indx_69,BRATTONSIL2-8SW,2,98,29,45,69,3.9,66,66,indx_69
BRATTON,SIL,3-8,M,W,2009,330,100,indx_69,BRATTONSIL3-8MW,2,94,28,43,66,3.7,63,63,indx_69
BRATTON,SIL,6-12,M,W,2009,330,100,indx_69,BRATTONSIL6-12MW,2,92,26,42,62,3.6,61,62,indx_69
"BRATTON-OPEQUON,C",,8-15,M,W,2009,180,100,indx_59,"BRATTON-OPEQUON,C8-15MW",3,78,0,0,0,3.3,55,29,indx_49
BRENTON,SIL,0-2,S,SWP,2009,1150,150,indx_89,BRENTONSIL0-2SSWP,2,139,43,50,83,5.4,89,89,indx_89
BRONSON,SL,1-6,S,MW,2009,590,100,indx_69,BRONSONSL1-6SMW,2,98,37,38,80,3.8,67,67,indx_69
BROOKE,SICL,12-18,M,W,2009,170,100,indx_59,BROOKESICL12-18MW,3,78,25,30,54,3.6,55,51,indx_59
BROOKE,SICL,12-25,M,W,2009,170,100,indx_49,BROOKESICL12-25MW,3,0,0,0,0,2.8,47,0,indx_49
BROOKE,SICL,4-12,M,W,2009,330,100,indx_69,BROOKESICL4-12MW,2,84,30,36,62,3.8,61,58,indx_59
BROOKSIDE,SICL,12-18,S,W,2009,230,100,indx_59,BROOKSIDESICL12-18SW,3,81,21,34,51,3.8,57,52,indx_59
BROOKSIDE,SICL,12-20,S,W,2009,180,100,indx_59,BROOKSIDESICL12-20SW,3,80,21,34,51,3.8,56,52,indx_59
BROOKSIDE,SICL,15-25,S,W,2009,170,100,indx_59,BROOKSIDESICL15-25SW,3,70,0,33,50,3.2,51,39,indx_49
BROOKSIDE,SICL,18-25,S,W,2009,170,100,indx_59,BROOKSIDESICL18-25SW,3,70,0,33,50,3.2,51,39,indx_49
BROOKSIDE,SICL,6-12,S,W,2009,400,100,indx_69,BROOKSIDESICL6-12SW,2,88,23,37,56,4.3,63,57,indx_59
BROOKSIDE,SICL,8-15,M,W,2009,240,100,indx_59,BROOKSIDESICL8-15MW,2,81,21,34,52,3.9,57,52,indx_59
BROOKSIDE,SICL,8-15,S,W,2009,320,100,indx_69,BROOKSIDESICL8-15SW,2,84,22,35,54,4.1,60,54,indx_59
BROOKSIDE,SIL,15-25,M,W,2009,170,100,indx_49,BROOKSIDESIL15-25MW,3,75,0,25,45,3,49,38,indx_49
BROOKSIDE,SIL,15-25,S,W,2009,180,100,indx_59,BROOKSIDESIL15-25SW,3,70,0,33,50,3.8,56,39,indx_49
BROOKSIDE,SIL,8-15,M,W,2009,320,100,indx_69,BROOKSIDESIL8-15MW,2,85,22,36,54,4.1,60,55,indx_59
BROOKSIDE,SIL,8-15,S,W,2009,400,100,indx_69,BROOKSIDESIL8-15SW,2,88,23,37,56,4.3,63,57,indx_59
"BROOKSIDE-VANDALIA,C",,15-25,M,W,2009,170,100,indx_59,"BROOKSIDE-VANDALIA,C15-25MW",3,80,0,25,45,3,50,40,indx_49
"BROOKSIDE-VANDALIA,C",,15-25,S,W,2009,170,100,indx_59,"BROOKSIDE-VANDALIA,C15-25SW",3,80,21,33,53,3.6,55,51,indx_59
"BROOKSIDE-VANDALIA,C",,8-15,S,W,2009,260,100,indx_59,"BROOKSIDE-VANDALIA,C8-15SW",2,88,22,35,56,3.8,59,56,indx_59
BROOKSTON,CL,0-2,S,VP,2009,1220,220,indx_89,BROOKSTONCL0-2SVP,2,132,46,52,76,5.6,89,88,indx_89
BROOKSTON,SICL,0-2,S,VP,2009,1220,220,indx_89,BROOKSTONSICL0-2SVP,2,132,46,52,76,5.6,89,88,indx_89
BROOKSTON,SICL,2-6,S,VP,2009,1210,210,indx_89,BROOKSTONSICL2-6SVP,2,127,44,50,73,5.4,86,85,indx_89
BROOKSTON,SIL,0-2,S,VP,2009,1310,310,indx_99,BROOKSTONSIL0-2SVP,2,136,47,54,78,5.8,92,91,indx_99
"BROOKSTON,OV-PH",SIL,0-2,S,VP,2009,790,100,indx_79,"BROOKSTON,OV-PHSIL0-2SVP",2,115,40,45,80,4.5,77,77,indx_79
BROUGHTON,C,12-18,M,MW,2009,170,100,indx_49,BROUGHTONC12-18MMW,3,0,0,0,0,1.8,30,0,indx_49
BROUGHTON,C,18-25,SE,MW,2009,170,100,indx_49,BROUGHTONC18-25SEMW,3,0,0,0,0,0,0,0,indx_49
BROUGHTON,C,2-6,M,MW,2009,190,100,indx_59,BROUGHTONC2-6MMW,3,75,28,30,47,3.2,52,51,indx_59
BROUGHTON,C,6-12,M,MW,2009,180,100,indx_49,BROUGHTONC6-12MMW,3,71,27,28,45,3,49,49,indx_49
BROUGHTON,C,6-12,SE,MW,2009,180,100,indx_49,BROUGHTONC6-12SEMW,3,0,0,0,0,2,33,0,indx_49
BROUGHTON,SIC,12-18,SE,MW,2009,170,100,indx_49,BROUGHTONSIC12-18SEMW,3,0,0,0,0,0,0,0,indx_49
BROUGHTON,SIC,6-12,SE,MW,2009,180,100,indx_49,BROUGHTONSIC6-12SEMW,3,0,0,0,0,2,33,0,indx_49
BROUGHTON,SICL,12-18,M,MW,2009,170,100,indx_49,BROUGHTONSICL12-18MMW,3,0,0,0,0,1.8,30,0,indx_49
BROUGHTON,SICL,2-6,M,MW,2009,190,100,indx_59,BROUGHTONSICL2-6MMW,3,77,29,31,48,3.3,53,53,indx_59
BROUGHTON,SICL,2-6,S,MW,2009,190,100,indx_59,BROUGHTONSICL2-6SMW,3,80,30,32,50,3.4,55,55,indx_59
BROUGHTON,SICL,6-12,M,MW,2009,180,100,indx_59,BROUGHTONSICL6-12MMW,3,73,28,29,46,3.1,50,50,indx_59
BROWNSVILLE,CN-SIL,12-18,S,W,2009,170,100,indx_49,BROWNSVILLECN-SIL12-18SW,3,78,16,33,60,2.7,49,49,indx_49
BROWNSVILLE,CN-SIL,15-25,S,W,2009,170,100,indx_49,BROWNSVILLECN-SIL15-25SW,3,75,0,30,55,2.5,47,40,indx_49
BROWNSVILLE,CN-SIL,18-25,S,W,2009,170,100,indx_49,BROWNSVILLECN-SIL18-25SW,3,70,0,25,55,2.5,45,36,indx_49
BROWNSVILLE,CN-SIL,6-12,S,W,2009,180,100,indx_59,BROWNSVILLECN-SIL6-12SW,3,82,17,35,62,2.9,51,51,indx_59
"BROWNSVILLE-WESTMORELAND,C",,18-25,S,W,2009,170,100,indx_59,"BROWNSVILLE-WESTMORELAND,C18-25SW",3,0,0,0,60,3,52,0,indx_49
BRUSHCREEK,SIL,6-12,M,MW,2009,400,100,indx_69,BRUSHCREEKSIL6-12MMW,2,90,30,35,60,4,63,60,indx_69
"BRUSHCREEK-LAWSHE,C",,12-25,M,MW,2009,170,100,indx_49,"BRUSHCREEK-LAWSHE,C12-25MMW",3,0,0,0,0,2.6,43,0,indx_49
CALCUTTA,SIL,0-3,S,SWP,2009,320,100,indx_69,CALCUTTASIL0-3SSWP,2,100,31,39,62,4,66,65,indx_69
CAMBRIDGE,SIL,12-18,M,MW,2009,170,100,indx_59,CAMBRIDGESIL12-18MMW,3,81,29,30,67,3.2,55,54,indx_59
CAMBRIDGE,SIL,12-18,S,MW,2009,180,100,indx_59,CAMBRIDGESIL12-18SMW,3,84,29,30,67,3.2,56,55,indx_59
CAMBRIDGE,SIL,2-6,M,MW,2009,370,100,indx_69,CAMBRIDGESIL2-6MMW,2,92,32,34,76,3.6,62,61,indx_69
CAMBRIDGE,SIL,2-6,S,MW,2009,420,100,indx_69,CAMBRIDGESIL2-6SMW,2,96,34,36,80,3.6,64,64,indx_69
CAMBRIDGE,SIL,6-12,M,MW,2009,320,100,indx_69,CAMBRIDGESIL6-12MMW,2,88,31,33,73,3.5,60,58,indx_59
CAMBRIDGE,SIL,6-12,S,MW,2009,390,100,indx_69,CAMBRIDGESIL6-12SMW,2,92,33,35,77,3.5,62,62,indx_69
"CAMBRIDGE,SS-SUBST",SIL,2-6,S,MW,2009,420,100,indx_69,"CAMBRIDGE,SS-SUBSTSIL2-6SMW",2,96,34,36,80,3.6,64,64,indx_69
"CAMBRIDGE,SS-SUBST",SIL,6-12,M,MW,2009,320,100,indx_69,"CAMBRIDGE,SS-SUBSTSIL6-12MMW",2,88,31,33,73,3.5,60,58,indx_59
CANA,SIL,12-18,M,MW,2009,320,100,indx_69,CANASIL12-18MMW,3,88,28,40,62,3.7,61,60,indx_69
CANA,SIL,12-20,M,MW,2009,320,100,indx_69,CANASIL12-20MMW,3,87,28,40,61,3.7,61,60,indx_69
CANA,SIL,2-6,M,MW,2009,550,100,indx_79,CANASIL2-6MMW,2,104,30,46,70,4.2,70,69,indx_69
CANA,SIL,2-6,S,MW,2009,720,220,indx_79,CANASIL2-6SMW,2,108,34,48,74,4.4,73,73,indx_79
CANA,SIL,6-12,M,MW,2009,540,100,indx_69,CANASIL6-12MMW,2,98,31,44,68,4,67,67,indx_69
"CANA,V",SIL,15-25,M,MW,2009,170,100,indx_59,"CANA,VSIL15-25MMW",3,80,0,35,50,3,52,44,indx_49
"CANA,V",SIL,2-6,S,MW,2009,560,100,indx_69,"CANA,VSIL2-6SMW",2,95,34,38,60,4.6,69,64,indx_69
"CANA,V",SIL,6-18,S,MW,2009,380,100,indx_69,"CANA,VSIL6-18SMW",3,85,30,35,55,4.2,62,58,indx_59
