soil_series,texture,slope,erosion,drainage,year,cropland,woodland,indx,id,soil_region,corn_base,soy_base,wheat_base,oats_base,hay_base,prod_index,prod_index_new,indx_new
"MIAMIAN,LM-SUBST",SIL,6-12,M,W,2018,1210,330,indx_49,"MIAMIAN,LM-SUBSTSIL6-12MW",2,99,35,46,69,4.2,70,69,indx_69
"MIAMIAN,V",SIL,6-15,M,W,2018,350,230,indx_49,"MIAMIAN,VSIL6-15MW",2,80,28,38,70,4,62,56,indx_59
MILFORD,SIC,0-2,S,VP,2018,2430,630,indx_49,MILFORDSIC0-2SVP,2,120,43,50,72,5,82,82,indx_89
MILFORD,SICL,0-1,S,VP,2018,3090,1300,indx_49,MILFORDSICL0-1SVP,2,130,48,56,75,5.2,87,90,indx_99
MILFORD,SICL,0-2,S,VP,2018,3090,1300,indx_49,MILFORDSICL0-2SVP,2,130,48,56,75,5.2,87,90,indx_99
"MILFORD,GR-SUBST",SICL,0-2,S,VP,2018,3090,1300,indx_49,"MILFORD,GR-SUBSTSICL0-2SVP",2,130,48,56,75,5.2,87,90,indx_99
"MILFORD,S-SUBST",SICL,0-2,S,VP,2018,3090,1300,indx_49,"MILFORD,S-SUBSTSICL0-2SVP",2,130,48,56,75,5.2,87,90,indx_99
MILL,SIL,0-2,S,P,2018,490,230,indx_49,MILLSIL0-2SP,2,88,30,34,68,3,56,58,indx_59
MILLGROVE,CL,0-2,S,VP,2018,3540,1740,indx_49,MILLGROVECL0-2SVP,2,140,50,62,95,5.8,97,97,indx_99
MILLGROVE,FSL,0-2,S,VP,2018,3540,1740,indx_49,MILLGROVEFSL0-2SVP,2,140,50,62,95,5.8,97,97,indx_99
MILLGROVE,L,0-1,S,VP,2018,3810,2020,indx_49,MILLGROVEL0-1SVP,2,144,52,64,98,6,100,100,indx_100
MILLGROVE,L,0-2,S,VP,2018,3810,2020,indx_49,MILLGROVEL0-2SVP,2,144,52,64,98,6,100,100,indx_100
MILLGROVE,SIC,0-2,S,VP,2018,3320,1530,indx_49,MILLGROVESIC0-2SVP,2,135,49,60,92,5.7,94,94,indx_99
MILLGROVE,SICL,0-2,S,VP,2018,3540,1740,indx_49,MILLGROVESICL0-2SVP,2,140,50,62,95,5.8,97,97,indx_99
MILLGROVE,SIL,0-2,S,VP,2018,3810,2020,indx_49,MILLGROVESIL0-2SVP,2,144,52,64,98,6,100,100,indx_100
"MILLGROVE,OVER CLAY",L,0-2,S,VP,2018,3090,1290,indx_49,"MILLGROVE,OVER CLAYL0-2SVP",2,144,45,52,87,5.6,92,93,indx_99
"MILLGROVE,OVER CLAY",SICL,0-2,S,VP,2018,2920,1120,indx_49,"MILLGROVE,OVER CLAYSICL0-2SVP",2,140,44,50,84,5.4,89,90,indx_99
"MILLGROVE,OVER CLAY",SIL,0-2,S,VP,2018,3090,1290,indx_49,"MILLGROVE,OVER CLAYSIL0-2SVP",2,144,45,52,87,5.6,92,93,indx_99
"MILLGROVE,RF-PH",SICL,0-2,S,VP,2018,3540,1740,indx_49,"MILLGROVE,RF-PHSICL0-2SVP",2,140,50,62,95,5.8,97,97,indx_99
"MILLGROVE,T-SUBST",L,0-2,S,VP,2018,3090,1290,indx_49,"MILLGROVE,T-SUBSTL0-2SVP",2,144,45,52,87,5.6,92,93,indx_99
MILLSDALE,L,0-2,S,VP,2018,2220,470,indx_49,MILLSDALEL0-2SVP,2,106,44,50,76,4.8,78,77,indx_79
MILLSDALE,SICL,0-1,S,VP,2018,2060,390,indx_49,MILLSDALESICL0-1SVP,2,103,43,49,74,4.7,76,75,indx_79
MILLSDALE,SICL,0-2,S,VP,2018,2060,390,indx_49,MILLSDALESICL0-2SVP,2,103,43,49,74,4.7,76,75,indx_79
MILLSDALE,SICL,0-3,S,VP,2018,2060,390,indx_49,MILLSDALESICL0-3SVP,2,103,43,49,74,4.7,76,75,indx_79
MILLSDALE,SICL,2-6,S,VP,2018,1780,300,indx_49,MILLSDALESICL2-6SVP,2,99,41,47,71,4.5,73,72,indx_79
MILLSDALE,SIL,0-1,S,VP,2018,2220,470,indx_49,MILLSDALESIL0-1SVP,2,106,44,50,76,4.8,78,77,indx_79
MILLSDALE,SIL,0-2,S,VP,2018,2220,470,indx_49,MILLSDALESIL0-2SVP,2,106,44,50,76,4.8,78,77,indx_79
MILLSDALE,SIL,0-3,S,VP,2018,2220,470,indx_49,MILLSDALESIL0-3SVP,2,106,44,50,76,4.8,78,77,indx_79
MILLSDALE,SIL,2-6,S,VP,2018,1910,350,indx_49,MILLSDALESIL2-6SVP,2,102,42,48,73,4.6,75,74,indx_79
MILLSDALE,ST-SICL,0-1,S,VP,2018,350,230,indx_49,MILLSDALEST-SICL0-1SVP,3,0,0,0,0,0,0,0,indx_49
MILLSDALE,ST-SICL,0-2,S,VP,2018,350,230,indx_49,MILLSDALEST-SICL0-2SVP,3,0,0,0,0,0,0,0,indx_49
MILTON,CL,6-12,SE,W,2018,350,230,indx_49,MILTONCL6-12SEW,3,74,28,31,59,3.4,54,51,indx_59
MILTON,L,0-2,S,W,2018,1240,340,indx_49,MILTONL0-2SW,2,96,36,40,76,4.4,70,66,indx_69
MILTON,L,2-6,S,W,2018,1040,270,indx_49,MILTONL2-6SW,2,92,35,38,73,4.2,67,64,indx_69
MILTON,SICL,6-12,M,W,2018,460,230,indx_49,MILTONSICL6-12MW,2,81,31,34,65,3.8,60,56,indx_59
MILTON,SICL,6-18,SE,W,2018,350,230,indx_49,MILTONSICL6-18SEW,3,70,26,29,55,3.2,51,48,indx_49
MILTON,SIL,0-2,S,W,2018,1240,340,indx_49,MILTONSIL0-2SW,2,96,36,40,76,4.4,70,66,indx_69
MILTON,SIL,1-4,S,W,2018,1200,330,indx_49,MILTONSIL1-4SW,2,94,36,40,75,4.3,69,65,indx_69
MILTON,SIL,12-18,M,W,2018,360,230,indx_49,MILTONSIL12-18MW,3,77,29,32,61,3.5,56,53,indx_59
MILTON,SIL,18-25,M,W,2018,350,230,indx_49,MILTONSIL18-25MW,3,0,0,0,0,2.6,43,0,indx_49
MILTON,SIL,2-6,M,W,2018,780,230,indx_49,MILTONSIL2-6MW,2,88,33,37,70,4,64,61,indx_69
MILTON,SIL,2-6,S,W,2018,1040,270,indx_49,MILTONSIL2-6SW,2,92,35,38,73,4.2,67,64,indx_69
MILTON,SIL,6-12,M,W,2018,570,230,indx_49,MILTONSIL6-12MW,2,84,32,35,67,3.9,62,58,indx_59
MILTON,SOILS,6-12,SE,W,2018,350,230,indx_49,MILTONSOILS6-12SEW,3,74,28,31,59,3.4,54,51,indx_59
"MILTON-LYBRAND,C",,12-18,M,W,2018,360,230,indx_49,"MILTON-LYBRAND,C12-18MW",3,77,29,35,63,3.5,57,54,indx_59
"MILTON,SHALLOW",SIL,12-18,M,W,2018,350,230,indx_49,"MILTON,SHALLOWSIL12-18MW",3,57,19,28,60,2.8,45,40,indx_49
"MILTON,SHALLOW",SIL,18-25,M,W,2018,350,230,indx_49,"MILTON,SHALLOWSIL18-25MW",3,0,0,0,0,2.6,43,0,indx_49
"MILTON,SHALLOW",SIL,2-6,S,W,2018,350,230,indx_49,"MILTON,SHALLOWSIL2-6SW",3,60,22,32,68,3,49,44,indx_49
"MILTON,SHALLOW",SIL,6-12,M,W,2018,350,230,indx_49,"MILTON,SHALLOWSIL6-12MW",3,58,20,30,66,2.9,47,42,indx_49
"MILTON,SHALLOW",SOILS,12-18,SE,W,2018,350,230,indx_49,"MILTON,SHALLOWSOILS12-18SEW",3,0,0,0,0,2.4,40,0,indx_49
"MILTON,V",L,0-2,S,W,2018,1240,340,indx_49,"MILTON,VL0-2SW",2,96,36,40,76,4.4,70,66,indx_69
"MILTON,V",L,2-6,S,W,2018,1040,270,indx_49,"MILTON,VL2-6SW",2,92,35,38,73,4.2,67,64,indx_69
MINER,SICL,0-1,S,VP,2018,1360,280,indx_49,MINERSICL0-1SVP,2,100,36,46,72,4,69,70,indx_79
MINER,SICL,0-2,S,VP,2018,1360,280,indx_49,MINERSICL0-2SVP,2,100,36,46,72,4,69,70,indx_79
"MINER,BR-SUBST",SIL,0-1,S,VP,2018,1360,230,indx_49,"MINER,BR-SUBSTSIL0-1SVP",2,100,36,46,72,4,69,70,indx_79
"MINER,SH-SUBST",SICL,0-2,S,VP,2018,1360,230,indx_49,"MINER,SH-SUBSTSICL0-2SVP",2,100,36,46,72,4,69,70,indx_79
MINOA,FSL,0-2,S,SWP,2018,750,230,indx_49,MINOAFSL0-2SSWP,2,93,31,47,79,3.9,67,66,indx_69
MITIWANGA,CN-L,1-4,S,SWP,2018,460,230,indx_49,MITIWANGACN-L1-4SSWP,2,88,29,39,69,3.9,63,60,indx_69
MITIWANGA,L,0-2,S,SWP,2018,560,230,indx_49,MITIWANGAL0-2SSWP,2,90,30,40,70,4,65,62,indx_69
MITIWANGA,SIL,0-2,S,SWP,2018,560,230,indx_49,MITIWANGASIL0-2SSWP,2,90,30,40,70,4,65,62,indx_69
MITIWANGA,SIL,0-3,S,SWP,2018,560,230,indx_49,MITIWANGASIL0-3SSWP,2,90,30,40,70,4,65,62,indx_69
MITIWANGA,SIL,1-4,S,SWP,2018,460,230,indx_49,MITIWANGASIL1-4SSWP,2,88,29,39,69,3.9,63,60,indx_69
MITIWANGA,SIL,2-6,S,SWP,2018,440,230,indx_49,MITIWANGASIL2-6SSWP,2,86,29,38,67,3.8,62,59,indx_59
"MITIWANGA,V",SIL,2-6,S,SWP,2018,920,230,indx_49,"MITIWANGA,VSIL2-6SSWP",2,98,32,46,74,4.2,69,68,indx_69
"MITIWANGA,V",SIL,6-12,S,SWP,2018,870,230,indx_49,"MITIWANGA,VSIL6-12SSWP",2,96,32,46,74,4.2,69,67,indx_69
MONONGAHELA,L,8-15,S,MW,2018,870,230,indx_49,MONONGAHELAL8-15SMW,2,102,31,36,62,2.8,57,65,indx_69
MONONGAHELA,SIL,1-8,S,MW,2018,1410,440,indx_49,MONONGAHELASIL1-8SMW,2,110,35,40,65,3,62,71,indx_79
MONONGAHELA,SIL,10-15,M,MW,2018,720,230,indx_49,MONONGAHELASIL10-15MMW,3,99,30,35,60,2.7,56,63,indx_69
MONONGAHELA,SIL,10-15,S,MW,2018,870,230,indx_49,MONONGAHELASIL10-15SMW,3,102,31,36,62,2.8,57,65,indx_69
MONONGAHELA,SIL,2-5,S,MW,2018,1410,440,indx_49,MONONGAHELASIL2-5SMW,2,110,35,40,65,3,62,71,indx_79
MONONGAHELA,SIL,5-10,M,MW,2018,900,240,indx_49,MONONGAHELASIL5-10MMW,2,103,31,36,62,2.8,58,65,indx_69
MONONGAHELA,SIL,5-10,S,MW,2018,1040,280,indx_49,MONONGAHELASIL5-10SMW,2,106,32,38,64,3,60,68,indx_69
MONONGAHELA,SIL,8-15,M,MW,2018,720,230,indx_49,MONONGAHELASIL8-15MMW,2,99,30,35,60,2.7,56,63,indx_69
MONTGOMERY,SIC,0-2,S,VP,2018,2070,670,indx_49,MONTGOMERYSIC0-2SVP,2,118,40,44,68,4,72,78,indx_79
MONTGOMERY,SICL,0-2,S,VP,2018,2310,910,indx_49,MONTGOMERYSICL0-2SVP,2,122,42,46,70,4.2,75,81,indx_89
MONTGOMERY,SIL,0-2,S,VP,2018,2530,1140,indx_49,MONTGOMERYSIL0-2SVP,2,126,43,47,72,4.3,77,83,indx_89
"MONTGOMERY,GRAV-SUBST",SICL,0-2,S,VP,2018,2310,530,indx_49,"MONTGOMERY,GRAV-SUBSTSICL0-2SVP",2,122,42,46,70,4.2,75,81,indx_89
"MONTGOMERY,V,FF-PH",SIL,0-2,S,VP,2018,2290,540,indx_49,"MONTGOMERY,V,FF-PHSIL0-2SVP",11,120,42,48,70,4,74,81,indx_89
MORLEY,CL,12-18,M,W,2018,350,230,indx_49,MORLEYCL12-18MW,3,75,29,38,65,3.5,57,55,indx_59
MORLEY,CL,12-18,SE,W,2018,350,230,indx_49,MORLEYCL12-18SEW,3,0,0,0,0,2.8,47,0,indx_49
MORLEY,CL,6-12,M,W,2018,500,230,indx_49,MORLEYCL6-12MW,2,82,31,42,71,3.8,62,60,indx_69
MORLEY,CL,9-18,SE,W,2018,350,230,indx_49,MORLEYCL9-18SEW,3,0,0,0,0,2.8,47,0,indx_49
MORLEY,L,12-18,M,W,2018,370,230,indx_49,MORLEYL12-18MW,3,77,29,39,66,3.6,59,56,indx_59
MORLEY,L,2-6,S,W,2018,1290,370,indx_49,MORLEYL2-6SW,2,102,35,48,81,4.3,73,71,indx_79
MORLEY,SIL,12-18,M,W,2018,370,230,indx_49,MORLEYSIL12-18MW,3,77,29,39,66,3.6,59,56,indx_59
MORLEY,SIL,18-25,M,W,2018,350,230,indx_49,MORLEYSIL18-25MW,3,0,0,0,0,3,50,0,indx_49
MORLEY,SIL,18-25,S,W,2018,350,230,indx_49,MORLEYSIL18-25SW,3,0,0,0,0,3.2,53,0,indx_49
MORLEY,SIL,2-6,M,W,2018,870,230,indx_49,MORLEYSIL2-6MW,2,90,33,46,77,4.1,68,65,indx_69
MORLEY,SIL,2-6,S,W,2018,1290,370,indx_49,MORLEYSIL2-6SW,2,102,35,48,81,4.3,73,71,indx_79
MORLEY,SIL,6-12,M,W,2018,660,230,indx_49,MORLEYSIL6-12MW,2,86,32,44,74,4,65,63,indx_69
MORLEY,SIL,6-12,S,W,2018,870,230,indx_49,MORLEYSIL6-12SW,2,90,33,46,77,4.1,68,65,indx_69
MORLEY,SOILS,12-18,SE,W,2018,350,230,indx_49,MORLEYSOILS12-18SEW,3,0,0,0,0,2.5,42,0,indx_49
MORLEY,SOILS,6-12,SE,W,2018,350,230,indx_49,MORLEYSOILS6-12SEW,3,77,29,25,60,3.5,55,50,indx_59
"MORLEY-BELMORE,C",,6-15,M,W,2018,350,230,indx_49,"MORLEY-BELMORE,C6-15MW",2,80,28,36,70,3.5,58,55,indx_59
MORLEY-MILTON,SIL,2-6,S,W,2018,1150,310,indx_49,MORLEY-MILTONSIL2-6SW,2,100,34,44,80,4,69,69,indx_69
"MORLEY,LM-SUBST",L,0-2,S,W,2018,1480,480,indx_49,"MORLEY,LM-SUBSTL0-2SW",2,105,36,50,84,4.4,75,74,indx_79
"MORLEY,LM-SUBST-MILTON,C",,2-6,S,W,2018,1230,330,indx_49,"MORLEY,LM-SUBST-MILTON,C2-6SW",2,100,35,46,79,4.3,72,70,indx_79
MORNINGSUN,SIL,0-2,S,MW,2018,2340,1340,indx_49,MORNINGSUNSIL0-2SMW,2,122,42,52,74,5,82,83,indx_89
MORNINGSUN-XENIA,SIL,0-2,S,MW,2018,2220,1220,indx_49,MORNINGSUN-XENIASIL0-2SMW,2,119,41,52,76,4.7,80,82,indx_89
MORNINGSUN-XENIA,SIL,2-6,M,MW,2018,1900,900,indx_49,MORNINGSUN-XENIASIL2-6MMW,2,113,39,49,72,4.4,75,77,indx_79
MORNINGSUN-XENIA,SIL,2-6,S,MW,2018,2060,1060,indx_49,MORNINGSUN-XENIASIL2-6SMW,2,116,40,51,74,4.6,78,80,indx_89
MORRISTOWN,CL,0-8,S,W,2018,350,230,indx_49,MORRISTOWNCL0-8SW,3,0,0,29,49,2.9,48,12,indx_49
MORRISTOWN,CL,8-25,S,W,2018,350,230,indx_49,MORRISTOWNCL8-25SW,3,0,0,25,45,2.5,42,10,indx_49
MORRISTOWN,CN-CL,0-6,S,W,2018,350,230,indx_49,MORRISTOWNCN-CL0-6SW,3,0,0,0,0,2.2,37,0,indx_49
MORRISTOWN,CN-CL,6-20,S,W,2018,350,230,indx_49,MORRISTOWNCN-CL6-20SW,3,0,0,0,0,1.7,28,0,indx_49
MORRISTOWN,CN-SICL,0-8,S,W,2018,350,230,indx_49,MORRISTOWNCN-SICL0-8SW,3,0,0,0,0,2.2,37,0,indx_49
MORRISTOWN,CN-SICL,8-25,S,W,2018,350,230,indx_49,MORRISTOWNCN-SICL8-25SW,3,0,0,0,0,1.7,28,0,indx_49
MORRISTOWN,L,0-8,S,W,2018,350,230,indx_49,MORRISTOWNL0-8SW,3,0,0,30,50,3,50,12,indx_49
MORRISTOWN,L,15-25,S,W,2018,350,230,indx_49,MORRISTOWNL15-25SW,3,0,0,0,0,2,33,0,indx_49
MORRISTOWN,L,8-15,S,W,2018,350,230,indx_49,MORRISTOWNL8-15SW,3,45,0,25,0,2.5,38,27,indx_49
MORRISTOWN,SH-SICL,0-3,S,W,2018,350,230,indx_49,MORRISTOWNSH-SICL0-3SW,3,0,0,0,0,2.2,37,0,indx_49
MORRISTOWN,SH-SICL,1-15,S,W,2018,350,230,indx_49,MORRISTOWNSH-SICL1-15SW,3,0,0,0,0,2,33,0,indx_49
MORRISTOWN,SH-SICL,15-25,S,W,2018,350,230,indx_49,MORRISTOWNSH-SICL15-25SW,3,0,0,0,0,1.6,27,0,indx_49
MORRISTOWN,SH-SICL,3-15,S,W,2018,350,230,indx_49,MORRISTOWNSH-SICL3-15SW,3,0,0,0,0,2,33,0,indx_49
MORRISTOWN,SH-SICL,8-25,S,W,2018,350,230,indx_49,MORRISTOWNSH-SICL8-25SW,3,0,0,0,0,1.7,28,0,indx_49
MORRISTOWN,SICL,0-3,S,W,2018,350,230,indx_49,MORRISTOWNSICL0-3SW,3,0,0,29,49,2.9,48,12,indx_49
MORRISTOWN,SICL,0-6,S,W,2018,350,230,indx_49,MORRISTOWNSICL0-6SW,3,0,0,29,49,2.9,48,12,indx_49
MORRISTOWN,SICL,0-8,S,W,2018,350,230,indx_49,MORRISTOWNSICL0-8SW,3,0,0,29,49,2.9,48,12,indx_49
MORRISTOWN,SICL,1-8,S,W,2018,350,230,indx_49,MORRISTOWNSICL1-8SW,3,0,0,29,49,2.9,48,12,indx_49
MORRISTOWN,SICL,15-25,S,W,2018,350,230,indx_49,MORRISTOWNSICL15-25SW,3,0,0,0,0,2,33,0,indx_49
MORRISTOWN,SICL,3-15,S,W,2018,350,230,indx_49,MORRISTOWNSICL3-15SW,3,0,0,29,48,2.9,48,12,indx_49
MORRISTOWN,SICL,6-20,S,W,2018,350,230,indx_49,MORRISTOWNSICL6-20SW,3,0,0,27,40,2.7,44,11,indx_49
MORRISTOWN,SICL,8-15,S,W,2018,350,230,indx_49,MORRISTOWNSICL8-15SW,3,0,0,29,48,2.9,48,12,indx_49
MORRISTOWN,SICL,8-25,S,W,2018,350,230,indx_49,MORRISTOWNSICL8-25SW,3,0,0,25,0,2.5,41,10,indx_49
MORRISTOWN,ST-CL,0-8,S,W,2018,350,230,indx_49,MORRISTOWNST-CL0-8SW,3,0,0,0,0,0,0,0,indx_49
MORRISTOWN,ST-CL,8-25,S,W,2018,350,230,indx_49,MORRISTOWNST-CL8-25SW,3,0,0,0,0,0,0,0,indx_49
"MORRISTOWN,STONY",CN-SICL,0-8,S,W,2018,350,230,indx_49,"MORRISTOWN,STONYCN-SICL0-8SW",3,0,0,0,0,0,0,0,indx_49
"MORRISTOWN,STONY",CN-SICL,8-25,S,W,2018,350,230,indx_49,"MORRISTOWN,STONYCN-SICL8-25SW",3,0,0,0,0,0,0,0,indx_49
MORRISVILLE,SICL,12-18,M,MW,2018,390,230,indx_49,MORRISVILLESICL12-18MMW,3,78,30,36,56,3.6,57,56,indx_59
MORRISVILLE,SICL,18-25,M,MW,2018,350,230,indx_49,MORRISVILLESICL18-25MMW,3,0,0,0,0,2.5,42,0,indx_49
MORTIMER,SICL,2-6,M,MW,2018,350,230,indx_49,MORTIMERSICL2-6MMW,2,85,26,35,72,3.1,56,56,indx_59
MORTIMER,SIL,2-6,S,MW,2018,450,230,indx_49,MORTIMERSIL2-6SMW,2,92,28,38,76,3.4,61,61,indx_69
MOSHANNON,SIL,0-2,S,W,2018,2220,1220,indx_49,MOSHANNONSIL0-2SW,2,125,40,46,75,4.5,78,81,indx_89
"MOSHANNON,FF-PH",SIL,0-2,S,W,2018,1650,650,indx_49,"MOSHANNON,FF-PHSIL0-2SW",11,120,34,45,72,4.4,75,76,indx_79
"MOSHANNON,OF-PH",SIL,0-2,S,W,2018,2220,1220,indx_49,"MOSHANNON,OF-PHSIL0-2SW",2,125,40,46,75,4.5,78,81,indx_89
MUCK,MUCK,0-2,S,VP,2018,350,230,indx_49,MUCKMUCK0-2SVP,10,0,0,0,0,0,0,0,indx_49
MUCK(WOOD),MUCK,0-2,S,VP,2018,1740,320,indx_49,MUCK(WOOD)MUCK0-2SVP,10,105,40,0,0,0,74,55,indx_59
MUSKEGO,MUCK,0-2,S,VP,2018,1450,320,indx_49,MUSKEGOMUCK0-2SVP,10,110,35,0,0,0,74,55,indx_59
MUSKINGUM,CN-SIL,12-18,M,W,2018,350,230,indx_49,MUSKINGUMCN-SIL12-18MW,3,55,0,30,32,2.6,41,33,indx_49
MUSKINGUM,CN-SIL,18-25,M,W,2018,350,230,indx_49,MUSKINGUMCN-SIL18-25MW,3,0,0,24,24,2.1,34,10,indx_49
MUSKINGUM,CN-SIL,2-6,S,W,2018,470,230,indx_49,MUSKINGUMCN-SIL2-6SW,2,85,30,40,65,3.5,60,60,indx_69
MUSKINGUM,CN-SIL,6-12,M,W,2018,350,230,indx_49,MUSKINGUMCN-SIL6-12MW,3,75,0,34,60,3,52,42,indx_49
MUSKINGUM,SIL,12-18,M,W,2018,350,230,indx_49,MUSKINGUMSIL12-18MW,3,83,26,38,60,3.2,56,57,indx_59
MUSKINGUM,SIL,12-18,S,W,2018,380,230,indx_49,MUSKINGUMSIL12-18SW,3,85,28,40,62,3.5,59,59,indx_59
MUSKINGUM,SIL,12-18,SE,W,2018,350,230,indx_49,MUSKINGUMSIL12-18SEW,3,0,0,0,0,2.8,47,0,indx_49
MUSKINGUM,SIL,18-25,M,W,2018,350,230,indx_49,MUSKINGUMSIL18-25MW,3,75,0,30,55,2.5,47,40,indx_49
MUSKINGUM,SIL,18-25,S,W,2018,350,230,indx_49,MUSKINGUMSIL18-25SW,3,75,0,30,55,2.5,47,40,indx_49
MUSKINGUM,SIL,18-25,SE,W,2018,350,230,indx_49,MUSKINGUMSIL18-25SEW,3,0,0,0,0,2.4,40,0,indx_49
MUSKINGUM,SIL,2-6,S,W,2018,950,250,indx_49,MUSKINGUMSIL2-6SW,2,100,32,46,72,3.8,67,69,indx_69
MUSKINGUM,SIL,6-12,M,W,2018,490,230,indx_49,MUSKINGUMSIL6-12MW,2,90,29,42,68,3.6,62,62,indx_69
MUSKINGUM,SIL,6-12,S,W,2018,710,230,indx_49,MUSKINGUMSIL6-12SW,2,96,30,44,69,3.7,64,65,indx_69
MUSKINGUM,SIL,6-12,SE,W,2018,350,230,indx_49,MUSKINGUMSIL6-12SEW,3,75,0,30,55,2.5,47,40,indx_49
MUSKINGUM,SL,12-18,M,W,2018,350,230,indx_49,MUSKINGUMSL12-18MW,3,80,25,37,58,3.1,54,55,indx_59
MUSKINGUM,SL,12-18,S,W,2018,350,230,indx_49,MUSKINGUMSL12-18SW,3,84,27,39,61,3.2,56,58,indx_59
MUSKINGUM,SL,12-18,SE,W,2018,350,230,indx_49,MUSKINGUMSL12-18SEW,3,0,0,0,0,2.5,42,0,indx_49
MUSKINGUM,SL,18-25,M,W,2018,350,230,indx_49,MUSKINGUMSL18-25MW,3,75,0,30,55,2.5,47,40,indx_49
MUSKINGUM,SL,18-25,S,W,2018,350,230,indx_49,MUSKINGUMSL18-25SW,3,75,0,30,55,2.5,47,40,indx_49
MUSKINGUM,SL,18-25,SE,W,2018,350,230,indx_49,MUSKINGUMSL18-25SEW,3,0,0,0,0,2,33,0,indx_49
MUSKINGUM,SL,2-6,S,W,2018,820,230,indx_49,MUSKINGUMSL2-6SW,2,97,31,45,70,3.7,65,67,indx_69
MUSKINGUM,SL,6-12,M,W,2018,400,230,indx_49,MUSKINGUMSL6-12MW,2,88,28,41,64,3.4,59,60,indx_69
MUSKINGUM,SL,6-12,S,W,2018,540,230,indx_49,MUSKINGUMSL6-12SW,2,93,29,43,67,3.6,63,64,indx_69
MUSKINGUM,STV-SIL,6-18,S,W,2018,350,230,indx_49,MUSKINGUMSTV-SIL6-18SW,3,0,0,0,0,0,0,0,indx_49
MUSKINGUM,STV-SL,18-25,S,W,2018,350,230,indx_49,MUSKINGUMSTV-SL18-25SW,3,0,0,0,0,0,0,0,indx_49
MUSKINGUM-GILPIN,SIL,18-25,S,W,2018,350,230,indx_49,MUSKINGUM-GILPINSIL18-25SW,3,90,10,37,60,3.5,56,52,indx_59
MUSKINGUM-GILPIN,SIL,18-25,SE,W,2018,350,230,indx_49,MUSKINGUM-GILPINSIL18-25SEW,3,0,0,0,0,2.6,43,0,indx_49
NAPPANEE,CL,0-2,S,SWP,2018,1180,230,indx_49,NAPPANEECL0-2SSWP,2,105,33,45,80,4,70,70,indx_79
NAPPANEE,L,0-2,S,SWP,2018,1460,230,indx_49,NAPPANEEL0-2SSWP,2,110,35,50,85,4,73,75,indx_79
NAPPANEE,L,0-3,S,SWP,2018,1460,230,indx_49,NAPPANEEL0-3SSWP,2,110,35,50,85,4,73,75,indx_79
NAPPANEE,L,2-6,M,SWP,2018,790,230,indx_49,NAPPANEEL2-6MSWP,2,100,30,43,75,3.8,66,67,indx_69
NAPPANEE,L,2-6,S,SWP,2018,1180,230,indx_49,NAPPANEEL2-6SSWP,2,105,33,45,80,4,70,70,indx_79
NAPPANEE,SICL,0-2,S,SWP,2018,1180,230,indx_49,NAPPANEESICL0-2SSWP,2,105,33,45,80,4,70,70,indx_79
NAPPANEE,SICL,0-3,S,SWP,2018,1180,230,indx_49,NAPPANEESICL0-3SSWP,2,105,33,45,80,4,70,70,indx_79
NAPPANEE,SICL,2-6,M,SWP,2018,680,230,indx_49,NAPPANEESICL2-6MSWP,2,95,30,43,70,3.8,65,65,indx_69
NAPPANEE,SICL,2-6,S,SWP,2018,790,230,indx_49,NAPPANEESICL2-6SSWP,2,100,30,43,75,3.8,66,67,indx_69
NAPPANEE,SICL,6-12,M,SWP,2018,430,230,indx_49,NAPPANEESICL6-12MSWP,2,90,28,40,65,3.5,60,61,indx_69
NAPPANEE,SIL,0-2,S,SWP,2018,1460,230,indx_49,NAPPANEESIL0-2SSWP,2,110,35,50,85,4,73,75,indx_79
NAPPANEE,SIL,0-3,S,SWP,2018,1460,230,indx_49,NAPPANEESIL0-3SSWP,2,110,35,50,85,4,73,75,indx_79
NAPPANEE,SIL,2-6,S,SWP,2018,1180,230,indx_49,NAPPANEESIL2-6SSWP,2,105,33,45,80,4,70,70,indx_79
NAPPANEE,SIL,4-10,M,SWP,2018,680,230,indx_49,NAPPANEESIL4-10MSWP,2,95,30,43,70,3.8,65,65,indx_69
NAPPANEE,SL,0-2,S,SWP,2018,1460,230,indx_49,NAPPANEESL0-2SSWP,2,110,35,50,85,4,73,75,indx_79
NAPPANEE,SL,2-6,S,SWP,2018,1180,230,indx_49,NAPPANEESL2-6SSWP,2,105,33,45,80,4,70,70,indx_79
NEGLEY,CL,12-18,SE,W,2018,350,230,indx_49,NEGLEYCL12-18SEW,3,0,0,0,0,2.5,42,0,indx_49
NEGLEY,CL,6-12,SE,W,2018,350,230,indx_49,NEGLEYCL6-12SEW,3,77,27,34,55,2.9,51,53,indx_59
NEGLEY,GR-L,10-15,M,W,2018,350,230,indx_49,NEGLEYGR-L10-15MW,3,81,28,36,58,3.1,54,56,indx_59
NEGLEY,GR-L,2-5,S,W,2018,910,240,indx_49,NEGLEYGR-L2-5SW,2,93,33,41,66,3.5,62,64,indx_69
NEGLEY,GR-L,5-10,M,W,2018,460,230,indx_49,NEGLEYGR-L5-10MW,2,85,30,37,60,3.2,57,59,indx_59
NEGLEY,GR-SL,12-18,M,W,2018,350,230,indx_49,NEGLEYGR-SL12-18MW,3,78,27,34,55,2.8,51,54,indx_59
